constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Brawn,brawn,British,BUT,button,Jenson Button,British,22,2009-melbourne,Australian Grand Prix,1,1:25.211,1:24.855,1:26.202,1,2009
Brawn,brawn,British,BAR,barrichello,Rubens Barrichello,Brazilian,23,2009-melbourne,Australian Grand Prix,2,1:25.006,1:24.783,1:26.505,1,2009
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2009-melbourne,Australian Grand Prix,3,1:25.938,1:25.121,1:26.830,1,2009
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2009-melbourne,Australian Grand Prix,4,1:25.922,1:25.152,1:26.914,1,2009
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2009-melbourne,Australian Grand Prix,5,1:25.846,1:25.123,1:26.973,1,2009
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,10,2009-melbourne,Australian Grand Prix,6,1:25.499,1:25.281,1:26.975,1,2009
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2009-melbourne,Australian Grand Prix,7,1:25.844,1:25.319,1:27.033,1,2009
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,9,2009-melbourne,Australian Grand Prix,8,1:26.194,1:25.265,1:27.127,1,2009
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2009-melbourne,Australian Grand Prix,9,1:25.899,1:25.380,1:27.163,1,2009
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,14,2009-melbourne,Australian Grand Prix,10,1:25.427,1:25.241,1:27.246,1,2009
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,6,2009-melbourne,Australian Grand Prix,11,1:25.827,1:25.504,,1,2009
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2009-melbourne,Australian Grand Prix,12,1:26.026,1:25.605,,1,2009
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,17,2009-melbourne,Australian Grand Prix,13,1:26.074,1:25.607,,1,2009
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,2,2009-melbourne,Australian Grand Prix,14,1:26.184,1:25.726,,1,2009
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2009-melbourne,Australian Grand Prix,15,1:26.454,,,1,2009
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,12,2009-melbourne,Australian Grand Prix,16,1:26.503,,,1,2009
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,8,2009-melbourne,Australian Grand Prix,17,1:26.598,,,1,2009
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2009-melbourne,Australian Grand Prix,18,1:26.677,,,1,2009
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2009-melbourne,Australian Grand Prix,19,1:26.742,,,1,2009
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,11,2009-melbourne,Australian Grand Prix,20,1:26.964,,,1,2009
Brawn,brawn,British,BUT,button,Jenson Button,British,22,2009-kuala-lumpur,Malaysian Grand Prix,1,1:35.058,1:33.784,1:35.181,2,2009
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,9,2009-kuala-lumpur,Malaysian Grand Prix,2,1:34.745,1:33.990,1:35.273,2,2009
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2009-kuala-lumpur,Malaysian Grand Prix,3,1:34.935,1:34.276,1:35.518,2,2009
Brawn,brawn,British,BAR,barrichello,Rubens Barrichello,Brazilian,23,2009-kuala-lumpur,Malaysian Grand Prix,4,1:34.681,1:34.387,1:35.651,2,2009
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,10,2009-kuala-lumpur,Malaysian Grand Prix,5,1:34.907,1:34.258,1:35.690,2,2009
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2009-kuala-lumpur,Malaysian Grand Prix,6,1:35.083,1:34.547,1:35.750,2,2009
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,14,2009-kuala-lumpur,Malaysian Grand Prix,7,1:35.027,1:34.222,1:35.797,2,2009
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2009-kuala-lumpur,Malaysian Grand Prix,8,1:35.166,1:34.562,1:36.106,2,2009
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2009-kuala-lumpur,Malaysian Grand Prix,9,1:35.476,1:34.456,1:36.170,2,2009
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2009-kuala-lumpur,Malaysian Grand Prix,10,1:35.260,1:34.706,1:37.659,2,2009
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,6,2009-kuala-lumpur,Malaysian Grand Prix,11,1:35.110,1:34.769,,2,2009
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,17,2009-kuala-lumpur,Malaysian Grand Prix,12,1:35.341,1:34.788,,2,2009
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2009-kuala-lumpur,Malaysian Grand Prix,13,1:35.280,1:34.905,,2,2009
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,2,2009-kuala-lumpur,Malaysian Grand Prix,14,1:35.023,1:34.924,,2,2009
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,11,2009-kuala-lumpur,Malaysian Grand Prix,15,1:35.507,1:35.431,,2,2009
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2009-kuala-lumpur,Malaysian Grand Prix,16,1:35.642,,,2,2009
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,8,2009-kuala-lumpur,Malaysian Grand Prix,17,1:35.708,,,2,2009
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2009-kuala-lumpur,Malaysian Grand Prix,18,1:35.908,,,2,2009
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2009-kuala-lumpur,Malaysian Grand Prix,19,1:35.951,,,2,2009
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,12,2009-kuala-lumpur,Malaysian Grand Prix,20,1:36.107,,,2,2009
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2009-shanghai,Chinese Grand Prix,1,1:36.565,1:35.130,1:36.184,3,2009
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2009-shanghai,Chinese Grand Prix,2,1:36.443,1:35.803,1:36.381,3,2009
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,14,2009-shanghai,Chinese Grand Prix,3,1:35.751,1:35.173,1:36.466,3,2009
Brawn,brawn,British,BAR,barrichello,Rubens Barrichello,Brazilian,23,2009-shanghai,Chinese Grand Prix,4,1:35.701,1:35.503,1:36.493,3,2009
Brawn,brawn,British,BUT,button,Jenson Button,British,22,2009-shanghai,Chinese Grand Prix,5,1:35.533,1:35.556,1:36.532,3,2009
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,9,2009-shanghai,Chinese Grand Prix,6,1:36.308,1:35.645,1:36.835,3,2009
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2009-shanghai,Chinese Grand Prix,7,1:35.941,1:35.809,1:37.397,3,2009
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2009-shanghai,Chinese Grand Prix,8,1:36.137,1:35.856,1:38.089,3,2009
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2009-shanghai,Chinese Grand Prix,9,1:35.776,1:35.740,1:38.595,3,2009
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,12,2009-shanghai,Chinese Grand Prix,10,1:36.284,1:35.965,1:39.321,3,2009
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,6,2009-shanghai,Chinese Grand Prix,11,1:36.525,1:35.975,,3,2009
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,2,2009-shanghai,Chinese Grand Prix,12,1:36.646,1:36.032,,3,2009
