circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1963-05-26,1963-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,1,1963,,https://en.wikipedia.org/wiki/1963_Monaco_Grand_Prix,1963
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1963-06-09,1963-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,2,1963,,https://en.wikipedia.org/wiki/1963_Belgian_Grand_Prix,1963
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1963-06-23,1963-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,3,1963,,https://en.wikipedia.org/wiki/1963_Dutch_Grand_Prix,1963
reims,Reims-Gueux,https://en.wikipedia.org/wiki/Reims-Gueux,France,1963-06-30,1963-reims,French Grand Prix,reims,49.2542,Reims,3.93083,4,1963,,https://en.wikipedia.org/wiki/1963_French_Grand_Prix,1963
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1963-07-20,1963-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,5,1963,,https://en.wikipedia.org/wiki/1963_British_Grand_Prix,1963
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1963-08-04,1963-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,6,1963,,https://en.wikipedia.org/wiki/1963_German_Grand_Prix,1963
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1963-09-08,1963-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,7,1963,,https://en.wikipedia.org/wiki/1963_Italian_Grand_Prix,1963
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1963-10-06,1963-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,8,1963,,https://en.wikipedia.org/wiki/1963_United_States_Grand_Prix,1963
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1963-10-27,1963-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,9,1963,,https://en.wikipedia.org/wiki/1963_Mexican_Grand_Prix,1963
george,Prince George Circuit,https://en.wikipedia.org/wiki/Prince_George_Circuit,South Africa,1963-12-28,1963-eastern-cape-province,South African Grand Prix,eastern-cape-province,-33.0486,Eastern Cape Province,27.8736,10,1963,,https://en.wikipedia.org/wiki/1963_South_African_Grand_Prix,1963
