constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-shanghai,Chinese Grand Prix,17,1:35.223,,,2,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-shanghai,Chinese Grand Prix,18,1:35.279,,,2,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-shanghai,Chinese Grand Prix,19,1:35.433,,,2,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-shanghai,Chinese Grand Prix,20,1:35.496,,,2,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-sakhir,Bahrain Grand Prix,1,1:31.041,1:29.555,1:28.769,3,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-sakhir,Bahrain Grand Prix,2,1:30.814,1:29.535,1:28.792,3,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-sakhir,Bahrain Grand Prix,3,1:31.037,1:29.596,1:29.247,3,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-sakhir,Bahrain Grand Prix,4,1:31.667,1:30.497,1:29.545,3,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-sakhir,Bahrain Grand Prix,5,1:30.988,1:29.843,1:29.567,3,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-sakhir,Bahrain Grand Prix,6,1:30.904,1:30.307,1:29.687,3,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-sakhir,Bahrain Grand Prix,7,1:31.057,1:30.169,1:29.842,3,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-sakhir,Bahrain Grand Prix,8,1:31.373,1:30.677,1:30.074,3,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-sakhir,Bahrain Grand Prix,9,1:31.691,1:30.857,1:30.763,3,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-sakhir,Bahrain Grand Prix,10,1:31.458,1:30.899,1:31.074,3,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-sakhir,Bahrain Grand Prix,11,1:31.531,1:30.923,,3,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-sakhir,Bahrain Grand Prix,12,1:31.748,1:31.168,,3,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-sakhir,Bahrain Grand Prix,13,1:31.995,1:31.414,,3,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-sakhir,Bahrain Grand Prix,14,1:31.774,1:31.684,,3,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-sakhir,Bahrain Grand Prix,15,1:32.054,,,3,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-sakhir,Bahrain Grand Prix,16,1:32.118,,,3,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-sakhir,Bahrain Grand Prix,17,1:32.313,,,3,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-sakhir,Bahrain Grand Prix,18,1:32.318,,,3,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-sakhir,Bahrain Grand Prix,19,1:32.543,,,3,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-sakhir,Bahrain Grand Prix,20,1:32.900,,,3,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-sochi,Russian Grand Prix,1,1:34.493,1:34.038,1:33.194,4,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-sochi,Russian Grand Prix,2,1:34.953,1:33.663,1:33.253,4,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-sochi,Russian Grand Prix,3,1:34.041,1:33.264,1:33.289,4,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-sochi,Russian Grand Prix,4,1:34.409,1:33.760,1:33.767,4,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-sochi,Russian Grand Prix,5,1:35.560,1:35.483,1:34.905,4,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-sochi,Russian Grand Prix,6,1:35.828,1:35.049,1:35.110,4,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-sochi,Russian Grand Prix,7,1:35.301,1:35.221,1:35.161,4,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-sochi,Russian Grand Prix,8,1:35.507,1:35.328,1:35.285,4,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-sochi,Russian Grand Prix,9,1:36.185,1:35.513,1:35.337,4,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-sochi,Russian Grand Prix,10,1:35.372,1:35.729,1:35.430,4,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-sochi,Russian Grand Prix,11,1:35.827,1:35.948,,4,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-sochi,Russian Grand Prix,12,1:36.279,1:35.964,,4,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-sochi,Russian Grand Prix,13,1:35.984,1:35.968,,4,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-sochi,Russian Grand Prix,14,1:36.408,1:36.017,,4,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-sochi,Russian Grand Prix,15,1:36.353,1:36.660,,4,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-sochi,Russian Grand Prix,16,1:36.462,,,4,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-sochi,Russian Grand Prix,17,1:37.070,,,4,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-sochi,Russian Grand Prix,18,1:37.332,,,4,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-sochi,Russian Grand Prix,19,1:37.507,,,4,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-sochi,Russian Grand Prix,20,1:37.620,,,4,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-barcelona,Spanish Grand Prix,1,1:20.511,1:20.210,1:19.149,5,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-barcelona,Spanish Grand Prix,2,1:20.939,1:20.295,1:19.200,5,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-barcelona,Spanish Grand Prix,3,1:20.991,1:20.300,1:19.373,5,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-barcelona,Spanish Grand Prix,4,1:20.742,1:20.621,1:19.439,5,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-barcelona,Spanish Grand Prix,5,1:21.430,1:20.722,1:19.706,5,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-barcelona,Spanish Grand Prix,6,1:21.704,1:20.855,1:20.175,5,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-barcelona,Spanish Grand Prix,7,1:22.015,1:21.251,1:21.048,5,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-barcelona,Spanish Grand Prix,8,1:21.998,1:21.239,1:21.070,5,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-barcelona,Spanish Grand Prix,9,1:22.138,1:21.222,1:21.232,5,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-barcelona,Spanish Grand Prix,10,1:21.901,1:21.148,1:21.272,5,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-barcelona,Spanish Grand Prix,11,1:21.945,1:21.329,,5,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-barcelona,Spanish Grand Prix,12,1:21.941,1:21.371,,5,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-barcelona,Spanish Grand Prix,13,1:22.091,1:21.397,,5,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-barcelona,Spanish Grand Prix,14,1:21.822,1:21.517,,5,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-barcelona,Spanish Grand Prix,15,1:22.327,1:21.803,,5,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-barcelona,Spanish Grand Prix,16,1:22.332,,,5,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-barcelona,Spanish Grand Prix,17,1:22.401,,,5,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-barcelona,Spanish Grand Prix,18,1:22.411,,,5,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-barcelona,Spanish Grand Prix,19,1:22.532,,,5,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-barcelona,Spanish Grand Prix,20,1:22.746,,,5,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-monte-carlo,Monaco Grand Prix,1,1:13.117,1:12.231,1:12.178,6,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-monte-carlo,Monaco Grand Prix,2,1:13.090,1:12.449,1:12.221,6,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-monte-carlo,Monaco Grand Prix,3,1:13.325,1:12.901,1:12.223,6,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-monte-carlo,Monaco Grand Prix,4,1:13.078,1:12.697,1:12.496,6,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-monte-carlo,Monaco Grand Prix,5,1:13.219,1:13.011,1:12.998,6,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-monte-carlo,Monaco Grand Prix,6,1:13.526,1:13.397,1:13.162,6,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-monte-carlo,Monaco Grand Prix,7,1:13.530,1:13.430,1:13.329,6,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-monte-carlo,Monaco Grand Prix,8,1:13.786,1:13.203,1:13.349,6,2017
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2017-monte-carlo,Monaco Grand Prix,9,1:13.723,1:13.453,1:13.613,6,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-monte-carlo,Monaco Grand Prix,10,1:13.476,1:13.249,,6,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-monte-carlo,Monaco Grand Prix,11,1:13.899,1:13.516,,6,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-monte-carlo,Monaco Grand Prix,12,1:13.787,1:13.628,,6,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-monte-carlo,Monaco Grand Prix,13,1:13.531,1:13.959,,6,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-monte-carlo,Monaco Grand Prix,14,1:13.640,1:14.106,,6,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-monte-carlo,Monaco Grand Prix,15,1:13.796,1:20.529,,6,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-monte-carlo,Monaco Grand Prix,16,1:14.101,,,6,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-monte-carlo,Monaco Grand Prix,17,1:14.696,,,6,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-monte-carlo,Monaco Grand Prix,18,1:14.893,,,6,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-monte-carlo,Monaco Grand Prix,19,1:15.159,,,6,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-monte-carlo,Monaco Grand Prix,20,1:15.276,,,6,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-montreal,Canadian Grand Prix,1,1:12.692,1:12.496,1:11.459,7,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-montreal,Canadian Grand Prix,2,1:13.046,1:12.749,1:11.789,7,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-montreal,Canadian Grand Prix,3,1:12.685,1:12.563,1:12.177,7,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-montreal,Canadian Grand Prix,4,1:13.548,1:12.580,1:12.252,7,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-montreal,Canadian Grand Prix,5,1:13.177,1:12.751,1:12.403,7,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-montreal,Canadian Grand Prix,6,1:13.543,1:12.810,1:12.557,7,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-montreal,Canadian Grand Prix,7,1:13.435,1:13.012,1:12.858,7,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-montreal,Canadian Grand Prix,8,1:13.470,1:13.262,1:13.018,7,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-montreal,Canadian Grand Prix,9,1:13.520,1:13.320,1:13.135,7,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-montreal,Canadian Grand Prix,10,1:13.804,1:13.406,1:13.271,7,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-montreal,Canadian Grand Prix,11,1:13.802,1:13.690,,7,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-montreal,Canadian Grand Prix,12,1:13.669,1:13.693,,7,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-montreal,Canadian Grand Prix,13,1:14.051,1:13.756,,7,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-montreal,Canadian Grand Prix,14,1:13.780,1:13.839,,7,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-montreal,Canadian Grand Prix,15,1:13.990,1:14.293,,7,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-montreal,Canadian Grand Prix,16,1:14.182,,,7,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-montreal,Canadian Grand Prix,17,1:14.209,,,7,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-montreal,Canadian Grand Prix,18,1:14.318,,,7,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-montreal,Canadian Grand Prix,19,1:14.495,,,7,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-montreal,Canadian Grand Prix,20,1:14.810,,,7,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-baku,Azerbaijan Grand Prix,1,1:41.983,1:41.275,1:40.593,8,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-baku,Azerbaijan Grand Prix,2,1:43.026,1:41.502,1:41.027,8,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-baku,Azerbaijan Grand Prix,3,1:42.678,1:42.090,1:41.693,8,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-baku,Azerbaijan Grand Prix,4,1:42.952,1:41.911,1:41.841,8,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-baku,Azerbaijan Grand Prix,5,1:42.544,1:41.961,1:41.879,8,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-baku,Azerbaijan Grand Prix,6,1:43.162,1:42.467,1:42.111,8,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-baku,Azerbaijan Grand Prix,7,1:43.051,1:42.751,1:42.186,8,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-baku,Azerbaijan Grand Prix,8,1:43.613,1:42.284,1:42.753,8,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-baku,Azerbaijan Grand Prix,9,1:43.165,1:42.735,1:42.798,8,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-baku,Azerbaijan Grand Prix,10,1:42.857,1:42.215,1:43.414,8,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-baku,Azerbaijan Grand Prix,11,1:42.927,1:43.186,,8,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-baku,Azerbaijan Grand Prix,12,1:43.489,1:43.347,,8,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-baku,Azerbaijan Grand Prix,13,1:44.029,1:43.796,,8,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-baku,Azerbaijan Grand Prix,14,1:43.930,1:44.267,,8,2017
Sauber,sauber,Swiss,WEH,wehrlein,Pascal Wehrlein,German,94,2017-baku,Azerbaijan Grand Prix,15,1:44.317,1:44.603,,8,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-baku,Azerbaijan Grand Prix,16,1:44.334,,,8,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-baku,Azerbaijan Grand Prix,17,1:44.468,,,8,2017
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2017-baku,Azerbaijan Grand Prix,18,1:44.795,,,8,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-baku,Azerbaijan Grand Prix,19,1:45.030,,,8,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-spielberg,Austrian Grand Prix,1,1:05.760,1:04.316,1:04.251,9,2017
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-spielberg,Austrian Grand Prix,2,1:05.585,1:04.772,1:04.293,9,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-spielberg,Austrian Grand Prix,3,1:05.064,1:04.800,1:04.424,9,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-spielberg,Austrian Grand Prix,4,1:05.148,1:05.004,1:04.779,9,2017
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2017-spielberg,Austrian Grand Prix,5,1:05.854,1:05.161,1:04.896,9,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-spielberg,Austrian Grand Prix,6,1:05.779,1:04.948,1:04.983,9,2017
Haas F1 Team,haas,American,GRO,grosjean,Romain Grosjean,French,8,2017-spielberg,Austrian Grand Prix,7,1:05.902,1:05.319,1:05.480,9,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-spielberg,Austrian Grand Prix,8,1:05.975,1:05.435,1:05.605,9,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-spielberg,Austrian Grand Prix,9,1:06.033,1:05.550,1:05.674,9,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-spielberg,Austrian Grand Prix,10,1:05.675,1:05.544,1:05.726,9,2017
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2017-spielberg,Austrian Grand Prix,11,1:06.174,1:05.597,,9,2017
McLaren,mclaren,British,ALO,alonso,Fernando Alonso,Spanish,14,2017-spielberg,Austrian Grand Prix,12,1:06.158,1:05.602,,9,2017
McLaren,mclaren,British,VAN,vandoorne,Stoffel Vandoorne,Belgian,2,2017-spielberg,Austrian Grand Prix,13,1:06.316,1:05.741,,9,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-spielberg,Austrian Grand Prix,14,1:05.990,1:05.884,,9,2017
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2017-spielberg,Austrian Grand Prix,15,1:06.143,,,9,2017
Renault,renault,French,PAL,jolyon_palmer,Jolyon Palmer,British,30,2017-spielberg,Austrian Grand Prix,16,1:06.345,,,9,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-spielberg,Austrian Grand Prix,17,1:06.534,,,9,2017
Williams,williams,British,STR,stroll,Lance Stroll,Canadian,18,2017-spielberg,Austrian Grand Prix,18,1:06.608,,,9,2017
