constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""mercedes""]","[""Mercedes""]",HAM,hamilton,Lewis Hamilton,British,44,363.0,1,1,9,2017
"[""ferrari""]","[""Ferrari""]",VET,vettel,Sebastian Vettel,German,5,317.0,2,2,5,2017
"[""mercedes""]","[""Mercedes""]",BOT,bottas,Valtteri Bottas,Finnish,77,305.0,3,3,3,2017
"[""ferrari""]","[""Ferrari""]",RAI,raikkonen,Kimi Räikkönen,Finnish,7,205.0,4,4,0,2017
"[""red_bull""]","[""Red Bull""]",RIC,ricciardo,Daniel Ricciardo,Australian,3,200.0,5,5,1,2017
"[""red_bull""]","[""Red Bull""]",VER,max_verstappen,Max Verstappen,Dutch,3,168.0,6,6,2,2017
"[""force_india""]","[""Force India""]",PER,perez,Sergio Pérez,Mexican,11,100.0,7,7,0,2017
"[""force_india""]","[""Force India""]",OCO,ocon,Esteban Ocon,French,31,87.0,8,8,0,2017
"[""toro_rosso"", ""renault""]","[""Toro Rosso"", ""Renault""]",SAI,sainz,Carlos Sainz,Spanish,55,54.0,9,9,0,2017
"[""renault""]","[""Renault""]",HUL,hulkenberg,Nico Hülkenberg,German,27,43.0,10,10,0,2017
"[""williams""]","[""Williams""]",MAS,massa,Felipe Massa,Brazilian,19,43.0,11,11,0,2017
"[""williams""]","[""Williams""]",STR,stroll,Lance Stroll,Canadian,18,40.0,12,12,0,2017
"[""haas""]","[""Haas F1 Team""]",GRO,grosjean,Romain Grosjean,French,8,28.0,13,13,0,2017
"[""haas""]","[""Haas F1 Team""]",MAG,kevin_magnussen,Kevin Magnussen,Danish,20,19.0,14,14,0,2017
"[""mclaren""]","[""McLaren""]",ALO,alonso,Fernando Alonso,Spanish,14,17.0,15,15,0,2017
"[""mclaren""]","[""McLaren""]",VAN,vandoorne,Stoffel Vandoorne,Belgian,2,13.0,16,16,0,2017
"[""renault""]","[""Renault""]",PAL,jolyon_palmer,Jolyon Palmer,British,30,8.0,17,17,0,2017
"[""sauber""]","[""Sauber""]",WEH,wehrlein,Pascal Wehrlein,German,94,5.0,18,18,0,2017
"[""toro_rosso""]","[""Toro Rosso""]",KVY,kvyat,Daniil Kvyat,Russian,26,5.0,19,19,0,2017
"[""sauber""]","[""Sauber""]",ERI,ericsson,Marcus Ericsson,Swedish,9,0.0,20,20,0,2017
"[""toro_rosso""]","[""Toro Rosso""]",GAS,gasly,Pierre Gasly,French,10,0.0,21,21,0,2017
"[""sauber""]","[""Sauber""]",GIO,giovinazzi,Antonio Giovinazzi,Italian,99,0.0,22,22,0,2017
"[""toro_rosso""]","[""Toro Rosso""]",HAR,brendon_hartley,Brendon Hartley,New Zealander,28,0.0,23,23,0,2017
"[""mclaren""]","[""McLaren""]",BUT,button,Jenson Button,British,22,0.0,,-,0,2017
"[""williams""]","[""Williams""]",DIR,resta,Paul di Resta,British,40,0.0,,-,0,2017
