Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
HAM,44,Mercedes,1.0,0 days 00:01:25.914000,85.914,,0 days 00:00:28.748000,0 days 00:00:28.147000,SOFT,4.0,1.0,,,1.0,False,1
SAI,55,McLaren,1.0,0 days 00:01:27.292000,87.292,,0 days 00:00:29.135000,0 days 00:00:28.509000,SOFT,4.0,1.0,,,2.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:28.591000,88.591,,0 days 00:00:30.080000,0 days 00:00:28.476000,SOFT,4.0,1.0,,,3.0,False,1
PER,11,Racing Point,1.0,0 days 00:01:29.372000,89.372,,0 days 00:00:30.700000,0 days 00:00:28.443000,SOFT,4.0,1.0,,,4.0,False,1
RIC,3,Renault,1.0,0 days 00:01:30.222000,90.222,,0 days 00:00:30.201000,0 days 00:00:28.982000,SOFT,4.0,1.0,,,5.0,False,1
BOT,77,Mercedes,1.0,0 days 00:01:30.934000,90.934,,0 days 00:00:31.172000,0 days 00:00:29.806000,SOFT,4.0,1.0,,,6.0,False,1
VER,33,Red Bull Racing,1.0,0 days 00:01:31.365000,91.365,,0 days 00:00:30.603000,0 days 00:00:29.657000,SOFT,4.0,1.0,,,7.0,False,1
STR,18,Racing Point,1.0,0 days 00:01:31.644000,91.644,,0 days 00:00:31.204000,0 days 00:00:29.306000,SOFT,4.0,1.0,,,8.0,False,1
OCO,31,Renault,1.0,0 days 00:01:32.119000,92.119,,0 days 00:00:30.490000,0 days 00:00:29.541000,SOFT,1.0,1.0,,,9.0,False,1
GAS,10,AlphaTauri,1.0,0 days 00:01:32.608000,92.608,,0 days 00:00:31.058000,0 days 00:00:29.669000,SOFT,4.0,1.0,,,10.0,False,1
KVY,26,AlphaTauri,1.0,0 days 00:01:33.274000,93.274,,0 days 00:00:31.184000,0 days 00:00:29.851000,HARD,1.0,1.0,,,11.0,False,1
RAI,7,Alfa Romeo Racing,1.0,0 days 00:01:33.635000,93.635,,0 days 00:00:31.092000,0 days 00:00:29.808000,MEDIUM,1.0,1.0,,,12.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:34.071000,94.071,,0 days 00:00:31.401000,0 days 00:00:29.872000,SOFT,1.0,1.0,,,13.0,False,1
GIO,99,Alfa Romeo Racing,1.0,0 days 00:01:34.388000,94.388,,0 days 00:00:31.459000,0 days 00:00:29.592000,MEDIUM,1.0,1.0,,,14.0,False,1
ALB,23,Red Bull Racing,1.0,0 days 00:01:34.938000,94.938,,0 days 00:00:32.205000,0 days 00:00:29.836000,SOFT,4.0,1.0,,,15.0,False,1
GRO,8,Haas F1 Team,1.0,0 days 00:01:35.429000,95.429,,0 days 00:00:31.806000,0 days 00:00:29.865000,MEDIUM,1.0,1.0,,,16.0,False,1
RUS,63,Williams,1.0,0 days 00:01:36.445000,96.445,,0 days 00:00:32.252000,0 days 00:00:30.206000,MEDIUM,1.0,1.0,,,17.0,False,1
VET,5,Ferrari,1.0,0 days 00:01:37.087000,97.087,,0 days 00:00:32.384000,0 days 00:00:30.557000,HARD,1.0,1.0,,,18.0,False,1
LAT,6,Williams,1.0,0 days 00:01:37.259000,97.259,,0 days 00:00:32.536000,0 days 00:00:30.318000,MEDIUM,1.0,1.0,,,19.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:40.100000,100.1,,0 days 00:00:32.150000,0 days 00:00:34.075000,MEDIUM,1.0,1.0,,0 days 00:35:04.627000,20.0,False,1
HAM,44,Mercedes,2.0,0 days 00:01:25.265000,85.265,0 days 00:00:27.871000,0 days 00:00:28.857000,0 days 00:00:28.537000,SOFT,5.0,1.0,,,1.0,True,1
SAI,55,McLaren,2.0,0 days 00:01:25.769000,85.769,0 days 00:00:28.218000,0 days 00:00:29.098000,0 days 00:00:28.453000,SOFT,5.0,1.0,,,2.0,True,1
NOR,4,McLaren,2.0,0 days 00:01:26,86.0,0 days 00:00:28.180000,0 days 00:00:29.288000,0 days 00:00:28.532000,SOFT,5.0,1.0,,,3.0,True,1
PER,11,Racing Point,2.0,0 days 00:01:26.136000,86.136,0 days 00:00:27.958000,0 days 00:00:29.533000,0 days 00:00:28.645000,SOFT,5.0,1.0,,,4.0,True,1
RIC,3,Renault,2.0,0 days 00:01:26.185000,86.185,0 days 00:00:27.898000,0 days 00:00:29.388000,0 days 00:00:28.899000,SOFT,5.0,1.0,,,5.0,True,1
BOT,77,Mercedes,2.0,0 days 00:01:26.027000,86.027,0 days 00:00:27.892000,0 days 00:00:29.443000,0 days 00:00:28.692000,SOFT,5.0,1.0,,,6.0,True,1
STR,18,Racing Point,2.0,0 days 00:01:26.152000,86.152,0 days 00:00:27.554000,0 days 00:00:29.796000,0 days 00:00:28.802000,SOFT,5.0,1.0,,,7.0,True,1
VER,33,Red Bull Racing,2.0,0 days 00:01:26.762000,86.762,0 days 00:00:28.299000,0 days 00:00:29.903000,0 days 00:00:28.560000,SOFT,5.0,1.0,,,8.0,True,1
OCO,31,Renault,2.0,0 days 00:01:27.003000,87.003,0 days 00:00:28.188000,0 days 00:00:29.955000,0 days 00:00:28.860000,SOFT,2.0,1.0,,,9.0,True,1
GAS,10,AlphaTauri,2.0,0 days 00:01:27.139000,87.139,0 days 00:00:28.216000,0 days 00:00:30.088000,0 days 00:00:28.835000,SOFT,5.0,1.0,,,10.0,True,1
KVY,26,AlphaTauri,2.0,0 days 00:01:27.353000,87.353,0 days 00:00:28.426000,0 days 00:00:29.977000,0 days 00:00:28.950000,HARD,2.0,1.0,,,11.0,True,1
RAI,7,Alfa Romeo Racing,2.0,0 days 00:01:27.629000,87.629,0 days 00:00:28.429000,0 days 00:00:30.121000,0 days 00:00:29.079000,MEDIUM,2.0,1.0,,,12.0,True,1
LEC,16,Ferrari,2.0,0 days 00:01:28.003000,88.003,0 days 00:00:28.624000,0 days 00:00:30.253000,0 days 00:00:29.126000,SOFT,2.0,1.0,,,13.0,True,1
GIO,99,Alfa Romeo Racing,2.0,0 days 00:01:28.219000,88.219,0 days 00:00:28.592000,0 days 00:00:30.449000,0 days 00:00:29.178000,MEDIUM,2.0,1.0,,,14.0,True,1
ALB,23,Red Bull Racing,2.0,0 days 00:01:28.308000,88.308,0 days 00:00:28.516000,0 days 00:00:30.436000,0 days 00:00:29.356000,SOFT,5.0,1.0,,,15.0,True,1
GRO,8,Haas F1 Team,2.0,0 days 00:01:28.613000,88.613,0 days 00:00:28.715000,0 days 00:00:30.518000,0 days 00:00:29.380000,MEDIUM,2.0,1.0,,,16.0,True,1
VET,5,Ferrari,2.0,0 days 00:01:27.933000,87.933,0 days 00:00:28.189000,0 days 00:00:30.218000,0 days 00:00:29.526000,HARD,2.0,1.0,,,17.0,True,1
RUS,63,Williams,2.0,0 days 00:01:29.298000,89.298,0 days 00:00:28.943000,0 days 00:00:30.647000,0 days 00:00:29.708000,MEDIUM,2.0,1.0,,,18.0,True,1
LAT,6,Williams,2.0,0 days 00:01:29.052000,89.052,0 days 00:00:28.694000,0 days 00:00:30.785000,0 days 00:00:29.573000,MEDIUM,2.0,1.0,,,19.0,True,1
MAG,20,Haas F1 Team,2.0,0 days 00:02:02.657000,122.657,0 days 00:01:04.519000,0 days 00:00:29.315000,0 days 00:00:28.823000,HARD,1.0,2.0,0 days 00:35:44.688000,,20.0,False,1
HAM,44,Mercedes,3.0,0 days 00:01:25.539000,85.539,0 days 00:00:28.176000,0 days 00:00:28.898000,0 days 00:00:28.465000,SOFT,6.0,1.0,,,1.0,False,1
SAI,55,McLaren,3.0,0 days 00:01:25.780000,85.78,0 days 00:00:28.221000,0 days 00:00:29.028000,0 days 00:00:28.531000,SOFT,6.0,1.0,,,2.0,False,1
NOR,4,McLaren,3.0,0 days 00:01:26.125000,86.125,0 days 00:00:28.438000,0 days 00:00:29.189000,0 days 00:00:28.498000,SOFT,6.0,1.0,,,3.0,False,1
PER,11,Racing Point,3.0,0 days 00:01:25.889000,85.889,0 days 00:00:28.254000,0 days 00:00:29.214000,0 days 00:00:28.421000,SOFT,6.0,1.0,,,4.0,True,1
RIC,3,Renault,3.0,0 days 00:01:25.976000,85.976,0 days 00:00:27.979000,0 days 00:00:29.345000,0 days 00:00:28.652000,SOFT,6.0,1.0,,,5.0,True,1
BOT,77,Mercedes,3.0,0 days 00:01:25.971000,85.971,0 days 00:00:27.922000,0 days 00:00:29.498000,0 days 00:00:28.551000,SOFT,6.0,1.0,,,6.0,True,1
VER,33,Red Bull Racing,3.0,0 days 00:01:25.744000,85.744,0 days 00:00:28.217000,0 days 00:00:29.210000,0 days 00:00:28.317000,SOFT,6.0,1.0,,,7.0,True,1
STR,18,Racing Point,3.0,0 days 00:01:27.284000,87.284,0 days 00:00:28.824000,0 days 00:00:29.646000,0 days 00:00:28.814000,SOFT,6.0,1.0,,,8.0,False,1
OCO,31,Renault,3.0,0 days 00:01:26.564000,86.564,0 days 00:00:28.158000,0 days 00:00:29.608000,0 days 00:00:28.798000,SOFT,3.0,1.0,,,9.0,True,1
GAS,10,AlphaTauri,3.0,0 days 00:01:26.536000,86.536,0 days 00:00:28.147000,0 days 00:00:29.608000,0 days 00:00:28.781000,SOFT,6.0,1.0,,,10.0,True,1
KVY,26,AlphaTauri,3.0,0 days 00:01:26.602000,86.602,0 days 00:00:28.312000,0 days 00:00:29.428000,0 days 00:00:28.862000,HARD,3.0,1.0,,,11.0,True,1
RAI,7,Alfa Romeo Racing,3.0,0 days 00:01:26.820000,86.82,0 days 00:00:28.309000,0 days 00:00:29.447000,0 days 00:00:29.064000,MEDIUM,3.0,1.0,,,12.0,True,1
LEC,16,Ferrari,3.0,0 days 00:01:26.925000,86.925,0 days 00:00:28.327000,0 days 00:00:29.620000,0 days 00:00:28.978000,SOFT,3.0,1.0,,,13.0,True,1
GIO,99,Alfa Romeo Racing,3.0,0 days 00:01:27.114000,87.114,0 days 00:00:28.172000,0 days 00:00:29.825000,0 days 00:00:29.117000,MEDIUM,3.0,1.0,,,14.0,True,1
ALB,23,Red Bull Racing,3.0,0 days 00:01:26.964000,86.964,0 days 00:00:28.146000,0 days 00:00:29.837000,0 days 00:00:28.981000,SOFT,6.0,1.0,,,15.0,True,1
GRO,8,Haas F1 Team,3.0,0 days 00:01:27.270000,87.27,0 days 00:00:28.217000,0 days 00:00:29.869000,0 days 00:00:29.184000,MEDIUM,3.0,1.0,,,16.0,True,1
VET,5,Ferrari,3.0,0 days 00:01:27.646000,87.646,0 days 00:00:28.401000,0 days 00:00:30.037000,0 days 00:00:29.208000,HARD,3.0,1.0,,,17.0,True,1
RUS,63,Williams,3.0,0 days 00:01:27.399000,87.399,0 days 00:00:28.598000,0 days 00:00:29.745000,0 days 00:00:29.056000,MEDIUM,3.0,1.0,,,18.0,True,1
LAT,6,Williams,3.0,0 days 00:01:28.069000,88.069,0 days 00:00:29.015000,0 days 00:00:29.798000,0 days 00:00:29.256000,MEDIUM,3.0,1.0,,,19.0,True,1
MAG,20,Haas F1 Team,3.0,0 days 00:01:26.816000,86.816,0 days 00:00:28.617000,0 days 00:00:29.250000,0 days 00:00:28.949000,HARD,2.0,2.0,,,20.0,True,1
HAM,44,Mercedes,4.0,0 days 00:01:25.372000,85.372,0 days 00:00:28.073000,0 days 00:00:28.842000,0 days 00:00:28.457000,SOFT,7.0,1.0,,,1.0,False,1
SAI,55,McLaren,4.0,0 days 00:01:25.822000,85.822,0 days 00:00:28.250000,0 days 00:00:29.147000,0 days 00:00:28.425000,SOFT,7.0,1.0,,,2.0,False,1
NOR,4,McLaren,4.0,0 days 00:01:25.854000,85.854,0 days 00:00:28.281000,0 days 00:00:29.148000,0 days 00:00:28.425000,SOFT,7.0,1.0,,,3.0,True,1
PER,11,Racing Point,4.0,0 days 00:01:26.019000,86.019,0 days 00:00:28.068000,0 days 00:00:29.554000,0 days 00:00:28.397000,SOFT,7.0,1.0,,,4.0,False,1
RIC,3,Renault,4.0,0 days 00:01:25.983000,85.983,0 days 00:00:27.871000,0 days 00:00:29.361000,0 days 00:00:28.751000,SOFT,7.0,1.0,,,5.0,False,1
BOT,77,Mercedes,4.0,0 days 00:01:26.052000,86.052,0 days 00:00:27.804000,0 days 00:00:29.587000,0 days 00:00:28.661000,SOFT,7.0,1.0,,,6.0,False,1
VER,33,Red Bull Racing,4.0,0 days 00:01:25.862000,85.862,0 days 00:00:27.855000,0 days 00:00:29.461000,0 days 00:00:28.546000,SOFT,7.0,1.0,,,7.0,False,1
STR,18,Racing Point,4.0,0 days 00:01:25.988000,85.988,0 days 00:00:28.079000,0 days 00:00:29.368000,0 days 00:00:28.541000,SOFT,7.0,1.0,,,8.0,True,1
OCO,31,Renault,4.0,0 days 00:01:26.116000,86.116,0 days 00:00:28.254000,0 days 00:00:29.328000,0 days 00:00:28.534000,SOFT,4.0,1.0,,,9.0,True,1
GAS,10,AlphaTauri,4.0,0 days 00:01:26.255000,86.255,0 days 00:00:28.078000,0 days 00:00:29.545000,0 days 00:00:28.632000,SOFT,7.0,1.0,,,10.0,True,1
KVY,26,AlphaTauri,4.0,0 days 00:01:26.181000,86.181,0 days 00:00:28.069000,0 days 00:00:29.450000,0 days 00:00:28.662000,HARD,4.0,1.0,,,11.0,True,1
RAI,7,Alfa Romeo Racing,4.0,0 days 00:01:26.318000,86.318,0 days 00:00:27.985000,0 days 00:00:29.302000,0 days 00:00:29.031000,MEDIUM,4.0,1.0,,,12.0,True,1
LEC,16,Ferrari,4.0,0 days 00:01:26.623000,86.623,0 days 00:00:28.131000,0 days 00:00:29.662000,0 days 00:00:28.830000,SOFT,4.0,1.0,,,13.0,True,1
ALB,23,Red Bull Racing,4.0,0 days 00:01:26.472000,86.472,0 days 00:00:28.039000,0 days 00:00:29.721000,0 days 00:00:28.712000,SOFT,7.0,1.0,,,14.0,True,1
GIO,99,Alfa Romeo Racing,4.0,0 days 00:01:27.834000,87.834,0 days 00:00:28.510000,0 days 00:00:30.075000,0 days 00:00:29.249000,MEDIUM,4.0,1.0,,,15.0,False,1
GRO,8,Haas F1 Team,4.0,0 days 00:01:27.145000,87.145,0 days 00:00:27.901000,0 days 00:00:29.949000,0 days 00:00:29.295000,MEDIUM,4.0,1.0,,,16.0,True,1
VET,5,Ferrari,4.0,0 days 00:01:27.107000,87.107,0 days 00:00:28.331000,0 days 00:00:29.581000,0 days 00:00:29.195000,HARD,4.0,1.0,,,17.0,True,1
RUS,63,Williams,4.0,0 days 00:01:27.331000,87.331,0 days 00:00:28.347000,0 days 00:00:29.905000,0 days 00:00:29.079000,MEDIUM,4.0,1.0,,,18.0,True,1
LAT,6,Williams,4.0,0 days 00:01:27.537000,87.537,0 days 00:00:28.934000,0 days 00:00:29.764000,0 days 00:00:28.839000,MEDIUM,4.0,1.0,,,19.0,True,1
MAG,20,Haas F1 Team,4.0,0 days 00:01:26.010000,86.01,0 days 00:00:28.411000,0 days 00:00:28.959000,0 days 00:00:28.640000,HARD,3.0,2.0,,,20.0,True,1
HAM,44,Mercedes,5.0,0 days 00:01:25.541000,85.541,0 days 00:00:28.173000,0 days 00:00:28.901000,0 days 00:00:28.467000,SOFT,8.0,1.0,,,1.0,False,1
SAI,55,McLaren,5.0,0 days 00:01:25.811000,85.811,0 days 00:00:28.195000,0 days 00:00:29.197000,0 days 00:00:28.419000,SOFT,8.0,1.0,,,2.0,False,1
NOR,4,McLaren,5.0,0 days 00:01:25.951000,85.951,0 days 00:00:28.296000,0 days 00:00:29.177000,0 days 00:00:28.478000,SOFT,8.0,1.0,,,3.0,False,1
PER,11,Racing Point,5.0,0 days 00:01:26.423000,86.423,0 days 00:00:27.974000,0 days 00:00:29.816000,0 days 00:00:28.633000,SOFT,8.0,1.0,,,4.0,False,1
RIC,3,Renault,5.0,0 days 00:01:26.308000,86.308,0 days 00:00:27.869000,0 days 00:00:29.496000,0 days 00:00:28.943000,SOFT,8.0,1.0,,,5.0,False,1
BOT,77,Mercedes,5.0,0 days 00:01:26.119000,86.119,0 days 00:00:27.916000,0 days 00:00:29.667000,0 days 00:00:28.536000,SOFT,8.0,1.0,,,6.0,False,1
VER,33,Red Bull Racing,5.0,0 days 00:01:25.962000,85.962,0 days 00:00:27.934000,0 days 00:00:29.472000,0 days 00:00:28.556000,SOFT,8.0,1.0,,,7.0,False,1
STR,18,Racing Point,5.0,0 days 00:01:26.053000,86.053,0 days 00:00:28.069000,0 days 00:00:29.303000,0 days 00:00:28.681000,SOFT,8.0,1.0,,,8.0,False,1
OCO,31,Renault,5.0,0 days 00:01:26.217000,86.217,0 days 00:00:28.322000,0 days 00:00:29.087000,0 days 00:00:28.808000,SOFT,5.0,1.0,,,9.0,False,1
GAS,10,AlphaTauri,5.0,0 days 00:01:26.196000,86.196,0 days 00:00:27.948000,0 days 00:00:29.540000,0 days 00:00:28.708000,SOFT,8.0,1.0,,,10.0,True,1
KVY,26,AlphaTauri,5.0,0 days 00:01:26.080000,86.08,0 days 00:00:27.879000,0 days 00:00:29.492000,0 days 00:00:28.709000,HARD,5.0,1.0,,,11.0,True,1
RAI,7,Alfa Romeo Racing,5.0,0 days 00:01:26.468000,86.468,0 days 00:00:27.967000,0 days 00:00:29.531000,0 days 00:00:28.970000,MEDIUM,5.0,1.0,,,12.0,False,1
LEC,16,Ferrari,5.0,0 days 00:01:26.354000,86.354,0 days 00:00:28.163000,0 days 00:00:29.327000,0 days 00:00:28.864000,SOFT,5.0,1.0,,,13.0,True,1
ALB,23,Red Bull Racing,5.0,0 days 00:01:26.159000,86.159,0 days 00:00:27.968000,0 days 00:00:29.321000,0 days 00:00:28.870000,SOFT,8.0,1.0,,,14.0,True,1
GIO,99,Alfa Romeo Racing,5.0,0 days 00:01:26.385000,86.385,0 days 00:00:27.986000,0 days 00:00:29.441000,0 days 00:00:28.958000,MEDIUM,5.0,1.0,,,15.0,True,1
GRO,8,Haas F1 Team,5.0,0 days 00:01:26.662000,86.662,0 days 00:00:28,0 days 00:00:29.455000,0 days 00:00:29.207000,MEDIUM,5.0,1.0,,,16.0,True,1
VET,5,Ferrari,5.0,0 days 00:01:28.320000,88.32,0 days 00:00:28.584000,0 days 00:00:29.719000,0 days 00:00:30.017000,HARD,5.0,1.0,,,17.0,False,1
RUS,63,Williams,5.0,0 days 00:01:27.639000,87.639,0 days 00:00:28.522000,0 days 00:00:29.895000,0 days 00:00:29.222000,MEDIUM,5.0,1.0,,,18.0,False,1
LAT,6,Williams,5.0,0 days 00:01:27.599000,87.599,0 days 00:00:28.679000,0 days 00:00:29.818000,0 days 00:00:29.102000,MEDIUM,5.0,1.0,,,19.0,False,1
MAG,20,Haas F1 Team,5.0,0 days 00:01:26.163000,86.163,0 days 00:00:28.313000,0 days 00:00:29.083000,0 days 00:00:28.767000,HARD,4.0,2.0,,,20.0,False,1
HAM,44,Mercedes,6.0,0 days 00:01:24.890000,84.89,0 days 00:00:28.055000,0 days 00:00:28.612000,0 days 00:00:28.223000,SOFT,9.0,1.0,,,1.0,True,1
SAI,55,McLaren,6.0,0 days 00:01:25.806000,85.806,0 days 00:00:28.193000,0 days 00:00:29.178000,0 days 00:00:28.435000,SOFT,9.0,1.0,,,2.0,False,1
NOR,4,McLaren,6.0,0 days 00:01:26.204000,86.204,0 days 00:00:28.314000,0 days 00:00:29.296000,0 days 00:00:28.594000,SOFT,9.0,1.0,,,3.0,False,1
PER,11,Racing Point,6.0,0 days 00:01:26.025000,86.025,0 days 00:00:28.051000,0 days 00:00:29.410000,0 days 00:00:28.564000,SOFT,9.0,1.0,,,4.0,False,1
RIC,3,Renault,6.0,0 days 00:01:26.064000,86.064,0 days 00:00:27.910000,0 days 00:00:29.338000,0 days 00:00:28.816000,SOFT,9.0,1.0,,,5.0,False,1
BOT,77,Mercedes,6.0,0 days 00:01:26.552000,86.552,0 days 00:00:27.832000,0 days 00:00:29.938000,0 days 00:00:28.782000,SOFT,9.0,1.0,,,6.0,False,1
VER,33,Red Bull Racing,6.0,0 days 00:01:26.589000,86.589,0 days 00:00:28.008000,0 days 00:00:29.619000,0 days 00:00:28.962000,SOFT,9.0,1.0,,,7.0,False,1
STR,18,Racing Point,6.0,0 days 00:01:26.215000,86.215,0 days 00:00:28.056000,0 days 00:00:29.270000,0 days 00:00:28.889000,SOFT,9.0,1.0,,,8.0,False,1
OCO,31,Renault,6.0,0 days 00:01:26.124000,86.124,0 days 00:00:28.156000,0 days 00:00:29.314000,0 days 00:00:28.654000,SOFT,6.0,1.0,,,9.0,False,1
GAS,10,AlphaTauri,6.0,0 days 00:01:26.364000,86.364,0 days 00:00:27.969000,0 days 00:00:29.590000,0 days 00:00:28.805000,SOFT,9.0,1.0,,,10.0,False,1
KVY,26,AlphaTauri,6.0,0 days 00:01:26.175000,86.175,0 days 00:00:27.907000,0 days 00:00:29.617000,0 days 00:00:28.651000,HARD,6.0,1.0,,,11.0,False,1
RAI,7,Alfa Romeo Racing,6.0,0 days 00:01:26.218000,86.218,0 days 00:00:28.041000,0 days 00:00:29.354000,0 days 00:00:28.823000,MEDIUM,6.0,1.0,,,12.0,True,1
LEC,16,Ferrari,6.0,0 days 00:01:26.545000,86.545,0 days 00:00:28.118000,0 days 00:00:29.582000,0 days 00:00:28.845000,SOFT,6.0,1.0,,,13.0,False,1
ALB,23,Red Bull Racing,6.0,0 days 00:01:26.590000,86.59,0 days 00:00:27.915000,0 days 00:00:29.808000,0 days 00:00:28.867000,SOFT,9.0,1.0,,,14.0,False,1
GIO,99,Alfa Romeo Racing,6.0,0 days 00:01:26.631000,86.631,0 days 00:00:28.185000,0 days 00:00:29.489000,0 days 00:00:28.957000,MEDIUM,6.0,1.0,,,15.0,False,1
GRO,8,Haas F1 Team,6.0,0 days 00:01:27.137000,87.137,0 days 00:00:28.277000,0 days 00:00:29.725000,0 days 00:00:29.135000,MEDIUM,6.0,1.0,,,16.0,False,1
RUS,63,Williams,6.0,0 days 00:01:27.370000,87.37,0 days 00:00:28.729000,0 days 00:00:29.712000,0 days 00:00:28.929000,MEDIUM,6.0,1.0,,,17.0,False,1
LAT,6,Williams,6.0,0 days 00:01:27.485000,87.485,0 days 00:00:28.468000,0 days 00:00:30.029000,0 days 00:00:28.988000,MEDIUM,6.0,1.0,,,18.0,True,1
MAG,20,Haas F1 Team,6.0,0 days 00:01:27.393000,87.393,0 days 00:00:28.565000,0 days 00:00:29.269000,0 days 00:00:29.559000,HARD,5.0,2.0,,,19.0,False,1
VET,5,Ferrari,6.0,0 days 00:02:20.757000,140.757,0 days 00:00:32.740000,0 days 00:00:46.050000,0 days 00:01:01.967000,HARD,6.0,1.0,,0 days 00:43:09.512000,20.0,False,1
HAM,44,Mercedes,7.0,0 days 00:01:25.074000,85.074,0 days 00:00:28.021000,0 days 00:00:28.722000,0 days 00:00:28.331000,SOFT,10.0,1.0,,,1.0,False,1
