pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,44,84.434,84.697,82.746,0.829,0.0
2,GAS,AlphaTauri,10,46,86.573,84.932,84.037,5.748,2.139
3,SAI,McLaren,55,46,85.366,85.073,83.882,2.337,0.932
4,BOT,Mercedes,77,46,85.754,85.324,83.961,2.797,1.32
5,STR,Racing Point,18,48,87.179,85.362,83.897,7.593,2.745
6,NOR,McLaren,4,46,85.621,85.37,84.232,2.597,1.187
7,RIC,Renault,3,46,85.723,85.434,83.898,2.682,1.289
8,PER,Racing Point,11,46,86.003,85.613,84.336,2.506,1.569
9,OCO,Renault,31,46,86.16,85.806,84.49,3.205,1.726
10,GIO,Alfa Romeo Racing,99,44,86.703,85.909,84.856,3.462,2.269
11,MAG,Haas F1 Team,20,14,86.122,86.076,85.787,0.244,1.688
12,KVY,AlphaTauri,26,46,86.335,86.092,84.479,3.435,1.901
13,ALB,Red Bull Racing,23,46,86.749,86.163,84.888,3.601,2.315
14,VER,Red Bull Racing,33,23,88.699,86.208,85.539,7.875,4.265
15,LAT,Williams,6,46,87.775,86.275,84.999,5.652,3.341
16,GRO,Haas F1 Team,8,46,86.905,86.286,84.785,3.824,2.471
17,RAI,Alfa Romeo Racing,7,46,87.949,86.293,84.835,6.58,3.515
18,RUS,Williams,63,46,86.971,86.312,84.421,4.047,2.537
19,LEC,Ferrari,16,20,90.477,86.666,86.026,9.117,6.043
20,VET,Ferrari,5,5,89.619,87.933,87.107,4.198,5.185
