Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ANT,Mercedes,2,4.0,INTERMEDIATE,HARD
STR,Aston Martin,6,7.0,INTERMEDIATE,SOFT
ANT,Mercedes,9,10.0,HARD,INTERMEDIATE
HUL,Kick Sauber,9,10.0,INTERMEDIATE,INTERMEDIATE
BEA,Haas F1 Team,10,11.0,HARD,INTERMEDIATE
HAD,Racing Bulls,10,11.0,MEDIUM,INTERMEDIATE
LEC,Ferrari,10,11.0,MEDIUM,INTERMEDIATE
RUS,Mercedes,10,11.0,HARD,INTERMEDIATE
STR,Aston Martin,10,11.0,SOFT,INTERMEDIATE
ALO,Aston Martin,11,12.0,INTERMEDIATE,INTERMEDIATE
GAS,Alpine,11,12.0,INTERMEDIATE,INTERMEDIATE
HAM,Ferrari,11,12.0,INTERMEDIATE,INTERMEDIATE
NOR,McLaren,11,12.0,INTERMEDIATE,INTERMEDIATE
PIA,McLaren,11,12.0,INTERMEDIATE,INTERMEDIATE
SAI,Williams,11,12.0,INTERMEDIATE,INTERMEDIATE
TSU,Red Bull Racing,11,12.0,INTERMEDIATE,INTERMEDIATE
VER,Red Bull Racing,11,12.0,INTERMEDIATE,INTERMEDIATE
ALB,Williams,12,13.0,INTERMEDIATE,INTERMEDIATE
OCO,Haas F1 Team,18,22.0,INTERMEDIATE,INTERMEDIATE
ANT,Mercedes,23,,INTERMEDIATE,
ALO,Aston Martin,37,38.0,INTERMEDIATE,MEDIUM
RUS,Mercedes,38,39.0,INTERMEDIATE,HARD
BEA,Haas F1 Team,41,42.0,INTERMEDIATE,MEDIUM
GAS,Alpine,41,42.0,INTERMEDIATE,MEDIUM
HAM,Ferrari,41,42.0,INTERMEDIATE,SOFT
SAI,Williams,41,42.0,INTERMEDIATE,MEDIUM
STR,Aston Martin,41,42.0,INTERMEDIATE,SOFT
TSU,Red Bull Racing,41,42.0,INTERMEDIATE,MEDIUM
VER,Red Bull Racing,41,42.0,INTERMEDIATE,MEDIUM
ALB,Williams,42,43.0,INTERMEDIATE,MEDIUM
HUL,Kick Sauber,42,43.0,INTERMEDIATE,MEDIUM
LEC,Ferrari,42,43.0,INTERMEDIATE,SOFT
OCO,Haas F1 Team,42,43.0,INTERMEDIATE,MEDIUM
PIA,McLaren,43,44.0,INTERMEDIATE,MEDIUM
NOR,McLaren,44,45.0,INTERMEDIATE,MEDIUM
