pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,64,74.381,74.471,73.275,0.64,0.043
2,HAM,Mercedes,44,62,74.338,74.511,71.097,0.81,0.0
3,BOT,Mercedes,77,64,75.021,75.101,72.549,0.692,0.683
4,PER,Red Bull Racing,11,62,75.721,75.81,73.461,1.233,1.383
5,GAS,AlphaTauri,10,65,75.854,75.911,74.818,0.58,1.516
6,LEC,Ferrari,16,65,75.855,76.046,74.78,0.715,1.517
7,ALO,Alpine,14,65,76.278,76.258,74.323,1.008,1.94
8,SAI,Ferrari,55,65,76.268,76.263,75.26,0.6,1.93
9,NOR,McLaren,4,65,76.272,76.305,74.236,1.277,1.934
10,OCO,Alpine,31,65,76.344,76.557,74.675,0.957,2.006
11,RIC,McLaren,3,65,76.517,76.676,74.92,1.004,2.179
12,VET,Aston Martin,5,62,76.512,76.678,73.958,1.414,2.174
13,RUS,Williams,63,61,76.875,76.709,75.628,0.793,2.537
14,STR,Aston Martin,18,64,76.911,76.81,75.611,0.85,2.573
15,GIO,Alfa Romeo Racing,99,62,76.768,76.88,75.125,0.93,2.43
16,LAT,Williams,6,63,77.356,77.202,75.79,0.82,3.018
17,TSU,AlphaTauri,22,42,77.271,77.228,75.783,0.756,2.933
18,MSC,Haas F1 Team,47,61,77.754,77.316,75.927,1.469,3.416
19,KUB,Alfa Romeo Racing,88,64,77.447,77.669,75.442,1.136,3.109
20,MAZ,Haas F1 Team,9,36,78.289,78.398,76.066,1.01,3.951
