Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,33,Red Bull Racing,1.0,0 days 00:01:17.665000,77.665,,0 days 00:00:25.796000,0 days 00:00:22.803000,SOFT,4.0,1.0,,,1.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:19.399000,79.399,,0 days 00:00:25.945000,0 days 00:00:23.079000,SOFT,5.0,1.0,,,2.0,False,1
BOT,77,Mercedes,1.0,0 days 00:01:20.387000,80.387,,0 days 00:00:26.519000,0 days 00:00:23.061000,SOFT,5.0,1.0,,,3.0,False,1
GAS,10,AlphaTauri,1.0,0 days 00:01:21.662000,81.662,,0 days 00:00:27.253000,0 days 00:00:23.214000,SOFT,4.0,1.0,,,4.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:22.599000,82.599,,0 days 00:00:27.472000,0 days 00:00:23.517000,SOFT,4.0,1.0,,,5.0,False,1
SAI,55,Ferrari,1.0,0 days 00:01:23.478000,83.478,,0 days 00:00:27.259000,0 days 00:00:23.743000,SOFT,4.0,1.0,,,6.0,False,1
ALO,14,Alpine,1.0,0 days 00:01:24.243000,84.243,,0 days 00:00:28.011000,0 days 00:00:23.556000,SOFT,4.0,1.0,,,7.0,False,1
OCO,31,Alpine,1.0,0 days 00:01:24.840000,84.84,,0 days 00:00:28.164000,0 days 00:00:23.888000,SOFT,4.0,1.0,,,8.0,False,1
RIC,3,McLaren,1.0,0 days 00:01:25.571000,85.571,,0 days 00:00:28.313000,0 days 00:00:24.270000,SOFT,4.0,1.0,,,9.0,False,1
GIO,99,Alfa Romeo Racing,1.0,0 days 00:01:26.167000,86.167,,0 days 00:00:29.226000,0 days 00:00:24.178000,SOFT,4.0,1.0,,,10.0,False,1
RUS,63,Williams,1.0,0 days 00:01:26.802000,86.802,,0 days 00:00:28.950000,0 days 00:00:24.552000,MEDIUM,1.0,1.0,,,11.0,False,1
STR,18,Aston Martin,1.0,0 days 00:01:27.168000,87.168,,0 days 00:00:28.912000,0 days 00:00:24.787000,SOFT,1.0,1.0,,,12.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:27.415000,87.415,,0 days 00:00:28.506000,0 days 00:00:24.841000,MEDIUM,1.0,1.0,,,13.0,False,1
TSU,22,AlphaTauri,1.0,0 days 00:01:27.952000,87.952,,0 days 00:00:29.400000,0 days 00:00:24.680000,SOFT,1.0,1.0,,,14.0,False,1
VET,5,Aston Martin,1.0,0 days 00:01:28.261000,88.261,,0 days 00:00:29.111000,0 days 00:00:24.823000,SOFT,1.0,1.0,,,15.0,False,1
KUB,88,Alfa Romeo Racing,1.0,0 days 00:01:29.108000,89.108,,0 days 00:00:29.275000,0 days 00:00:25.106000,MEDIUM,1.0,1.0,,,16.0,False,1
MAZ,9,Haas F1 Team,1.0,0 days 00:01:29.556000,89.556,,0 days 00:00:29.531000,0 days 00:00:24.905000,MEDIUM,1.0,1.0,,,17.0,False,1
MSC,47,Haas F1 Team,1.0,0 days 00:01:29.661000,89.661,,0 days 00:00:29.650000,0 days 00:00:24.888000,SOFT,1.0,1.0,,,18.0,False,1
PER,11,Red Bull Racing,1.0,0 days 00:01:36.074000,96.074,,0 days 00:00:27.209000,0 days 00:00:23.734000,HARD,1.0,1.0,0 days 01:02:26.446000,,19.0,False,1
LAT,6,Williams,1.0,0 days 00:01:37.259000,97.259,,0 days 00:00:27.148000,0 days 00:00:23.431000,MEDIUM,1.0,1.0,0 days 01:02:27.383000,,20.0,False,1
VER,33,Red Bull Racing,2.0,0 days 00:01:14.978000,74.978,0 days 00:00:26.015000,0 days 00:00:26.037000,0 days 00:00:22.926000,SOFT,5.0,1.0,,,1.0,True,1
HAM,44,Mercedes,2.0,0 days 00:01:15.395000,75.395,0 days 00:00:26.158000,0 days 00:00:26.189000,0 days 00:00:23.048000,SOFT,6.0,1.0,,,2.0,True,1
BOT,77,Mercedes,2.0,0 days 00:01:15.861000,75.861,0 days 00:00:26.403000,0 days 00:00:26.403000,0 days 00:00:23.055000,SOFT,6.0,1.0,,,3.0,True,1
GAS,10,AlphaTauri,2.0,0 days 00:01:16.839000,76.839,0 days 00:00:26.474000,0 days 00:00:26.988000,0 days 00:00:23.377000,SOFT,5.0,1.0,,,4.0,True,1
