constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,7,1969-midrand,South African Grand Prix,,,,,,4,80,6639100,9.0,1,1,1,Finished,1:50:39.100,1969
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,1,1969-midrand,South African Grand Prix,,,,,,7,80,6657900,6.0,2,2,1,Finished,+18.800,1969
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,5,1969-midrand,South African Grand Prix,,,,,,3,80,6670900,4.0,3,3,1,Finished,+31.800,1969
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,4,1969-midrand,South African Grand Prix,,,,,,12,80,6688300,3.0,4,4,1,Finished,+49.200,1969
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,6,1969-midrand,South African Grand Prix,,,,,,8,79,,2.0,5,5,1,+1 Lap,,1969
Matra-Ford,matra-ford,French,,beltoise,Jean-Pierre Beltoise,French,8,1969-midrand,South African Grand Prix,,,,,,11,78,,1.0,6,6,1,+2 Laps,,1969
BRM,brm,British,,oliver,Jackie Oliver,British,11,1969-midrand,South African Grand Prix,,,,,,14,77,,0.0,7,7,1,+3 Laps,,1969
Brabham-Repco,brabham-repco,British,,tingle,Sam Tingle,Rhodesian,17,1969-midrand,South African Grand Prix,,,,,,17,73,,0.0,8,8,1,+7 Laps,,1969
Brabham-Repco,brabham-repco,British,,klerk,Peter de Klerk,South African,19,1969-midrand,South African Grand Prix,,,,,,16,67,,0.0,9,R,1,Not classified,,1969
Lotus-Ford,lotus-ford,British,,rindt,Jochen Rindt,Austrian,2,1969-midrand,South African Grand Prix,,,,,,2,44,,0.0,10,R,1,Fuel pump,,1969
BRM,brm,British,,surtees,John Surtees,British,10,1969-midrand,South African Grand Prix,,,,,,18,40,,0.0,11,R,1,Engine,,1969
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,12,1969-midrand,South African Grand Prix,,,,,,15,38,,0.0,12,R,1,Water leak,,1969
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,9,1969-midrand,South African Grand Prix,,,,,,5,34,,0.0,13,R,1,Engine,,1969
Brabham-Ford,brabham-ford,British,,jack_brabham,Jack Brabham,Australian,14,1969-midrand,South African Grand Prix,,,,,,1,32,,0.0,14,R,1,Handling,,1969
Lotus-Ford,lotus-ford,British,,mario_andretti,Mario Andretti,American,3,1969-midrand,South African Grand Prix,,,,,,6,31,,0.0,15,R,1,Gearbox,,1969
Lotus-Ford,lotus-ford,British,,love,John Love,Rhodesian,16,1969-midrand,South African Grand Prix,,,,,,10,31,,0.0,16,R,1,Ignition,,1969
Brabham-Ford,brabham-ford,British,,ickx,Jacky Ickx,Belgian,15,1969-midrand,South African Grand Prix,,,,,,13,20,,0.0,17,R,1,Ignition,,1969
McLaren-Ford,mclaren-ford,British,,rooyen,Basil van Rooyen,South African,18,1969-midrand,South African Grand Prix,,,,,,9,12,,0.0,18,R,1,Brakes,,1969
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,7,1969-barcelona,Spanish Grand Prix,,,,,,4,90,8214000,9.0,1,1,2,Finished,2:16,1969
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,6,1969-barcelona,Spanish Grand Prix,,,,,,13,88,,6.0,2,2,2,+2 Laps,,1969
Matra-Ford,matra-ford,French,,beltoise,Jean-Pierre Beltoise,French,8,1969-barcelona,Spanish Grand Prix,,,,,,12,87,,4.0,3,3,2,+3 Laps,,1969
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,5,1969-barcelona,Spanish Grand Prix,,,,,,8,87,,3.0,4,4,2,+3 Laps,,1969
BRM,brm,British,,surtees,John Surtees,British,14,1969-barcelona,Spanish Grand Prix,,,,,,9,84,,2.0,5,5,2,+6 Laps,,1969
Brabham-Ford,brabham-ford,British,,ickx,Jacky Ickx,Belgian,4,1969-barcelona,Spanish Grand Prix,,,,,,7,83,,1.0,6,6,2,+7 Laps,,1969
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,9,1969-barcelona,Spanish Grand Prix,,,,,,14,73,,0.0,7,R,2,Engine,,1969
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,15,1969-barcelona,Spanish Grand Prix,,,,,,2,56,,0.0,8,R,2,Engine,,1969
Brabham-Ford,brabham-ford,British,,jack_brabham,Jack Brabham,Australian,3,1969-barcelona,Spanish Grand Prix,,,,,,5,51,,0.0,9,R,2,Engine,,1969
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,10,1969-barcelona,Spanish Grand Prix,,,,,,6,30,,0.0,10,R,2,Oil leak,,1969
Lotus-Ford,lotus-ford,British,,rindt,Jochen Rindt,Austrian,2,1969-barcelona,Spanish Grand Prix,,,,,,1,19,,0.0,11,R,2,Accident,,1969
Brabham-Ford,brabham-ford,British,,courage,Piers Courage,British,11,1969-barcelona,Spanish Grand Prix,,,,,,11,18,,0.0,12,R,2,Engine,,1969
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,1,1969-barcelona,Spanish Grand Prix,,,,,,3,8,,0.0,13,R,2,Accident,,1969
BRM,brm,British,,oliver,Jackie Oliver,British,12,1969-barcelona,Spanish Grand Prix,,,,,,10,1,,0.0,14,R,2,Oil pipe,,1969
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,1,1969-monte-carlo,Monaco Grand Prix,,,,,,4,80,7019400,9.0,1,1,3,Finished,1:56:59.400,1969
Brabham-Ford,brabham-ford,British,,courage,Piers Courage,British,16,1969-monte-carlo,Monaco Grand Prix,,,,,,9,80,7036700,6.0,2,2,3,Finished,+17.300,1969
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,9,1969-monte-carlo,Monaco Grand Prix,,,,,,5,80,7054000,4.0,3,3,3,Finished,+34.600,1969
Lotus-Ford,lotus-ford,British,,attwood,Richard Attwood,British,2,1969-monte-carlo,Monaco Grand Prix,,,,,,10,80,7072300,3.0,4,4,3,Finished,+52.900,1969
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,4,1969-monte-carlo,Monaco Grand Prix,,,,,,11,79,,2.0,5,5,3,+1 Lap,,1969
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,3,1969-monte-carlo,Monaco Grand Prix,,,,,,12,78,,1.0,6,6,3,+2 Laps,,1969
Cooper-Maserati,cooper-maserati,British,,elford,Vic Elford,British,12,1969-monte-carlo,Monaco Grand Prix,,,,,,16,74,,0.0,7,7,3,+6 Laps,,1969
Brabham-Ford,brabham-ford,British,,ickx,Jacky Ickx,Belgian,6,1969-monte-carlo,Monaco Grand Prix,,,,,,7,48,,0.0,8,R,3,Suspension,,1969
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,7,1969-monte-carlo,Monaco Grand Prix,,,,,,1,22,,0.0,9,R,3,Halfshaft,,1969
Matra-Ford,matra-ford,French,,beltoise,Jean-Pierre Beltoise,French,8,1969-monte-carlo,Monaco Grand Prix,,,,,,3,20,,0.0,10,R,3,Halfshaft,,1969
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,11,1969-monte-carlo,Monaco Grand Prix,,,,,,2,16,,0.0,11,R,3,Differential,,1969
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,10,1969-monte-carlo,Monaco Grand Prix,,,,,,14,15,,0.0,12,R,3,Engine,,1969
Brabham-Ford,brabham-ford,British,,moser,Silvio Moser,Swiss,17,1969-monte-carlo,Monaco Grand Prix,,,,,,15,15,,0.0,13,R,3,Halfshaft,,1969
BRM,brm,British,,surtees,John Surtees,British,14,1969-monte-carlo,Monaco Grand Prix,,,,,,6,9,,0.0,14,R,3,Gearbox,,1969
Brabham-Ford,brabham-ford,British,,jack_brabham,Jack Brabham,Australian,5,1969-monte-carlo,Monaco Grand Prix,,,,,,8,9,,0.0,15,R,3,Accident,,1969
BRM,brm,British,,oliver,Jackie Oliver,British,15,1969-monte-carlo,Monaco Grand Prix,,,,,,13,0,,0.0,16,R,3,Accident,,1969
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,4,1969-zandvoort,Dutch Grand Prix,,,,,,2,90,7602080,9.0,1,1,4,Finished,2:06:42.080,1969
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,10,1969-zandvoort,Dutch Grand Prix,,,,,,10,90,7626600,6.0,2,2,4,Finished,+24.520,1969
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,8,1969-zandvoort,Dutch Grand Prix,,,,,,4,90,7632590,4.0,3,3,4,Finished,+30.510,1969
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,7,1969-zandvoort,Dutch Grand Prix,,,,,,7,90,7639240,3.0,4,4,4,Finished,+37.160,1969
Brabham-Ford,brabham-ford,British,,ickx,Jacky Ickx,Belgian,12,1969-zandvoort,Dutch Grand Prix,,,,,,5,90,7639750,2.0,5,5,4,Finished,+37.670,1969
Brabham-Ford,brabham-ford,British,,jack_brabham,Jack Brabham,Australian,11,1969-zandvoort,Dutch Grand Prix,,,,,,8,90,7672890,1.0,6,6,4,Finished,+1:10.810,1969
