Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,1,Red Bull Racing,1.0,0 days 00:01:32.190000,92.19,,0 days 00:00:38.769000,0 days 00:00:33.004000,MEDIUM,1.0,1.0,,,1.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:33.119000,93.119,,0 days 00:00:38.434000,0 days 00:00:33.924000,MEDIUM,1.0,1.0,,,2.0,False,1
PIA,81,McLaren,1.0,0 days 00:01:33.882000,93.882,,0 days 00:00:38.531000,0 days 00:00:34.296000,MEDIUM,1.0,1.0,,,3.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:34.309000,94.309,,0 days 00:00:38.613000,0 days 00:00:34.209000,MEDIUM,1.0,1.0,,,4.0,False,1
RUS,63,Mercedes,1.0,0 days 00:01:34.776000,94.776,,0 days 00:00:38.868000,0 days 00:00:34.232000,MEDIUM,1.0,1.0,,,5.0,False,1
TSU,22,AlphaTauri,1.0,0 days 00:01:35.435000,95.435,,0 days 00:00:39.136000,0 days 00:00:33.981000,MEDIUM,1.0,1.0,,,6.0,False,1
ALO,14,Aston Martin,1.0,0 days 00:01:36.044000,96.044,,0 days 00:00:40.050000,0 days 00:00:34.036000,MEDIUM,1.0,1.0,,,7.0,False,1
GAS,10,Alpine,1.0,0 days 00:01:36.636000,96.636,,0 days 00:00:39.247000,0 days 00:00:34.092000,MEDIUM,1.0,1.0,,,8.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:37.227000,97.227,,0 days 00:00:39.669000,0 days 00:00:34.527000,MEDIUM,1.0,1.0,,,9.0,False,1
PER,11,Red Bull Racing,1.0,0 days 00:01:37.745000,97.745,,0 days 00:00:39.841000,0 days 00:00:34.742000,MEDIUM,1.0,1.0,,,10.0,False,1
OCO,31,Alpine,1.0,0 days 00:01:38.197000,98.197,,0 days 00:00:39.861000,0 days 00:00:34.924000,MEDIUM,1.0,1.0,,,11.0,False,1
STR,18,Aston Martin,1.0,0 days 00:01:38.721000,98.721,,0 days 00:00:39.740000,0 days 00:00:35.303000,HARD,2.0,1.0,,,12.0,False,1
HUL,27,Haas F1 Team,1.0,0 days 00:01:39.291000,99.291,,0 days 00:00:40.214000,0 days 00:00:35.550000,MEDIUM,1.0,1.0,,,13.0,False,1
SAI,55,Ferrari,1.0,0 days 00:01:39.674000,99.674,,0 days 00:00:39.984000,0 days 00:00:35.350000,HARD,1.0,1.0,,,14.0,False,1
RIC,3,AlphaTauri,1.0,0 days 00:01:39.948000,99.948,,0 days 00:00:40.343000,0 days 00:00:35.124000,MEDIUM,1.0,1.0,,,15.0,False,1
BOT,77,Alfa Romeo,1.0,0 days 00:01:40.300000,100.3,,0 days 00:00:39.862000,0 days 00:00:35.683000,HARD,1.0,1.0,,,16.0,False,1
ALB,23,Williams,1.0,0 days 00:01:40.625000,100.625,,0 days 00:00:40.189000,0 days 00:00:35.489000,MEDIUM,2.0,1.0,,,17.0,False,1
ZHO,24,Alfa Romeo,1.0,0 days 00:01:40.960000,100.96,,0 days 00:00:39.804000,0 days 00:00:36.005000,MEDIUM,1.0,1.0,,,18.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:41.597000,101.597,,0 days 00:00:40.288000,0 days 00:00:36.471000,MEDIUM,1.0,1.0,,,19.0,False,1
SAR,2,Williams,1.0,0 days 00:01:42.022000,102.022,,0 days 00:00:40.261000,0 days 00:00:36.662000,MEDIUM,2.0,1.0,,,20.0,False,1
VER,1,Red Bull Racing,2.0,0 days 00:01:30.710000,90.71,0 days 00:00:18.377000,0 days 00:00:38.691000,0 days 00:00:33.642000,MEDIUM,2.0,1.0,,,1.0,True,1
LEC,16,Ferrari,2.0,0 days 00:01:31.117000,91.117,0 days 00:00:18.577000,0 days 00:00:38.919000,0 days 00:00:33.621000,MEDIUM,2.0,1.0,,,2.0,True,1
PIA,81,McLaren,2.0,0 days 00:01:31.075000,91.075,0 days 00:00:18.324000,0 days 00:00:38.670000,0 days 00:00:34.081000,MEDIUM,2.0,1.0,,,3.0,True,1
NOR,4,McLaren,2.0,0 days 00:01:31.430000,91.43,0 days 00:00:18.382000,0 days 00:00:38.823000,0 days 00:00:34.225000,MEDIUM,2.0,1.0,,,4.0,True,1
RUS,63,Mercedes,2.0,0 days 00:01:31.598000,91.598,0 days 00:00:18.501000,0 days 00:00:38.803000,0 days 00:00:34.294000,MEDIUM,2.0,1.0,,,5.0,True,1
TSU,22,AlphaTauri,2.0,0 days 00:01:31.674000,91.674,0 days 00:00:18.483000,0 days 00:00:39.053000,0 days 00:00:34.138000,MEDIUM,2.0,1.0,,,6.0,True,1
ALO,14,Aston Martin,2.0,0 days 00:01:31.755000,91.755,0 days 00:00:18.292000,0 days 00:00:39.226000,0 days 00:00:34.237000,MEDIUM,2.0,1.0,,,7.0,True,1
GAS,10,Alpine,2.0,0 days 00:01:31.774000,91.774,0 days 00:00:18.410000,0 days 00:00:38.935000,0 days 00:00:34.429000,MEDIUM,2.0,1.0,,,8.0,True,1
HAM,44,Mercedes,2.0,0 days 00:01:31.727000,91.727,0 days 00:00:18.456000,0 days 00:00:38.849000,0 days 00:00:34.422000,MEDIUM,2.0,1.0,,,9.0,True,1
PER,11,Red Bull Racing,2.0,0 days 00:01:31.672000,91.672,0 days 00:00:18.483000,0 days 00:00:39.080000,0 days 00:00:34.109000,MEDIUM,2.0,1.0,,,10.0,True,1
OCO,31,Alpine,2.0,0 days 00:01:31.810000,91.81,0 days 00:00:18.536000,0 days 00:00:39.260000,0 days 00:00:34.014000,MEDIUM,2.0,1.0,,,11.0,True,1
STR,18,Aston Martin,2.0,0 days 00:01:31.963000,91.963,0 days 00:00:18.489000,0 days 00:00:39.292000,0 days 00:00:34.182000,HARD,3.0,1.0,,,12.0,True,1
SAI,55,Ferrari,2.0,0 days 00:01:31.980000,91.98,0 days 00:00:18.867000,0 days 00:00:38.954000,0 days 00:00:34.159000,HARD,2.0,1.0,,,13.0,True,1
HUL,27,Haas F1 Team,2.0,0 days 00:01:32.921000,92.921,0 days 00:00:18.791000,0 days 00:00:39.448000,0 days 00:00:34.682000,MEDIUM,2.0,1.0,,,14.0,True,1
RIC,3,AlphaTauri,2.0,0 days 00:01:32.742000,92.742,0 days 00:00:18.930000,0 days 00:00:39.145000,0 days 00:00:34.667000,MEDIUM,2.0,1.0,,,15.0,True,1
BOT,77,Alfa Romeo,2.0,0 days 00:01:32.770000,92.77,0 days 00:00:18.909000,0 days 00:00:39.076000,0 days 00:00:34.785000,HARD,2.0,1.0,,,16.0,True,1
ZHO,24,Alfa Romeo,2.0,0 days 00:01:32.533000,92.533,0 days 00:00:18.749000,0 days 00:00:39.191000,0 days 00:00:34.593000,MEDIUM,2.0,1.0,,,17.0,True,1
ALB,23,Williams,2.0,0 days 00:01:33.560000,93.56,0 days 00:00:18.892000,0 days 00:00:39.357000,0 days 00:00:35.311000,MEDIUM,3.0,1.0,,,18.0,True,1
MAG,20,Haas F1 Team,2.0,0 days 00:01:33.067000,93.067,0 days 00:00:18.777000,0 days 00:00:39.907000,0 days 00:00:34.383000,MEDIUM,2.0,1.0,,,19.0,True,1
SAR,2,Williams,2.0,0 days 00:01:33.582000,93.582,0 days 00:00:18.676000,0 days 00:00:40.296000,0 days 00:00:34.610000,MEDIUM,3.0,1.0,,,20.0,True,1
VER,1,Red Bull Racing,3.0,0 days 00:01:30.408000,90.408,0 days 00:00:18.549000,0 days 00:00:38.725000,0 days 00:00:33.134000,MEDIUM,3.0,1.0,,,1.0,True,1
LEC,16,Ferrari,3.0,0 days 00:01:30.500000,90.5,0 days 00:00:18.298000,0 days 00:00:38.407000,0 days 00:00:33.795000,MEDIUM,3.0,1.0,,,2.0,True,1
PIA,81,McLaren,3.0,0 days 00:01:30.631000,90.631,0 days 00:00:18.267000,0 days 00:00:38.209000,0 days 00:00:34.155000,MEDIUM,3.0,1.0,,,3.0,True,1
NOR,4,McLaren,3.0,0 days 00:01:30.714000,90.714,0 days 00:00:18.378000,0 days 00:00:38.212000,0 days 00:00:34.124000,MEDIUM,3.0,1.0,,,4.0,True,1
RUS,63,Mercedes,3.0,0 days 00:01:30.598000,90.598,0 days 00:00:18.387000,0 days 00:00:38.158000,0 days 00:00:34.053000,MEDIUM,3.0,1.0,,,5.0,True,1
TSU,22,AlphaTauri,3.0,0 days 00:01:30.674000,90.674,0 days 00:00:18.382000,0 days 00:00:38.304000,0 days 00:00:33.988000,MEDIUM,3.0,1.0,,,6.0,True,1
ALO,14,Aston Martin,3.0,0 days 00:01:30.823000,90.823,0 days 00:00:18.276000,0 days 00:00:38.309000,0 days 00:00:34.238000,MEDIUM,3.0,1.0,,,7.0,True,1
GAS,10,Alpine,3.0,0 days 00:01:30.824000,90.824,0 days 00:00:18.313000,0 days 00:00:38.022000,0 days 00:00:34.489000,MEDIUM,3.0,1.0,,,8.0,True,1
PER,11,Red Bull Racing,3.0,0 days 00:01:30.469000,90.469,0 days 00:00:18.333000,0 days 00:00:37.906000,0 days 00:00:34.230000,MEDIUM,3.0,1.0,,,9.0,True,1
HAM,44,Mercedes,3.0,0 days 00:01:31.526000,91.526,0 days 00:00:18.492000,0 days 00:00:38.519000,0 days 00:00:34.515000,MEDIUM,3.0,1.0,,,10.0,True,1
OCO,31,Alpine,3.0,0 days 00:01:31.033000,91.033,0 days 00:00:18.466000,0 days 00:00:38.107000,0 days 00:00:34.460000,MEDIUM,3.0,1.0,,,11.0,True,1
STR,18,Aston Martin,3.0,0 days 00:01:30.927000,90.927,0 days 00:00:18.445000,0 days 00:00:38.135000,0 days 00:00:34.347000,HARD,4.0,1.0,,,12.0,True,1
SAI,55,Ferrari,3.0,0 days 00:01:31.308000,91.308,0 days 00:00:18.756000,0 days 00:00:38.685000,0 days 00:00:33.867000,HARD,3.0,1.0,,,13.0,True,1
HUL,27,Haas F1 Team,3.0,0 days 00:01:31.351000,91.351,0 days 00:00:18.595000,0 days 00:00:38.591000,0 days 00:00:34.165000,MEDIUM,3.0,1.0,,,14.0,True,1
RIC,3,AlphaTauri,3.0,0 days 00:01:31.519000,91.519,0 days 00:00:18.615000,0 days 00:00:38.346000,0 days 00:00:34.558000,MEDIUM,3.0,1.0,,,15.0,True,1
BOT,77,Alfa Romeo,3.0,0 days 00:01:31.698000,91.698,0 days 00:00:18.751000,0 days 00:00:38.363000,0 days 00:00:34.584000,HARD,3.0,1.0,,,16.0,True,1
ZHO,24,Alfa Romeo,3.0,0 days 00:01:31.817000,91.817,0 days 00:00:18.795000,0 days 00:00:38.190000,0 days 00:00:34.832000,MEDIUM,3.0,1.0,,,17.0,True,1
ALB,23,Williams,3.0,0 days 00:01:31.768000,91.768,0 days 00:00:18.588000,0 days 00:00:38.312000,0 days 00:00:34.868000,MEDIUM,4.0,1.0,,,18.0,True,1
