pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,51,89.151,89.148,86.993,0.996,0.0
2,PER,Red Bull Racing,11,51,89.349,89.261,87.493,1.167,0.198
3,NOR,McLaren,4,51,89.514,89.5,88.164,0.811,0.363
4,RUS,Mercedes,63,51,89.474,89.522,88.187,0.864,0.323
5,LEC,Ferrari,16,51,89.451,89.556,88.199,0.88,0.3
6,HAM,Mercedes,44,51,89.839,89.789,88.372,0.942,0.688
7,PIA,McLaren,81,51,89.682,89.858,88.138,0.937,0.531
8,TSU,AlphaTauri,22,53,90.267,89.989,89.256,0.685,1.116
9,ALO,Aston Martin,14,51,89.75,90.009,88.256,0.881,0.599
10,STR,Aston Martin,18,51,90.081,90.128,88.05,0.973,0.93
11,SAI,Ferrari,55,50,90.437,90.16,89.452,0.759,1.286
12,GAS,Alpine,10,51,90.228,90.179,89.016,0.766,1.077
13,RIC,AlphaTauri,3,51,89.967,90.238,88.571,0.964,0.816
14,ALB,Williams,23,51,90.233,90.413,87.845,1.113,1.082
15,HUL,Haas F1 Team,27,51,90.488,90.436,89.217,0.787,1.337
16,OCO,Alpine,31,53,90.615,90.474,90.033,0.459,1.464
17,SAR,Williams,2,51,90.452,90.609,88.58,1.093,1.301
18,MAG,Haas F1 Team,20,50,90.796,90.614,89.934,0.593,1.645
19,ZHO,Alfa Romeo,24,51,90.512,90.707,88.746,0.849,1.361
20,BOT,Alfa Romeo,77,52,91.187,91.244,89.863,0.842,2.036
