pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,GAS,Red Bull Racing,10,70,77.759,77.376,74.279,2.153,0.219
2,BOT,Mercedes,77,71,77.54,77.436,75.163,0.821,0.0
3,VER,Red Bull Racing,33,72,77.59,77.484,76.229,0.636,0.05
4,VET,Ferrari,5,72,77.607,77.514,76.277,0.679,0.067
5,HAM,Mercedes,44,72,77.584,77.522,76.167,0.646,0.044
6,KVY,Toro Rosso,26,72,78.706,78.356,76.288,1.862,1.166
7,GRO,Haas F1 Team,8,72,78.784,78.369,76.746,2.276,1.244
8,ALB,Toro Rosso,23,72,78.759,78.379,75.607,2.095,1.219
9,SAI,McLaren,55,72,78.695,78.386,75.891,1.785,1.155
10,NOR,McLaren,4,72,79.001,78.685,76.413,2.478,1.461
11,RIC,Renault,3,72,78.704,78.933,75.697,1.642,1.164
12,PER,Racing Point,11,71,79.136,78.945,76.613,2.075,1.596
13,KUB,Williams,88,71,80.097,79.002,77.388,3.351,2.557
14,HUL,Renault,27,71,79.127,79.071,76.276,2.203,1.587
15,MAG,Haas F1 Team,20,71,79.048,79.102,76.992,1.501,1.508
16,RUS,Williams,63,71,79.289,79.275,77.038,1.885,1.749
17,GIO,Alfa Romeo Racing,99,70,80.066,79.348,76.299,3.395,2.526
18,RAI,Alfa Romeo Racing,7,71,79.743,79.398,76.436,2.605,2.203
19,STR,Racing Point,18,71,79.643,79.481,76.379,2.68,2.103
20,LEC,Ferrari,16,12,85.134,81.249,79.151,7.85,7.594
