Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HUL,Renault,9,10.0,MEDIUM,HARD
LEC,Ferrari,9,10.0,MEDIUM,HARD
RUS,Williams,10,11.0,MEDIUM,HARD
BOT,Mercedes,11,12.0,SOFT,MEDIUM
HAM,Mercedes,11,12.0,SOFT,MEDIUM
MAG,Haas F1 Team,11,12.0,SOFT,MEDIUM
PER,Racing Point,11,12.0,MEDIUM,HARD
RIC,Renault,11,12.0,SOFT,MEDIUM
VER,Red Bull Racing,11,12.0,SOFT,HARD
VET,Ferrari,11,12.0,SOFT,HARD
BOT,Mercedes,12,13.0,MEDIUM,HARD
LEC,Ferrari,16,,HARD,
KUB,Williams,21,22.0,MEDIUM,HARD
GAS,Red Bull Racing,27,28.0,SOFT,MEDIUM
SAI,McLaren,30,31.0,SOFT,MEDIUM
KVY,Toro Rosso,32,33.0,SOFT,MEDIUM
STR,Racing Point,39,40.0,MEDIUM,MEDIUM
ALB,Toro Rosso,40,41.0,SOFT,MEDIUM
GIO,Alfa Romeo Racing,44,45.0,SOFT,MEDIUM
RAI,Alfa Romeo Racing,46,47.0,SOFT,MEDIUM
NOR,McLaren,47,48.0,MEDIUM,SOFT
GRO,Haas F1 Team,50,51.0,SOFT,MEDIUM
GAS,Red Bull Racing,62,63.0,MEDIUM,SOFT
