Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
TSU,AlphaTauri,9,10,SOFT,MEDIUM
RAI,Alfa Romeo Racing,10,11,SOFT,MEDIUM
GAS,AlphaTauri,13,14,SOFT,MEDIUM
GIO,Alfa Romeo Racing,15,16,SOFT,MEDIUM
RUS,Williams,17,18,SOFT,HARD
VER,Red Bull Racing,17,18,MEDIUM,HARD
HAM,Mercedes,18,19,MEDIUM,HARD
LAT,Williams,18,19,SOFT,HARD
PER,Red Bull Racing,19,20,MEDIUM,HARD
MSC,Haas F1 Team,22,23,SOFT,MEDIUM
ALO,Alpine,23,24,SOFT,HARD
STR,Aston Martin,23,24,MEDIUM,HARD
OCO,Alpine,24,25,SOFT,HARD
NOR,McLaren,25,26,SOFT,HARD
RIC,McLaren,26,27,MEDIUM,HARD
VET,Aston Martin,26,27,SOFT,MEDIUM
LEC,Ferrari,27,28,MEDIUM,HARD
SAI,Ferrari,27,28,MEDIUM,HARD
RAI,Alfa Romeo Racing,30,31,MEDIUM,HARD
MAZ,Haas F1 Team,31,32,MEDIUM,SOFT
GIO,Alfa Romeo Racing,32,33,MEDIUM,MEDIUM
TSU,AlphaTauri,34,35,MEDIUM,HARD
GAS,AlphaTauri,35,36,MEDIUM,MEDIUM
PER,Red Bull Racing,41,42,HARD,MEDIUM
VER,Red Bull Racing,41,42,HARD,MEDIUM
HAM,Mercedes,42,43,HARD,MEDIUM
NOR,McLaren,49,50,HARD,MEDIUM
RUS,Williams,49,50,HARD,SOFT
VER,Red Bull Racing,55,56,MEDIUM,SOFT
