stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,SOFT,4.0,57.0,57.0,1,83.196,83.196,83.196
2,VER,Red Bull Racing,MEDIUM,3.0,43.0,54.0,12,85.892,85.998,84.031
3,NOR,McLaren,MEDIUM,3.0,51.0,56.0,4,86.43,86.05,85.746
4,HAM,Mercedes,MEDIUM,3.0,44.0,57.0,12,86.468,85.97,85.084
5,RUS,Williams,SOFT,3.0,51.0,55.0,3,86.696,86.409,85.768
6,PER,Red Bull Racing,MEDIUM,3.0,43.0,57.0,13,86.76,86.309,85.613
7,HAM,Mercedes,HARD,2.0,20.0,41.0,22,87.085,87.007,86.47
8,VER,Red Bull Racing,HARD,2.0,19.0,40.0,22,87.176,87.125,86.587
9,GAS,AlphaTauri,MEDIUM,3.0,37.0,56.0,18,87.651,87.589,87.019
10,LEC,Ferrari,HARD,2.0,29.0,57.0,27,87.675,87.318,86.555
11,NOR,McLaren,HARD,2.0,27.0,48.0,22,87.791,87.627,86.847
12,VET,Aston Martin,MEDIUM,2.0,28.0,56.0,27,87.934,87.447,86.434
13,TSU,AlphaTauri,HARD,3.0,36.0,56.0,19,87.985,87.96,87.043
14,SAI,Ferrari,HARD,2.0,29.0,57.0,27,87.993,87.748,86.57
15,RAI,Alfa Romeo Racing,HARD,3.0,32.0,56.0,23,88.048,88.188,86.358
16,ALO,Alpine,HARD,2.0,25.0,57.0,31,88.11,87.878,86.682
17,STR,Aston Martin,HARD,2.0,25.0,57.0,31,88.186,87.911,87.356
18,OCO,Alpine,HARD,2.0,26.0,57.0,30,88.226,88.077,87.061
19,BOT,Mercedes,HARD,2.0,35.0,48.0,14,88.226,88.096,87.246
20,PER,Red Bull Racing,HARD,2.0,21.0,40.0,20,88.258,88.014,87.403
21,HAM,Mercedes,MEDIUM,1.0,2.0,17.0,16,88.385,88.104,87.514
22,VER,Red Bull Racing,MEDIUM,1.0,4.0,16.0,13,88.517,88.382,88.166
23,GIO,Alfa Romeo Racing,MEDIUM,3.0,34.0,56.0,21,88.921,88.652,87.823
24,RIC,McLaren,HARD,2.0,28.0,56.0,27,88.978,88.862,87.198
25,GAS,AlphaTauri,MEDIUM,2.0,15.0,34.0,20,89.024,88.776,88.406
26,BOT,Mercedes,MEDIUM,1.0,3.0,32.0,29,89.347,89.239,87.851
27,RUS,Williams,HARD,2.0,19.0,48.0,30,89.434,89.329,88.447
28,MSC,Haas F1 Team,MEDIUM,2.0,24.0,56.0,31,89.499,89.004,88.412
29,TSU,AlphaTauri,MEDIUM,2.0,11.0,33.0,23,89.618,89.708,89.001
30,LAT,Williams,HARD,2.0,20.0,50.0,31,89.62,89.43,88.732
31,GIO,Alfa Romeo Racing,MEDIUM,2.0,17.0,31.0,15,89.645,89.333,88.894
32,RAI,Alfa Romeo Racing,MEDIUM,2.0,12.0,29.0,18,89.983,89.993,89.212
33,ALO,Alpine,SOFT,1.0,2.0,22.0,21,90.03,90.312,88.162
34,PER,Red Bull Racing,MEDIUM,1.0,2.0,18.0,17,90.176,89.975,88.667
35,NOR,McLaren,SOFT,1.0,2.0,24.0,23,90.418,90.419,89.463
36,SAI,Ferrari,MEDIUM,1.0,2.0,26.0,25,90.468,90.39,89.232
37,LEC,Ferrari,MEDIUM,1.0,2.0,26.0,25,90.558,90.142,89.72
38,OCO,Alpine,SOFT,1.0,2.0,23.0,22,90.572,90.674,89.661
39,STR,Aston Martin,MEDIUM,1.0,2.0,22.0,21,90.621,90.165,89.555
40,MAZ,Haas F1 Team,SOFT,2.0,33.0,55.0,21,90.702,90.202,87.34
41,RIC,McLaren,MEDIUM,1.0,2.0,25.0,24,90.792,90.358,89.778
42,VET,Aston Martin,SOFT,1.0,2.0,25.0,24,90.839,91.028,89.305
43,GAS,AlphaTauri,SOFT,1.0,2.0,12.0,11,91.131,91.054,90.457
44,LAT,Williams,SOFT,1.0,3.0,17.0,14,91.705,91.634,91.241
45,GIO,Alfa Romeo Racing,SOFT,1.0,2.0,14.0,13,91.766,91.663,90.965
46,MSC,Haas F1 Team,SOFT,1.0,2.0,21.0,20,91.817,91.724,90.644
47,TSU,AlphaTauri,SOFT,1.0,2.0,8.0,7,91.835,91.817,91.211
48,RUS,Williams,SOFT,1.0,2.0,16.0,15,91.892,91.88,91.101
49,RAI,Alfa Romeo Racing,SOFT,1.0,2.0,9.0,8,91.916,91.872,91.059
50,MAZ,Haas F1 Team,MEDIUM,1.0,2.0,30.0,29,92.114,91.858,90.954
