pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,48,87.135,87.125,83.196,1.212,0.0
2,HAM,Mercedes,44,50,87.353,87.152,85.084,1.309,0.218
3,PER,Red Bull Racing,11,50,88.521,88.184,85.613,1.837,1.386
4,BOT,Mercedes,77,43,88.982,88.492,87.246,1.257,1.847
5,ALO,Alpine,14,52,88.885,88.51,86.682,1.515,1.75
6,STR,Aston Martin,18,52,89.17,88.685,87.356,1.482,2.035
7,GAS,AlphaTauri,10,49,88.993,88.74,87.019,1.414,1.858
8,OCO,Alpine,31,52,89.218,88.804,87.061,1.428,2.083
9,TSU,AlphaTauri,22,49,89.301,89.229,87.043,1.396,2.166
10,GIO,Alfa Romeo Racing,99,49,89.897,89.242,87.823,1.453,2.762
11,SAI,Ferrari,55,52,89.183,89.321,86.57,1.543,2.048
12,VET,Aston Martin,5,51,89.301,89.328,86.434,1.84,2.166
13,NOR,McLaren,4,49,88.913,89.342,85.746,1.626,1.778
14,RAI,Alfa Romeo Racing,7,49,89.39,89.398,86.358,1.576,2.255
15,RUS,Williams,63,48,90.031,89.674,85.768,1.579,2.896
16,LEC,Ferrari,16,52,89.061,89.73,86.555,1.726,1.926
17,LAT,Williams,6,45,90.268,89.945,88.732,1.161,3.133
18,RIC,McLaren,3,51,89.832,89.974,87.198,1.345,2.697
19,MSC,Haas F1 Team,47,51,90.408,90.103,88.412,1.768,3.273
20,MAZ,Haas F1 Team,9,50,91.521,91.684,87.34,1.767,4.386
