pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,47,89.896,89.656,87.369,1.069,0.0
2,BOT,Mercedes,77,45,90.473,89.849,87.406,2.907,0.577
3,VER,Red Bull Racing,33,45,90.724,90.028,89.272,1.455,0.828
4,LEC,Ferrari,16,45,90.645,90.305,89.313,1.087,0.749
5,GAS,Red Bull Racing,10,47,91.569,90.622,89.544,4.109,1.673
6,VET,Ferrari,5,44,90.932,91.024,88.733,1.502,1.036
7,SAI,McLaren,55,47,91.602,91.31,89.757,1.206,1.706
8,RIC,Renault,3,45,91.433,91.412,89.624,1.118,1.537
9,NOR,McLaren,4,45,92.179,91.609,89.636,3.663,2.283
10,HUL,Renault,27,47,92.468,91.645,89.949,2.977,2.572
11,KVY,Toro Rosso,26,45,91.889,91.767,89.91,1.319,1.993
12,ALB,Toro Rosso,23,47,92.507,91.777,90.872,2.745,2.611
13,RAI,Alfa Romeo Racing,7,47,92.385,91.859,90.034,2.448,2.489
14,STR,Racing Point,18,45,92.239,91.911,89.39,2.706,2.343
15,PER,Racing Point,11,42,92.359,92.075,89.456,2.818,2.463
16,RUS,Williams,63,46,93.22,93.142,91.013,1.062,3.324
17,GIO,Alfa Romeo Racing,99,17,93.44,93.147,92.464,0.818,3.544
18,KUB,Williams,88,46,93.563,93.55,91.509,1.063,3.667
19,MAG,Haas F1 Team,20,3,99.087,93.954,93.425,9.353,9.191
20,GRO,Haas F1 Team,8,6,95.17,94.703,94.35,1.33,5.274
