pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,ANT,Mercedes,12,62,75.882,75.608,74.21,1.338,0.0
2,HAM,Ferrari,44,62,76.172,75.995,74.573,1.382,0.29
3,VER,Red Bull Racing,3,62,76.121,76.049,74.398,1.093,0.239
4,RUS,Mercedes,63,27,76.376,76.272,75.477,0.872,0.494
5,LEC,Ferrari,16,62,76.552,76.279,75.297,1.161,0.67
6,HAD,Red Bull Racing,6,58,76.403,76.32,74.578,1.147,0.521
7,PIA,McLaren,81,57,77.441,76.989,75.456,1.826,1.559
8,NOR,McLaren,1,32,77.587,77.002,75.845,1.942,1.705
9,COL,Alpine,43,61,77.503,77.071,75.462,1.7,1.621
10,SAI,Williams,55,59,77.295,77.132,75.852,0.962,1.413
11,GAS,Alpine,10,61,77.605,77.419,75.39,1.508,1.723
12,BEA,Haas F1 Team,87,61,77.724,77.425,76.002,1.517,1.842
13,HUL,Audi,27,58,78.457,77.484,76.275,3.234,2.575
14,LAW,Racing Bulls,30,61,77.678,77.533,75.604,1.462,1.796
15,BOR,Audi,5,58,78.35,77.676,76.221,3.054,2.468
16,OCO,Haas F1 Team,31,58,78.946,78.578,76.577,2.497,3.064
17,PER,Cadillac,11,31,78.789,78.59,76.915,1.098,2.907
18,ALB,Williams,23,10,79.749,79.138,77.221,2.601,3.867
19,BOT,Cadillac,77,53,80.191,79.584,77.725,1.871,4.309
20,ALO,Aston Martin,14,20,80.669,80.418,79.635,0.974,4.787
21,STR,Aston Martin,18,56,80.877,80.54,78.721,1.695,4.995
