pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,61,79.547,78.116,75.545,6.3,1.17
2,RAI,Ferrari,7,59,78.552,78.2,75.99,2.462,0.175
3,BOT,Mercedes,77,59,78.462,78.355,75.721,2.218,0.085
4,VET,Ferrari,5,46,78.377,78.362,77.29,0.671,0.0
5,VER,Red Bull Racing,33,58,80.101,78.638,75.852,7.556,1.724
6,GRO,Haas F1 Team,8,58,79.807,79.721,76.716,1.705,1.43
7,PER,Force India,11,61,80.809,79.731,77.867,4.496,2.432
8,MAG,Haas F1 Team,20,58,79.804,79.762,77.697,1.624,1.427
9,RIC,Red Bull Racing,3,25,79.639,79.777,78.262,0.969,1.262
10,HUL,Renault,27,58,80.049,79.872,77.91,2.267,1.672
11,SAI,Renault,55,58,80.261,79.968,77.43,2.211,1.884
12,LEC,Sauber,16,57,81.919,80.139,77.852,6.092,3.542
13,ERI,Sauber,9,61,81.127,80.382,77.745,3.484,2.75
14,ALO,McLaren,14,55,82.053,80.438,77.741,5.537,3.676
15,OCO,Force India,31,61,81.009,80.502,77.941,3.638,2.632
16,HAR,Toro Rosso,28,59,80.863,80.667,77.681,2.53,2.486
17,SIR,Williams,35,45,80.661,80.68,78.934,1.137,2.284
18,STR,Williams,18,45,80.653,80.714,78.861,1.187,2.276
19,VAN,McLaren,2,59,80.867,80.84,77.537,2.626,2.49
20,GAS,Toro Rosso,10,58,81.824,80.88,77.762,4.056,3.447
