stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,BOT,Mercedes,ULTRASOFT,3.0,58.0,67.0,10,76.374,76.345,75.721
2,RAI,Ferrari,ULTRASOFT,3.0,58.0,67.0,10,76.512,76.412,75.99
3,VER,Red Bull Racing,SOFT,2.0,31.0,45.0,15,77.653,77.539,77.057
4,VET,Ferrari,nan,,2.0,2.0,1,77.942,77.942,77.942
5,MAG,Haas F1 Team,ULTRASOFT,4.0,57.0,67.0,11,78.284,78.083,77.697
6,SAI,Renault,ULTRASOFT,4.0,58.0,67.0,10,78.288,78.168,77.43
7,VET,Ferrari,SOFT,2.0,27.0,49.0,23,78.327,78.026,77.29
8,HUL,Renault,ULTRASOFT,4.0,58.0,67.0,10,78.364,78.209,77.91
9,GRO,Haas F1 Team,ULTRASOFT,4.0,57.0,67.0,11,78.366,78.046,76.716
10,VET,Ferrari,ULTRASOFT,1.0,3.0,24.0,22,78.449,78.504,77.777
11,HAM,Mercedes,SOFT,1.0,2.0,41.0,40,78.616,78.208,77.523
12,RAI,Ferrari,ULTRASOFT,1.0,2.0,13.0,12,78.629,78.688,78.2
13,BOT,Mercedes,ULTRASOFT,1.0,2.0,27.0,26,78.652,78.592,78.092
14,VER,Red Bull Racing,ULTRASOFT,1.0,2.0,28.0,27,78.817,78.8,78.43
15,RAI,Ferrari,SOFT,2.0,16.0,51.0,36,78.961,78.122,77.152
16,BOT,Mercedes,SOFT,2.0,30.0,51.0,22,79.026,77.757,76.956
17,LEC,Sauber,SOFT,2.0,22.0,42.0,21,79.458,79.286,78.59
18,RIC,Red Bull Racing,MEDIUM,1.0,3.0,27.0,25,79.639,79.777,78.262
19,GRO,Haas F1 Team,MEDIUM,2.0,23.0,49.0,27,79.703,79.076,78.656
20,ALO,McLaren,MEDIUM,2.0,33.0,42.0,10,79.837,79.895,78.572
21,HAR,Toro Rosso,ULTRASOFT,3.0,55.0,67.0,12,79.885,78.523,77.681
22,STR,Williams,MEDIUM,2.0,29.0,48.0,20,80.02,79.466,78.861
23,MAG,Haas F1 Team,MEDIUM,2.0,22.0,49.0,28,80.041,79.674,78.476
24,MAG,Haas F1 Team,ULTRASOFT,1.0,2.0,19.0,18,80.046,79.941,79.746
25,SIR,Williams,MEDIUM,2.0,30.0,48.0,19,80.055,79.293,78.934
26,VAN,McLaren,ULTRASOFT,3.0,54.0,67.0,14,80.119,78.386,77.537
27,PER,Force India,ULTRASOFT,1.0,2.0,21.0,20,80.174,80.117,79.535
28,SAI,Renault,MEDIUM,2.0,22.0,49.0,28,80.215,79.526,78.8
29,HUL,Renault,ULTRASOFT,1.0,2.0,17.0,16,80.231,80.178,79.841
30,HUL,Renault,MEDIUM,2.0,20.0,50.0,31,80.296,79.641,78.577
31,GRO,Haas F1 Team,ULTRASOFT,1.0,2.0,20.0,19,80.413,80.265,79.737
32,SAI,Renault,ULTRASOFT,1.0,2.0,19.0,18,80.482,80.49,79.812
33,ALO,McLaren,SOFT,1.0,2.0,30.0,29,80.52,80.439,79.715
34,HAR,Toro Rosso,MEDIUM,2.0,30.0,49.0,20,80.586,79.826,78.563
35,ERI,Sauber,SOFT,1.0,2.0,37.0,36,80.59,80.538,79.591
36,LEC,Sauber,ULTRASOFT,1.0,2.0,19.0,18,80.619,80.556,80.117
37,OCO,Force India,SOFT,2.0,27.0,67.0,37,80.833,79.521,77.941
38,GAS,Toro Rosso,SOFT,1.0,2.0,42.0,41,80.847,80.889,79.176
39,HAM,Mercedes,ULTRASOFT,2.0,44.0,67.0,20,80.883,76.776,75.545
40,OCO,Force India,ULTRASOFT,1.0,2.0,24.0,23,80.905,80.717,80.178
41,PER,Force India,SOFT,2.0,24.0,67.0,40,80.959,79.1,77.867
