constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2011-melbourne,Australian Grand Prix,212.488,kph,44,4,1:29.844,1,58,5370259,25.0,1,1,1,Finished,1:29:30.259,2011
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2011-melbourne,Australian Grand Prix,211.382,kph,41,8,1:30.314,2,58,5392556,18.0,2,2,1,Finished,+22.297,2011
Renault,renault,French,PET,petrov,Vitaly Petrov,Russian,10,2011-melbourne,Australian Grand Prix,211.969,kph,55,7,1:30.064,6,58,5400819,15.0,3,3,1,Finished,+30.560,2011
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2011-melbourne,Australian Grand Prix,213.336,kph,49,2,1:29.487,5,58,5402031,12.0,4,4,1,Finished,+31.772,2011
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2011-melbourne,Australian Grand Prix,213.066,kph,50,3,1:29.600,3,58,5408430,10.0,5,5,1,Finished,+38.171,2011
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2011-melbourne,Australian Grand Prix,212.396,kph,49,5,1:29.883,4,58,5424563,8.0,6,6,1,Finished,+54.304,2011
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2011-melbourne,Australian Grand Prix,214.631,kph,55,1,1:28.947,8,58,5455445,6.0,7,7,1,Finished,+1:25.186,2011
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,18,2011-melbourne,Australian Grand Prix,210.167,kph,44,11,1:30.836,10,57,,4.0,8,8,1,+1 Lap,,2011
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2011-melbourne,Australian Grand Prix,208.583,kph,55,13,1:31.526,16,57,,2.0,9,9,1,+1 Lap,,2011
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2011-melbourne,Australian Grand Prix,207.641,kph,40,14,1:31.941,14,57,,1.0,10,10,1,+1 Lap,,2011
Toro Rosso,toro_rosso,Italian,ALG,alguersuari,Jaime Alguersuari,Spanish,19,2011-melbourne,Australian Grand Prix,211.025,kph,41,10,1:30.467,12,57,,0.0,11,11,1,+1 Lap,,2011
Renault,renault,French,HEI,heidfeld,Nick Heidfeld,German,9,2011-melbourne,Australian Grand Prix,206.661,kph,43,15,1:32.377,18,57,,0.0,12,12,1,+1 Lap,,2011
Lotus,lotus_racing,Malaysian,TRU,trulli,Jarno Trulli,Italian,21,2011-melbourne,Australian Grand Prix,206.275,kph,52,16,1:32.550,20,56,,0.0,13,13,1,+2 Laps,,2011
Virgin,virgin,British,DAM,ambrosio,Jérôme d'Ambrosio,Belgian,25,2011-melbourne,Australian Grand Prix,201.969,kph,44,19,1:34.523,22,54,,0.0,14,14,1,+4 Laps,,2011
Virgin,virgin,British,GLO,glock,Timo Glock,German,24,2011-melbourne,Australian Grand Prix,199.3,kph,48,22,1:35.789,21,49,,0.0,15,R,1,+9 Laps,,2011
Williams,williams,British,BAR,barrichello,Rubens Barrichello,Brazilian,11,2011-melbourne,Australian Grand Prix,208.861,kph,47,12,1:31.404,17,48,,0.0,16,R,1,Transmission,,2011
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2011-melbourne,Australian Grand Prix,204.173,kph,21,17,1:33.503,7,22,,0.0,17,R,1,Collision,,2011
Lotus,lotus_racing,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2011-melbourne,Australian Grand Prix,201.129,kph,19,20,1:34.918,19,19,,0.0,18,R,1,Water leak,,2011
