circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2011-03-27,2011-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,2011,06:00:00Z,https://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,2011
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2011-04-10,2011-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,2,2011,08:00:00Z,https://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,2011
shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,China,2011-04-17,2011-shanghai,Chinese Grand Prix,shanghai,31.3389,Shanghai,121.22,3,2011,07:00:00Z,https://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,2011
istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Turkey,2011-05-08,2011-istanbul,Turkish Grand Prix,istanbul,40.9517,Istanbul,29.405,4,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,2011
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2011-05-22,2011-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,5,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,2011
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2011-05-29,2011-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,2011
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2011-06-12,2011-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,7,2011,17:00:00Z,https://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,2011
valencia,Valencia Street Circuit,https://en.wikipedia.org/wiki/Valencia_Street_Circuit,Spain,2011-06-26,2011-valencia,European Grand Prix,valencia,39.4589,Valencia,-0.331667,8,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_European_Grand_Prix,2011
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2011-07-10,2011-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,9,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_British_Grand_Prix,2011
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,2011-07-24,2011-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,10,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_German_Grand_Prix,2011
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2011-07-31,2011-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,11,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,2011
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2011-08-28,2011-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,12,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,2011
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2011-09-11,2011-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,2011
marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Singapore,2011-09-25,2011-marina-bay,Singapore Grand Prix,marina-bay,1.2914,Marina Bay,103.864,14,2011,12:00:00Z,https://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,2011
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2011-10-09,2011-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,15,2011,06:00:00Z,https://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,2011
yeongam,Korean International Circuit,https://en.wikipedia.org/wiki/Korea_International_Circuit,Korea,2011-10-16,2011-yeongam-county,Korean Grand Prix,yeongam-county,34.7333,Yeongam County,126.417,16,2011,06:00:00Z,https://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,2011
buddh,Buddh International Circuit,https://en.wikipedia.org/wiki/Buddh_International_Circuit,India,2011-10-30,2011-uttar-pradesh,Indian Grand Prix,uttar-pradesh,28.3487,Uttar Pradesh,77.5331,17,2011,09:30:00Z,https://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,2011
yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,UAE,2011-11-13,2011-abu-dhabi,Abu Dhabi Grand Prix,abu-dhabi,24.4672,Abu Dhabi,54.6031,18,2011,13:00:00Z,https://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,2011
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2011-11-27,2011-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,19,2011,16:00:00Z,https://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,2011
