stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,HAM,Mercedes,MEDIUM,3.0,46.0,62.0,17,97.493,97.111,95.867
2,RUS,Mercedes,MEDIUM,3.0,46.0,61.0,16,97.626,97.137,96.273
3,BOT,Alfa Romeo,MEDIUM,2.0,42.0,51.0,8,98.556,98.549,98.075
4,VER,Red Bull Racing,MEDIUM,2.0,42.0,62.0,20,98.865,97.544,96.575
5,ALO,Aston Martin,SOFT,3.0,47.0,62.0,16,98.94,98.49,96.456
6,ALB,Williams,MEDIUM,3.0,45.0,62.0,17,98.993,98.387,97.342
7,MAG,Haas F1 Team,SOFT,3.0,45.0,62.0,18,99.166,98.63,98.107
8,SAR,Williams,MEDIUM,3.0,45.0,61.0,17,99.181,98.858,98.531
9,NOR,McLaren,HARD,2.0,23.0,62.0,38,99.326,99.434,98.046
10,SAI,Ferrari,HARD,2.0,23.0,62.0,38,99.352,99.365,97.666
11,HAM,Mercedes,HARD,2.0,24.0,43.0,20,99.685,99.532,99.142
12,RUS,Mercedes,HARD,2.0,24.0,43.0,20,99.734,99.598,99.169
13,LEC,Ferrari,HARD,2.0,23.0,62.0,38,99.859,99.715,98.275
14,PER,Red Bull Racing,MEDIUM,2.0,41.0,62.0,21,99.92,98.386,97.108
15,SAR,Williams,HARD,2.0,22.0,42.0,21,100.019,99.889,99.69
16,SAI,Ferrari,MEDIUM,1.0,2.0,19.0,18,100.147,100.326,98.992
17,RUS,Mercedes,MEDIUM,1.0,2.0,19.0,18,100.366,100.308,99.686
18,GAS,Alpine,HARD,2.0,23.0,62.0,38,100.496,99.97,98.277
19,LEC,Ferrari,SOFT,1.0,1.0,19.0,19,100.545,100.328,99.613
20,PIA,McLaren,HARD,2.0,23.0,62.0,38,100.572,100.172,98.492
21,HAM,Mercedes,MEDIUM,1.0,2.0,19.0,18,100.573,100.292,99.394
22,ZHO,Alfa Romeo,HARD,2.0,4.0,19.0,16,100.582,100.502,99.869
23,NOR,McLaren,MEDIUM,1.0,1.0,19.0,19,100.71,100.301,99.693
24,OCO,Alpine,MEDIUM,1.0,2.0,19.0,18,100.712,100.526,100.085
25,OCO,Alpine,HARD,2.0,23.0,42.0,20,100.95,100.708,99.93
26,VER,Red Bull Racing,HARD,1.0,1.0,39.0,36,100.99,100.472,100.033
27,ALO,Aston Martin,MEDIUM,1.0,1.0,19.0,19,100.997,100.499,100.095
28,MAG,Haas F1 Team,MEDIUM,1.0,2.0,19.0,18,101.048,100.846,100.415
29,ALO,Aston Martin,HARD,2.0,23.0,42.0,20,101.097,100.658,99.636
30,LAW,AlphaTauri,HARD,2.0,23.0,62.0,38,101.159,100.985,99.028
31,ALB,Williams,MEDIUM,1.0,2.0,19.0,18,101.17,100.909,100.363
32,ALB,Williams,HARD,2.0,23.0,42.0,20,101.194,100.971,100.469
33,SAR,Williams,MEDIUM,1.0,2.0,18.0,17,101.325,101.228,100.554
34,MAG,Haas F1 Team,HARD,2.0,23.0,42.0,19,101.367,101.307,100.03
35,PER,Red Bull Racing,HARD,1.0,1.0,38.0,35,101.471,100.843,100.205
36,HUL,Haas F1 Team,MEDIUM,1.0,1.0,19.0,19,101.48,100.877,100.479
37,GAS,Alpine,MEDIUM,1.0,1.0,19.0,19,101.507,100.929,100.378
38,ZHO,Alfa Romeo,MEDIUM,3.0,23.0,62.0,38,101.539,101.06,99.316
39,LAW,AlphaTauri,MEDIUM,1.0,1.0,19.0,19,101.615,100.941,100.454
40,HUL,Haas F1 Team,HARD,2.0,23.0,62.0,38,101.69,101.144,99.923
41,PIA,McLaren,MEDIUM,1.0,1.0,19.0,19,101.717,101.091,100.307
42,BOT,Alfa Romeo,HARD,1.0,1.0,39.0,37,102.705,101.369,100.793
