pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,SAI,Ferrari,55,56,99.607,99.63,97.666,0.92,0.309
2,HAM,Mercedes,44,55,99.298,99.679,95.867,1.58,0.0
3,NOR,McLaren,4,57,99.787,99.701,98.046,1.311,0.489
4,RUS,Mercedes,63,54,99.32,99.731,96.273,1.367,0.022
5,LEC,Ferrari,16,57,100.087,99.899,98.275,1.156,0.789
6,SAR,Williams,2,55,100.164,99.972,98.531,1.054,0.866
7,ALO,Aston Martin,14,55,100.435,100.346,96.456,1.796,1.137
8,VER,Red Bull Racing,1,56,100.231,100.349,96.575,3.129,0.933
9,OCO,Alpine,31,38,100.837,100.552,99.93,0.844,1.539
10,PIA,McLaren,81,57,100.954,100.563,98.492,2.449,1.656
11,PER,Red Bull Racing,11,56,100.89,100.619,97.108,3.448,1.592
12,GAS,Alpine,10,57,100.833,100.627,98.277,2.171,1.535
13,MAG,Haas F1 Team,20,55,100.542,100.705,98.107,1.328,1.244
14,ALB,Williams,23,55,100.506,100.775,97.342,1.366,1.208
15,ZHO,Alfa Romeo,24,54,101.255,100.814,99.316,1.631,1.957
16,LAW,AlphaTauri,40,57,101.311,100.971,99.028,2.044,2.013
17,HUL,Haas F1 Team,27,57,101.62,101.051,99.923,2.012,2.322
18,BOT,Alfa Romeo,77,45,101.967,101.288,98.075,4.321,2.669
