Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
SIR,Williams,7,8,HYPERSOFT,HYPERSOFT
STR,Williams,9,10,ULTRASOFT,SUPERSOFT
HAM,Mercedes,12,13,HYPERSOFT,ULTRASOFT
HAR,Toro Rosso,13,14,HYPERSOFT,ULTRASOFT
LEC,Sauber,14,15,ULTRASOFT,SUPERSOFT
GRO,Haas F1 Team,15,16,ULTRASOFT,SUPERSOFT
SAI,Renault,16,17,HYPERSOFT,ULTRASOFT
VET,Ferrari,16,17,HYPERSOFT,ULTRASOFT
BOT,Mercedes,17,18,HYPERSOFT,SUPERSOFT
ERI,Sauber,17,18,ULTRASOFT,SUPERSOFT
MAG,Haas F1 Team,17,18,ULTRASOFT,SUPERSOFT
RAI,Ferrari,17,18,HYPERSOFT,ULTRASOFT
RIC,Red Bull Racing,17,18,HYPERSOFT,ULTRASOFT
ALO,McLaren,19,20,HYPERSOFT,SUPERSOFT
SIR,Williams,19,20,HYPERSOFT,ULTRASOFT
VAN,McLaren,20,21,ULTRASOFT,SUPERSOFT
PER,Force India,21,22,HYPERSOFT,SUPERSOFT
OCO,Force India,23,24,HYPERSOFT,SUPERSOFT
STR,Williams,34,35,SUPERSOFT,HYPERSOFT
GAS,Toro Rosso,37,38,HYPERSOFT,SUPERSOFT
VER,Red Bull Racing,47,48,ULTRASOFT,HYPERSOFT
SIR,Williams,49,50,ULTRASOFT,SUPERSOFT
HUL,Renault,50,51,ULTRASOFT,HYPERSOFT
STR,Williams,59,60,HYPERSOFT,HYPERSOFT
GRO,Haas F1 Team,68,69,SUPERSOFT,HYPERSOFT
VAN,McLaren,72,73,SUPERSOFT,HYPERSOFT
