pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,RIC,Red Bull Racing,3,72,78.399,78.336,75.562,1.141,0.0
2,VET,Ferrari,5,72,78.456,78.404,76.065,1.049,0.057
3,HAM,Mercedes,44,72,78.588,78.604,76.27,0.88,0.189
4,BOT,Mercedes,77,72,78.589,78.634,76.312,0.831,0.19
5,OCO,Force India,31,72,78.572,78.688,77.027,0.754,0.173
6,GAS,Toro Rosso,10,72,78.57,78.696,77.099,0.888,0.171
7,RAI,Ferrari,7,72,78.598,78.736,76.392,0.836,0.199
8,HUL,Renault,27,72,78.578,78.767,76.061,1.101,0.179
9,VER,Red Bull Racing,33,72,78.521,78.804,74.26,1.53,0.122
10,ALO,McLaren,14,47,78.991,78.986,77.018,0.706,0.592
11,HAR,Toro Rosso,28,64,79.085,79.012,77.172,0.757,0.686
12,PER,Force India,11,72,79.13,79.077,77.546,0.779,0.731
13,LEC,Sauber,16,64,79.084,79.098,77.71,0.728,0.685
14,VAN,McLaren,2,69,79.026,79.16,76.864,1.044,0.627
15,SAI,Renault,55,72,79.174,79.184,77.491,0.702,0.775
16,MAG,Haas F1 Team,20,72,79.149,79.213,77.476,0.905,0.75
17,ERI,Sauber,9,72,79.12,79.217,76.936,0.938,0.721
18,GRO,Haas F1 Team,8,69,79.208,79.263,74.822,1.193,0.809
19,STR,Williams,18,66,78.923,79.311,74.944,1.844,0.524
20,SIR,Williams,35,67,79.189,79.54,75.325,1.359,0.79
