constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Lotus-Climax,lotus-climax,British,,moss,Stirling Moss,British,20,1961-monte-carlo,Monaco Grand Prix,,,,,,1,100,9950100,9.0,1,1,1,Finished,2:45:50.100,1961
Ferrari,ferrari,Italian,,ginther,Richie Ginther,American,36,1961-monte-carlo,Monaco Grand Prix,,,,,,2,100,9953700,6.0,2,2,1,Finished,+3.600,1961
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,38,1961-monte-carlo,Monaco Grand Prix,,,,,,5,100,9991400,4.0,3,3,1,Finished,+41.300,1961
Ferrari,ferrari,Italian,,trips,Wolfgang von Trips,German,40,1961-monte-carlo,Monaco Grand Prix,,,,,,6,98,,3.0,4,4,1,Accident,,1961
Porsche,porsche,German,,gurney,Dan Gurney,American,4,1961-monte-carlo,Monaco Grand Prix,,,,,,11,98,,2.0,5,5,1,+2 Laps,,1961
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,26,1961-monte-carlo,Monaco Grand Prix,,,,,,7,95,,1.0,6,6,1,+5 Laps,,1961
Cooper-Maserati,cooper-maserati,British,,trintignant,Maurice Trintignant,French,42,1961-monte-carlo,Monaco Grand Prix,,,,,,16,95,,0.0,7,7,1,+5 Laps,,1961
Lotus-Climax,lotus-climax,British,,allison,Cliff Allison,British,32,1961-monte-carlo,Monaco Grand Prix,,,,,,15,93,,0.0,8,8,1,+7 Laps,,1961
Porsche,porsche,German,,herrmann,Hans Herrmann,German,6,1961-monte-carlo,Monaco Grand Prix,,,,,,13,91,,0.0,9,9,1,+9 Laps,,1961
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,28,1961-monte-carlo,Monaco Grand Prix,,,,,,3,89,,0.0,10,10,1,+11 Laps,,1961
Cooper-Climax,cooper-climax,British,,surtees,John Surtees,British,22,1961-monte-carlo,Monaco Grand Prix,,,,,,12,68,,0.0,11,11,1,Engine,,1961
Porsche,porsche,German,,bonnier,Jo Bonnier,Swedish,2,1961-monte-carlo,Monaco Grand Prix,,,,,,9,59,,0.0,12,12,1,Injection,,1961
BRM,brm,British,,brooks,Tony Brooks,British,16,1961-monte-carlo,Monaco Grand Prix,,,,,,8,54,,0.0,13,13,1,Engine,,1961
Lotus-Climax,lotus-climax,British,,may,Michael May,Swiss,8,1961-monte-carlo,Monaco Grand Prix,,,,,,14,42,,0.0,14,R,1,Oil pipe,,1961
Cooper-Climax,cooper-climax,British,,jack_brabham,Jack Brabham,Australian,24,1961-monte-carlo,Monaco Grand Prix,,,,,,21,38,,0.0,15,R,1,Ignition,,1961
BRM,brm,British,,hill,Graham Hill,British,18,1961-monte-carlo,Monaco Grand Prix,,,,,,4,11,,0.0,16,R,1,Fuel pump,,1961
Lotus-Climax,lotus-climax,British,,ireland,Innes Ireland,British,30,1961-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,17,W,1,Withdrew,,1961
Ferrari,ferrari,Italian,,trips,Wolfgang von Trips,German,3,1961-zandvoort,Dutch Grand Prix,,,,,,2,75,7312100,9.0,1,1,2,Finished,2:01:52.100,1961
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,1,1961-zandvoort,Dutch Grand Prix,,,,,,1,75,7313000,6.0,2,2,2,Finished,+0.900,1961
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,15,1961-zandvoort,Dutch Grand Prix,,,,,,11,75,7325200,4.0,3,3,2,Finished,+13.100,1961
Lotus-Climax,lotus-climax,British,,moss,Stirling Moss,British,14,1961-zandvoort,Dutch Grand Prix,,,,,,4,75,7334300,3.0,4,4,2,Finished,+22.200,1961
Ferrari,ferrari,Italian,,ginther,Richie Ginther,American,2,1961-zandvoort,Dutch Grand Prix,,,,,,3,75,7334400,2.0,5,5,2,Finished,+22.300,1961
Cooper-Climax,cooper-climax,British,,jack_brabham,Jack Brabham,Australian,10,1961-zandvoort,Dutch Grand Prix,,,,,,7,75,7392200,1.0,6,6,2,Finished,+1:20.100,1961
Cooper-Climax,cooper-climax,British,,surtees,John Surtees,British,12,1961-zandvoort,Dutch Grand Prix,,,,,,9,75,7398800,0.0,7,7,2,Finished,+1:26.700,1961
BRM,brm,British,,hill,Graham Hill,British,4,1961-zandvoort,Dutch Grand Prix,,,,,,5,75,7401900,0.0,8,8,2,Finished,+1:29.800,1961
BRM,brm,British,,brooks,Tony Brooks,British,5,1961-zandvoort,Dutch Grand Prix,,,,,,8,74,,0.0,9,9,2,+1 Lap,,1961
Porsche,porsche,German,,gurney,Dan Gurney,American,7,1961-zandvoort,Dutch Grand Prix,,,,,,6,74,,0.0,10,10,2,+1 Lap,,1961
Porsche,porsche,German,,bonnier,Jo Bonnier,Swedish,6,1961-zandvoort,Dutch Grand Prix,,,,,,12,73,,0.0,11,11,2,+2 Laps,,1961
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,11,1961-zandvoort,Dutch Grand Prix,,,,,,14,73,,0.0,12,12,2,+2 Laps,,1961
Lotus-Climax,lotus-climax,British,,trevor_taylor,Trevor Taylor,British,16,1961-zandvoort,Dutch Grand Prix,,,,,,16,73,,0.0,13,13,2,+2 Laps,,1961
Porsche,porsche,German,,beaufort,Carel Godin de Beaufort,Dutch,8,1961-zandvoort,Dutch Grand Prix,,,,,,17,72,,0.0,14,14,2,+3 Laps,,1961
Porsche,porsche,German,,herrmann,Hans Herrmann,German,9,1961-zandvoort,Dutch Grand Prix,,,,,,13,72,,0.0,15,15,2,+3 Laps,,1961
Cooper-Climax,cooper-climax,British,,gregory,Masten Gregory,American,17,1961-zandvoort,Dutch Grand Prix,,,,,,0,0,,0.0,16,W,2,Withdrew,,1961
Lotus-Climax,lotus-climax,British,,burgess,Ian Burgess,British,18,1961-zandvoort,Dutch Grand Prix,,,,,,0,0,,0.0,17,W,2,Withdrew,,1961
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,4,1961-spa,Belgian Grand Prix,,,,,,1,30,7383800,9.0,1,1,3,Finished,2:03:03.800,1961
Ferrari,ferrari,Italian,,trips,Wolfgang von Trips,German,2,1961-spa,Belgian Grand Prix,,,,,,2,30,7384500,6.0,2,2,3,Finished,+0.700,1961
Ferrari,ferrari,Italian,,ginther,Richie Ginther,American,6,1961-spa,Belgian Grand Prix,,,,,,5,30,7403300,4.0,3,3,3,Finished,+19.500,1961
Ferrari,ferrari,Italian,,gendebien,Olivier Gendebien,Belgian,8,1961-spa,Belgian Grand Prix,,,,,,3,30,7429400,3.0,4,4,3,Finished,+45.600,1961
Cooper-Climax,cooper-climax,British,,surtees,John Surtees,British,24,1961-spa,Belgian Grand Prix,,,,,,4,30,7470600,2.0,5,5,3,Finished,+1:26.800,1961
Porsche,porsche,German,,gurney,Dan Gurney,American,20,1961-spa,Belgian Grand Prix,,,,,,10,30,7474800,1.0,6,6,3,Finished,+1:31.000,1961
Porsche,porsche,German,,bonnier,Jo Bonnier,Swedish,18,1961-spa,Belgian Grand Prix,,,,,,9,30,7550900,0.0,7,7,3,Finished,+2:47.100,1961
Lotus-Climax,lotus-climax,British,,moss,Stirling Moss,British,14,1961-spa,Belgian Grand Prix,,,,,,8,30,7619400,0.0,8,8,3,Finished,+3:55.600,1961
Cooper-Climax,cooper-climax,British,,lewis,Jackie Lewis,British,40,1961-spa,Belgian Grand Prix,,,,,,13,29,,0.0,9,9,3,+1 Lap,,1961
Cooper-Climax,cooper-climax,British,,gregory,Masten Gregory,American,44,1961-spa,Belgian Grand Prix,,,,,,12,29,,0.0,10,10,3,+1 Lap,,1961
Porsche,porsche,German,,beaufort,Carel Godin de Beaufort,Dutch,22,1961-spa,Belgian Grand Prix,,,,,,14,28,,0.0,11,11,3,+2 Laps,,1961
