stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,PIA,McLaren,MEDIUM,3.0,43.0,50.0,8,85.844,85.786,85.072
2,VER,Red Bull Racing,HARD,2.0,22.0,51.0,28,85.865,85.782,85.24
3,PER,Red Bull Racing,HARD,2.0,23.0,51.0,29,85.997,85.903,85.522
4,LEC,Ferrari,HARD,2.0,22.0,51.0,30,86.19,86.012,85.58
5,SAI,Ferrari,HARD,2.0,21.0,51.0,31,86.199,86.011,85.501
6,LAW,AlphaTauri,MEDIUM,3.0,35.0,50.0,16,86.289,86.249,85.842
7,HUL,Haas F1 Team,MEDIUM,3.0,41.0,50.0,10,86.304,86.305,85.894
8,HAM,Mercedes,MEDIUM,2.0,29.0,51.0,23,86.326,86.236,85.582
9,RUS,Mercedes,HARD,2.0,21.0,51.0,31,86.338,86.335,85.847
10,VER,Red Bull Racing,MEDIUM,1.0,2.0,19.0,18,86.456,86.522,85.702
11,ZHO,Alfa Romeo,MEDIUM,3.0,35.0,50.0,15,86.466,86.461,85.983
12,SAI,Ferrari,MEDIUM,1.0,1.0,16.0,15,86.537,86.476,85.976
13,GAS,Alpine,MEDIUM,3.0,33.0,50.0,18,86.551,86.432,85.758
14,MAG,Haas F1 Team,MEDIUM,3.0,35.0,50.0,15,86.599,86.514,86.278
15,LEC,Ferrari,MEDIUM,1.0,2.0,18.0,16,86.607,86.618,85.719
16,PER,Red Bull Racing,MEDIUM,1.0,2.0,20.0,17,86.626,86.669,86.019
17,PIA,McLaren,HARD,2.0,25.0,40.0,16,86.651,86.678,86.132
18,RUS,Mercedes,MEDIUM,1.0,2.0,17.0,15,86.721,86.686,86.176
19,ALO,Aston Martin,HARD,2.0,23.0,51.0,29,86.733,86.747,86.105
20,NOR,McLaren,HARD,2.0,24.0,51.0,26,86.781,86.678,86.144
21,BOT,Alfa Romeo,MEDIUM,2.0,27.0,50.0,24,86.84,86.835,85.988
22,ALB,Williams,HARD,2.0,17.0,51.0,33,86.896,86.893,86.389
23,ALB,Williams,MEDIUM,1.0,2.0,14.0,13,87.059,86.868,86.578
24,LAW,AlphaTauri,HARD,2.0,15.0,32.0,17,87.175,87.108,86.815
25,PIA,McLaren,MEDIUM,1.0,3.0,22.0,19,87.208,87.217,86.823
26,HAM,Mercedes,HARD,1.0,3.0,26.0,23,87.225,87.267,86.643
27,STR,Aston Martin,HARD,2.0,22.0,49.0,27,87.229,87.085,86.617
28,ALO,Aston Martin,MEDIUM,1.0,3.0,19.0,17,87.229,87.221,86.929
29,NOR,McLaren,MEDIUM,1.0,2.0,21.0,20,87.248,87.236,86.628
30,OCO,Alpine,HARD,2.0,26.0,38.0,13,87.267,87.208,86.963
31,ZHO,Alfa Romeo,HARD,2.0,13.0,32.0,20,87.29,87.309,86.253
32,SAR,Williams,HARD,2.0,16.0,49.0,33,87.304,87.253,86.84
33,GAS,Alpine,HARD,2.0,12.0,30.0,19,87.311,87.348,87.035
34,GAS,Alpine,MEDIUM,1.0,4.0,9.0,6,87.384,87.345,87.21
35,ZHO,Alfa Romeo,MEDIUM,1.0,3.0,10.0,8,87.436,87.476,87.066
36,LAW,AlphaTauri,MEDIUM,1.0,3.0,12.0,10,87.442,87.418,87.13
37,MAG,Haas F1 Team,MEDIUM,2.0,14.0,32.0,19,87.458,87.486,87.011
38,HUL,Haas F1 Team,HARD,2.0,16.0,37.0,22,87.498,87.328,86.988
39,HUL,Haas F1 Team,MEDIUM,1.0,2.0,13.0,11,87.574,87.481,87.035
40,SAR,Williams,MEDIUM,1.0,2.0,13.0,12,87.612,87.553,87.135
41,BOT,Alfa Romeo,HARD,1.0,2.0,24.0,21,87.715,87.725,87.119
42,STR,Aston Martin,MEDIUM,1.0,2.0,19.0,18,87.884,87.86,87.1
43,OCO,Alpine,MEDIUM,1.0,2.0,22.0,21,87.995,88.091,87.117
44,MAG,Haas F1 Team,HARD,1.0,2.0,11.0,9,88.315,88.276,87.691
