constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Lotus-Ford,lotus-ford,British,,clark,Jim Clark,British,4,1968-midrand,South African Grand Prix,,,,,,1,80,6836600,9.0,1,1,1,Finished,1:53:56.600,1968
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,5,1968-midrand,South African Grand Prix,,,,,,2,80,6861900,6.0,2,2,1,Finished,+25.300,1968
Brabham-Repco,brabham-repco,British,,rindt,Jochen Rindt,Austrian,3,1968-midrand,South African Grand Prix,,,,,,4,80,6867000,4.0,3,3,1,Finished,+30.400,1968
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,8,1968-midrand,South African Grand Prix,,,,,,8,78,,3.0,4,4,1,+2 Laps,,1968
McLaren-BRM,mclaren-brm,British,,hulme,Denny Hulme,New Zealander,1,1968-midrand,South African Grand Prix,,,,,,9,78,,2.0,5,5,1,+2 Laps,,1968
Matra-Ford,matra-ford,French,,beltoise,Jean-Pierre Beltoise,French,21,1968-midrand,South African Grand Prix,,,,,,18,77,,1.0,6,6,1,+3 Laps,,1968
Cooper-Maserati,cooper-maserati,British,,siffert,Jo Siffert,Swiss,19,1968-midrand,South African Grand Prix,,,,,,16,77,,0.0,7,7,1,+3 Laps,,1968
Honda,honda,Japanese,,surtees,John Surtees,British,7,1968-midrand,South African Grand Prix,,,,,,6,75,,0.0,8,8,1,+5 Laps,,1968
Brabham-Repco,brabham-repco,British,,love,John Love,Rhodesian,17,1968-midrand,South African Grand Prix,,,,,,17,75,,0.0,9,9,1,+5 Laps,,1968
Brabham-Climax,brabham-climax,British,,pretorius,Jackie Pretorius,South African,23,1968-midrand,South African Grand Prix,,,,,,23,71,,0.0,10,R,1,Not classified,,1968
Eagle-Weslake,eagle-weslake,American,,gurney,Dan Gurney,American,6,1968-midrand,South African Grand Prix,,,,,,12,58,,0.0,11,R,1,Oil leak,,1968
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,9,1968-midrand,South African Grand Prix,,,,,,11,51,,0.0,12,R,1,Oil leak,,1968
Cooper-Maserati,cooper-maserati,British,,bonnier,Jo Bonnier,Swedish,20,1968-midrand,South African Grand Prix,,,,,,19,46,,0.0,13,R,1,Overheating,,1968
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,16,1968-midrand,South African Grand Prix,,,,,,3,43,,0.0,14,R,1,Engine,,1968
LDS,lds,South African,,tingle,Sam Tingle,Rhodesian,18,1968-midrand,South African Grand Prix,,,,,,22,35,,0.0,15,R,1,Overheating,,1968
Cooper-Climax,cooper-climax,British,,rooyen,Basil van Rooyen,South African,25,1968-midrand,South African Grand Prix,,,,,,20,22,,0.0,16,R,1,Engine,,1968
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,11,1968-midrand,South African Grand Prix,,,,,,10,20,,0.0,17,R,1,Fuel system,,1968
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,2,1968-midrand,South African Grand Prix,,,,,,5,16,,0.0,18,R,1,Engine,,1968
Ferrari,ferrari,Italian,,adamich,Andrea de Adamich,Italian,10,1968-midrand,South African Grand Prix,,,,,,7,13,,0.0,19,R,1,Accident,,1968
BRM,brm,British,,spence,Mike Spence,British,12,1968-midrand,South African Grand Prix,,,,,,14,7,,0.0,20,R,1,Fuel system,,1968
Cooper-Maserati,cooper-maserati,British,,redman,Brian Redman,British,14,1968-midrand,South African Grand Prix,,,,,,21,4,,0.0,21,R,1,Oil leak,,1968
Brabham-Repco,brabham-repco,British,,charlton,Dave Charlton,South African,22,1968-midrand,South African Grand Prix,,,,,,14,3,,0.0,22,R,1,Differential,,1968
Cooper-BRM,cooper-brm,British,,scarfiotti,Ludovico Scarfiotti,Italian,15,1968-midrand,South African Grand Prix,,,,,,15,2,,0.0,23,R,1,Water pipe,,1968
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,10,1968-madrid,Spanish Grand Prix,,,,,,6,90,8102100,9.0,1,1,2,Finished,2:15:02.100,1968
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,1,1968-madrid,Spanish Grand Prix,,,,,,3,90,8118000,6.0,2,2,2,Finished,+15.900,1968
Cooper-BRM,cooper-brm,British,,redman,Brian Redman,British,14,1968-madrid,Spanish Grand Prix,,,,,,13,89,,4.0,3,3,2,+1 Lap,,1968
Cooper-BRM,cooper-brm,British,,scarfiotti,Ludovico Scarfiotti,Italian,15,1968-madrid,Spanish Grand Prix,,,,,,12,89,,3.0,4,4,2,+1 Lap,,1968
Matra-Ford,matra-ford,French,,beltoise,Jean-Pierre Beltoise,French,6,1968-madrid,Spanish Grand Prix,,,,,,5,81,,2.0,5,5,2,+9 Laps,,1968
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,2,1968-madrid,Spanish Grand Prix,,,,,,4,77,,0.0,6,R,2,Oil leak,,1968
Honda,honda,Japanese,,surtees,John Surtees,British,7,1968-madrid,Spanish Grand Prix,,,,,,7,74,,0.0,7,R,2,Gearbox,,1968
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,16,1968-madrid,Spanish Grand Prix,,,,,,10,62,,0.0,8,R,2,Transmission,,1968
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,19,1968-madrid,Spanish Grand Prix,,,,,,1,57,,0.0,9,R,2,Fuel pump,,1968
BRM,brm,British,,courage,Piers Courage,British,5,1968-madrid,Spanish Grand Prix,,,,,,11,52,,0.0,10,R,2,Fuel pump,,1968
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,9,1968-madrid,Spanish Grand Prix,,,,,,2,27,,0.0,11,R,2,Accident,,1968
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,21,1968-madrid,Spanish Grand Prix,,,,,,8,13,,0.0,12,R,2,Ignition,,1968
Brabham-Repco,brabham-repco,British,,rindt,Jochen Rindt,Austrian,4,1968-madrid,Spanish Grand Prix,,,,,,9,10,,0.0,13,R,2,Oil pressure,,1968
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,3,1968-madrid,Spanish Grand Prix,,,,,,0,0,,0.0,14,W,2,Withdrew,,1968
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,9,1968-monte-carlo,Monaco Grand Prix,,,,,,1,80,7232300,9.0,1,1,3,Finished,2:00:32.300,1968
BRM,brm,British,,attwood,Richard Attwood,British,15,1968-monte-carlo,Monaco Grand Prix,,,,,,6,80,7234500,6.0,2,2,3,Finished,+2.200,1968
Cooper-BRM,cooper-brm,British,,bianchi,Lucien Bianchi,Belgian,7,1968-monte-carlo,Monaco Grand Prix,,,,,,14,76,,4.0,3,3,3,+4 Laps,,1968
Cooper-BRM,cooper-brm,British,,scarfiotti,Ludovico Scarfiotti,Italian,6,1968-monte-carlo,Monaco Grand Prix,,,,,,15,76,,3.0,4,4,3,+4 Laps,,1968
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,12,1968-monte-carlo,Monaco Grand Prix,,,,,,10,73,,2.0,5,5,3,+7 Laps,,1968
Honda,honda,Japanese,,surtees,John Surtees,British,8,1968-monte-carlo,Monaco Grand Prix,,,,,,4,16,,0.0,6,R,3,Gearbox,,1968
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,4,1968-monte-carlo,Monaco Grand Prix,,,,,,9,16,,0.0,7,R,3,Accident,,1968
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,17,1968-monte-carlo,Monaco Grand Prix,,,,,,3,17,,0.0,8,R,3,Differential,,1968
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,1,1968-monte-carlo,Monaco Grand Prix,,,,,,8,11,,0.0,9,R,3,Accident,,1968
BRM,brm,British,,courage,Piers Courage,British,16,1968-monte-carlo,Monaco Grand Prix,,,,,,11,11,,0.0,10,R,3,Chassis,,1968
Eagle-Weslake,eagle-weslake,American,,gurney,Dan Gurney,American,19,1968-monte-carlo,Monaco Grand Prix,,,,,,16,9,,0.0,11,R,3,Engine,,1968
Brabham-Repco,brabham-repco,British,,rindt,Jochen Rindt,Austrian,3,1968-monte-carlo,Monaco Grand Prix,,,,,,5,8,,0.0,12,R,3,Accident,,1968
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,2,1968-monte-carlo,Monaco Grand Prix,,,,,,12,7,,0.0,13,R,3,Suspension,,1968
Matra-Ford,matra-ford,French,,gavin,Johnny Servoz-Gavin,French,11,1968-monte-carlo,Monaco Grand Prix,,,,,,2,3,,0.0,14,R,3,Halfshaft,,1968
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,14,1968-monte-carlo,Monaco Grand Prix,,,,,,7,0,,0.0,15,R,3,Accident,,1968
Lotus-Ford,lotus-ford,British,,oliver,Jackie Oliver,British,10,1968-monte-carlo,Monaco Grand Prix,,,,,,13,0,,0.0,16,R,3,Accident,,1968
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,5,1968-spa,Belgian Grand Prix,,,,,,6,28,6002100,9.0,1,1,4,Finished,1:40:02.100,1968
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,11,1968-spa,Belgian Grand Prix,,,,,,8,28,6014200,6.0,2,2,4,Finished,+12.100,1968
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,23,1968-spa,Belgian Grand Prix,,,,,,3,28,6041700,4.0,3,3,4,Finished,+39.600,1968
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,7,1968-spa,Belgian Grand Prix,,,,,,2,27,,3.0,4,4,4,Out of fuel,,1968
Lotus-Ford,lotus-ford,British,,oliver,Jackie Oliver,British,2,1968-spa,Belgian Grand Prix,,,,,,15,26,,2.0,5,5,4,Transmission,,1968
Cooper-BRM,cooper-brm,British,,bianchi,Lucien Bianchi,Belgian,15,1968-spa,Belgian Grand Prix,,,,,,12,26,,1.0,6,6,4,+2 Laps,,1968
Lotus-Ford,lotus-ford,British,,siffert,Jo Siffert,Swiss,3,1968-spa,Belgian Grand Prix,,,,,,9,25,,0.0,7,7,4,Oil pressure,,1968
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,10,1968-spa,Belgian Grand Prix,,,,,,13,25,,0.0,8,8,4,+3 Laps,,1968
BRM,brm,British,,courage,Piers Courage,British,14,1968-spa,Belgian Grand Prix,,,,,,7,22,,0.0,9,R,4,Engine,,1968
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,6,1968-spa,Belgian Grand Prix,,,,,,5,18,,0.0,10,R,4,Halfshaft,,1968
Honda,honda,Japanese,,surtees,John Surtees,British,20,1968-spa,Belgian Grand Prix,,,,,,4,11,,0.0,11,R,4,Suspension,,1968
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,22,1968-spa,Belgian Grand Prix,,,,,,1,8,,0.0,12,R,4,Radiator,,1968
Cooper-BRM,cooper-brm,British,,redman,Brian Redman,British,16,1968-spa,Belgian Grand Prix,,,,,,11,6,,0.0,13,R,4,Spun off,,1968
BRM,brm,British,,attwood,Richard Attwood,British,12,1968-spa,Belgian Grand Prix,,,,,,18,6,,0.0,14,R,4,Oil pipe,,1968
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,18,1968-spa,Belgian Grand Prix,,,,,,10,6,,0.0,15,R,4,Throttle,,1968
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,1,1968-spa,Belgian Grand Prix,,,,,,14,5,,0.0,16,R,4,Halfshaft,,1968
Brabham-Repco,brabham-repco,British,,rindt,Jochen Rindt,Austrian,19,1968-spa,Belgian Grand Prix,,,,,,17,5,,0.0,17,R,4,Engine,,1968
McLaren-BRM,mclaren-brm,British,,bonnier,Jo Bonnier,Swedish,17,1968-spa,Belgian Grand Prix,,,,,,16,1,,0.0,18,R,4,Wheel,,1968
Matra-Ford,matra-ford,French,,stewart,Jackie Stewart,British,8,1968-zandvoort,Dutch Grand Prix,,,,,,5,90,9971200,9.0,1,1,5,Finished,2:46:11.200,1968
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,17,1968-zandvoort,Dutch Grand Prix,,,,,,16,90,10065130,6.0,2,2,5,Finished,+1:33.930,1968
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,15,1968-zandvoort,Dutch Grand Prix,,,,,,11,89,,4.0,3,3,5,+1 Lap,,1968
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,10,1968-zandvoort,Dutch Grand Prix,,,,,,6,88,,3.0,4,4,5,+2 Laps,,1968
Brabham-Repco,brabham-repco,British,,moser,Silvio Moser,Swiss,22,1968-zandvoort,Dutch Grand Prix,,,,,,7,87,,2.0,5,5,5,+3 Laps,,1968
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,9,1968-zandvoort,Dutch Grand Prix,,,,,,1,85,,1.0,6,6,5,+5 Laps,,1968
BRM,brm,British,,attwood,Richard Attwood,British,16,1968-zandvoort,Dutch Grand Prix,,,,,,15,85,,0.0,7,7,5,+5 Laps,,1968
McLaren-BRM,mclaren-brm,British,,bonnier,Jo Bonnier,Swedish,19,1968-zandvoort,Dutch Grand Prix,,,,,,19,82,,0.0,8,8,5,+8 Laps,,1968
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,3,1968-zandvoort,Dutch Grand Prix,,,,,,3,81,,0.0,9,9,5,Accident,,1968
Lotus-Ford,lotus-ford,British,,oliver,Jackie Oliver,British,4,1968-zandvoort,Dutch Grand Prix,,,,,,10,80,,0.0,10,R,5,Not classified,,1968
