pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,46,100.669,100.864,97.423,2.475,0.0
2,LEC,Ferrari,16,45,101.414,100.873,98.994,2.024,0.745
3,VER,Red Bull Racing,33,46,101.693,101.131,98.396,2.717,1.024
4,OCO,Alpine,31,45,101.921,101.2,100.598,2.118,1.252
5,TSU,AlphaTauri,22,43,101.961,101.233,99.96,1.676,1.292
6,ALO,Alpine,14,46,101.618,101.237,98.686,2.273,0.949
7,STR,Aston Martin,18,46,102.017,101.27,100.464,2.322,1.348
8,RAI,Alfa Romeo Racing,7,46,102.283,101.299,100.289,3.157,1.614
9,SAI,Ferrari,55,46,101.504,101.3,99.294,2.331,0.835
10,LAT,Williams,6,41,101.613,101.372,100.0,1.401,0.944
11,PER,Red Bull Racing,11,46,101.429,101.386,99.215,2.626,0.76
12,VET,Aston Martin,5,45,101.785,101.4,99.251,1.975,1.116
13,HAM,Mercedes,44,46,100.677,101.408,97.575,2.876,0.008
14,RIC,McLaren,3,46,101.548,101.526,99.124,2.395,0.879
15,RUS,Williams,63,46,102.281,101.611,100.596,3.101,1.612
16,GAS,AlphaTauri,10,45,101.956,101.612,98.279,2.078,1.287
17,BOT,Mercedes,77,46,102.172,101.65,98.216,2.59,1.503
18,GIO,Alfa Romeo Racing,99,45,102.745,101.998,99.058,3.437,2.076
19,MAZ,Haas F1 Team,9,44,104.1,103.105,101.713,3.115,3.431
20,MSC,Haas F1 Team,47,27,103.035,103.579,100.276,1.592,2.366
