pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,62,76.706,76.648,75.594,1.038,0.0
2,ALO,Aston Martin,14,62,76.908,76.815,75.779,1.245,0.202
3,HAM,Mercedes,44,62,76.958,76.97,75.396,1.174,0.252
4,SAI,Ferrari,55,64,77.817,77.038,75.911,3.444,1.111
5,LEC,Ferrari,16,64,77.757,77.122,75.907,3.348,1.051
6,GAS,Alpine,10,62,78.505,77.291,76.425,4.118,1.799
7,STR,Aston Martin,18,62,78.148,77.324,76.564,2.811,1.442
8,PIA,McLaren,81,62,77.905,77.356,76.598,1.522,1.199
9,OCO,Alpine,31,62,77.788,77.41,76.782,1.287,1.082
10,PER,Red Bull Racing,11,62,78.02,77.42,74.481,3.519,1.314
11,NOR,McLaren,4,62,77.921,77.444,76.374,1.567,1.215
12,TSU,AlphaTauri,22,62,78.282,77.492,76.666,3.28,1.576
13,BOT,Alfa Romeo,77,64,78.534,77.75,76.625,3.316,1.828
14,RUS,Mercedes,63,48,78.327,77.928,77.097,1.559,1.621
15,ALB,Williams,23,64,78.17,78.004,76.917,1.571,1.464
16,HUL,Haas F1 Team,27,61,78.628,78.148,77.232,2.322,1.922
17,MAG,Haas F1 Team,20,61,78.795,78.31,76.126,3.444,2.089
18,ZHO,Alfa Romeo,24,61,78.436,78.322,77.09,1.648,1.73
19,DEV,AlphaTauri,21,61,79.277,78.404,76.656,5.512,2.571
20,SAR,Williams,2,6,81.679,79.342,78.437,5.618,4.973
