stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,HAM,Mercedes,SOFT,2.0,33.0,53.0,21,96.943,97.047,95.761
2,BOT,Mercedes,SOFT,2.0,33.0,53.0,21,97.076,97.03,96.316
3,LEC,Ferrari,SOFT,3.0,33.0,53.0,21,97.113,96.971,96.193
4,VER,Red Bull Racing,MEDIUM,2.0,33.0,53.0,21,97.502,97.481,96.937
5,LEC,Ferrari,MEDIUM,2.0,24.0,27.0,4,97.61,97.53,97.321
6,ALB,Red Bull Racing,SOFT,2.0,33.0,53.0,21,98.501,98.179,96.762
7,HAM,Mercedes,MEDIUM,1.0,5.0,27.0,22,98.85,98.586,98.263
8,VET,Ferrari,SOFT,1.0,5.0,25.0,21,98.859,98.843,98.245
9,LEC,Ferrari,SOFT,1.0,4.0,21.0,18,99.068,99.06,98.441
10,BOT,Mercedes,MEDIUM,1.0,5.0,27.0,23,99.375,99.207,98.453
11,MAG,Haas F1 Team,MEDIUM,2.0,31.0,53.0,22,99.484,99.271,98.13
12,KVY,Toro Rosso,SOFT,3.0,33.0,53.0,21,99.572,99.499,98.228
13,HUL,Renault,SOFT,3.0,31.0,53.0,22,99.857,99.285,98.519
14,RAI,Alfa Romeo Racing,SOFT,3.0,31.0,53.0,22,99.991,99.71,98.589
15,STR,Racing Point,SOFT,2.0,31.0,53.0,22,99.997,99.37,98.611
16,VER,Red Bull Racing,SOFT,1.0,4.0,27.0,24,100.543,100.202,99.355
17,SAI,McLaren,MEDIUM,2.0,23.0,53.0,28,101.038,99.176,98.02
18,PER,Racing Point,MEDIUM,2.0,25.0,53.0,26,101.225,99.158,98.043
19,SAI,McLaren,SOFT,1.0,4.0,20.0,17,101.323,101.145,100.364
20,PER,Racing Point,SOFT,1.0,4.0,22.0,19,101.435,101.384,99.922
21,NOR,McLaren,MEDIUM,2.0,22.0,53.0,29,101.446,99.59,98.301
22,RAI,Alfa Romeo Racing,MEDIUM,2.0,11.0,26.0,16,101.498,101.292,100.808
23,NOR,McLaren,SOFT,1.0,4.0,19.0,16,101.548,101.316,100.368
24,MAG,Haas F1 Team,SOFT,1.0,4.0,26.0,23,101.571,101.135,100.151
25,STR,Racing Point,MEDIUM,1.0,4.0,26.0,23,101.642,101.319,100.088
26,ALB,Red Bull Racing,MEDIUM,1.0,4.0,26.0,23,101.691,101.677,99.942
27,HUL,Renault,MEDIUM,2.0,18.0,27.0,10,101.71,100.489,99.989
28,GIO,Alfa Romeo Racing,MEDIUM,3.0,30.0,53.0,23,101.772,99.85,98.696
29,HUL,Renault,SOFT,1.0,4.0,15.0,12,101.842,101.684,100.249
30,KVY,Toro Rosso,HARD,1.0,4.0,26.0,23,101.947,101.746,100.583
31,GAS,Toro Rosso,MEDIUM,1.0,4.0,25.0,22,102.177,101.818,100.695
32,RUS,Williams,MEDIUM,1.0,5.0,26.0,22,102.466,102.36,101.705
33,GIO,Alfa Romeo Racing,HARD,2.0,4.0,26.0,23,102.595,102.436,101.248
34,GAS,Toro Rosso,SOFT,2.0,28.0,53.0,24,102.602,99.83,98.606
35,RIC,Renault,MEDIUM,2.0,4.0,23.0,20,102.633,102.408,101.284
36,RAI,Alfa Romeo Racing,MEDIUM,1.0,4.0,8.0,5,103.351,103.456,102.197
37,KUB,Williams,MEDIUM,3.0,5.0,26.0,22,103.749,103.588,102.327
