Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
GIO,Alfa Romeo Racing,1,2.0,MEDIUM,HARD
GAS,AlphaTauri,3,,HARD,
RIC,McLaren,22,23.0,MEDIUM,HARD
VET,Aston Martin,22,23.0,MEDIUM,HARD
LAT,Williams,23,24.0,MEDIUM,HARD
MSC,Haas F1 Team,23,24.0,MEDIUM,HARD
VER,Red Bull Racing,23,24.0,MEDIUM,HARD
MAZ,Haas F1 Team,24,25.0,MEDIUM,SOFT
NOR,McLaren,24,25.0,MEDIUM,HARD
ALO,Alpine,25,26.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,25,26.0,HARD,MEDIUM
HAM,Mercedes,25,,HARD,
STR,Aston Martin,25,26.0,MEDIUM,HARD
BOT,Mercedes,26,29.0,HARD,MEDIUM
KUB,Alfa Romeo Racing,26,27.0,HARD,MEDIUM
LEC,Ferrari,26,31.0,MEDIUM,HARD
OCO,Alpine,26,27.0,MEDIUM,HARD
PER,Red Bull Racing,26,29.0,MEDIUM,HARD
RUS,Williams,26,27.0,MEDIUM,HARD
SAI,Ferrari,26,29.0,MEDIUM,HARD
VET,Aston Martin,26,27.0,HARD,MEDIUM
MAZ,Haas F1 Team,28,30.0,SOFT,HARD
MAZ,Haas F1 Team,39,40.0,HARD,SOFT
