pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,RIC,McLaren,3,44,86.294,86.32,84.812,0.865,0.0
2,NOR,McLaren,4,45,86.742,86.497,84.971,2.429,0.448
3,PER,Red Bull Racing,11,47,86.851,86.536,85.156,2.723,0.557
4,LEC,Ferrari,16,45,86.497,86.543,85.319,0.663,0.203
5,BOT,Mercedes,77,47,86.872,86.596,84.827,2.774,0.578
6,VER,Red Bull Racing,33,21,86.611,86.668,85.173,0.535,0.317
7,HAM,Mercedes,44,22,86.728,86.768,85.87,0.415,0.434
8,SAI,Ferrari,55,47,87.211,86.954,85.559,2.759,0.917
9,GIO,Alfa Romeo Racing,99,45,87.355,87.007,85.718,2.466,1.061
10,VET,Aston Martin,5,45,87.559,87.137,85.938,2.488,1.265
11,STR,Aston Martin,18,46,87.399,87.252,85.853,2.749,1.105
12,ALO,Alpine,14,46,87.457,87.309,85.472,2.851,1.163
13,RUS,Williams,63,46,87.199,87.407,85.835,0.814,0.905
14,LAT,Williams,6,46,88.186,87.44,85.953,4.917,1.892
15,OCO,Alpine,31,46,87.206,87.462,85.566,0.827,0.912
16,KUB,Alfa Romeo Racing,88,46,87.49,87.709,85.849,0.79,1.196
17,MSC,Haas F1 Team,47,47,89.824,88.453,86.707,5.498,3.53
18,MAZ,Haas F1 Team,9,33,90.05,88.796,87.202,5.451,3.756
19,GAS,AlphaTauri,10,1,89.005,89.005,89.005,0.0,2.711
