Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,1,Red Bull Racing,1.0,0 days 00:01:48.811000,108.811,,0 days 00:00:30.570000,0 days 00:00:43.417000,MEDIUM,4.0,1.0,,,1.0,False,124
PIA,81,McLaren,1.0,0 days 00:01:51.659000,111.659,,0 days 00:00:30.716000,0 days 00:00:44.641000,MEDIUM,7.0,1.0,,,2.0,False,124
ALO,14,Aston Martin,1.0,0 days 00:01:53.076000,113.076,,0 days 00:00:30.916000,0 days 00:00:44.814000,MEDIUM,6.0,1.0,,,3.0,False,124
LEC,16,Ferrari,1.0,0 days 00:01:55.203000,115.203,,0 days 00:00:31.149000,0 days 00:00:45.982000,MEDIUM,9.0,1.0,,,4.0,False,124
OCO,31,Alpine,1.0,0 days 00:01:56.609000,116.609,,0 days 00:00:31.441000,0 days 00:00:46.773000,MEDIUM,8.0,1.0,,,5.0,False,124
NOR,4,McLaren,1.0,0 days 00:01:58.297000,118.297,,0 days 00:00:31.542000,0 days 00:00:47.966000,MEDIUM,8.0,1.0,,,6.0,False,124
GAS,10,Alpine,1.0,0 days 00:01:59.728000,119.728,,0 days 00:00:31.778000,0 days 00:00:48.815000,MEDIUM,8.0,1.0,,,7.0,False,124
TSU,22,AlphaTauri,1.0,0 days 00:02:00.627000,120.627,,0 days 00:00:32.149000,0 days 00:00:49.088000,MEDIUM,1.0,1.0,,,8.0,False,124
BOT,77,Alfa Romeo,1.0,0 days 00:02:01.644000,121.644,,0 days 00:00:32.307000,0 days 00:00:49.637000,SOFT,4.0,1.0,,,9.0,False,124
HUL,27,Haas F1 Team,1.0,0 days 00:02:02.980000,122.98,,0 days 00:00:32.936000,0 days 00:00:49.804000,MEDIUM,8.0,1.0,,,10.0,False,124
ALB,23,Williams,1.0,0 days 00:02:04.413000,124.413,,0 days 00:00:33.436000,0 days 00:00:49.878000,MEDIUM,1.0,1.0,,,11.0,False,124
SAR,2,Williams,1.0,0 days 00:02:05.189000,125.189,,0 days 00:00:35.024000,0 days 00:00:49.062000,MEDIUM,1.0,1.0,,,12.0,False,124
STR,18,Aston Martin,1.0,0 days 00:02:07.271000,127.271,,0 days 00:00:37.222000,0 days 00:00:48.875000,MEDIUM,9.0,1.0,,,13.0,False,124
MAG,20,Haas F1 Team,1.0,0 days 00:02:08.724000,128.724,,0 days 00:00:37.962000,0 days 00:00:49.349000,SOFT,1.0,1.0,,,14.0,False,124
LAW,40,AlphaTauri,1.0,0 days 00:02:10.307000,130.307,,0 days 00:00:39.035000,0 days 00:00:49.630000,SOFT,1.0,1.0,,,15.0,False,124
ZHO,24,Alfa Romeo,1.0,0 days 00:02:11.955000,131.955,,0 days 00:00:39.914000,0 days 00:00:50.147000,MEDIUM,1.0,1.0,,,16.0,False,124
PER,11,Red Bull Racing,1.0,0 days 00:02:14.418000,134.418,,0 days 00:00:41.206000,0 days 00:00:47.980000,HARD,1.0,1.0,0 days 01:02:44.146000,,17.0,False,124
RUS,63,Mercedes,1.0,0 days 00:02:16.894000,136.894,,0 days 00:00:41.199000,0 days 00:00:52.720000,MEDIUM,8.0,1.0,,0 days 01:04:46.723000,18.0,False,124
VER,1,Red Bull Racing,2.0,0 days 00:02:25.603000,145.603,0 days 00:00:56.965000,0 days 00:00:45.684000,0 days 00:00:42.954000,MEDIUM,5.0,1.0,,,1.0,True,4
PIA,81,McLaren,2.0,0 days 00:02:23.629000,143.629,0 days 00:00:55.850000,0 days 00:00:44.563000,0 days 00:00:43.216000,MEDIUM,8.0,1.0,,,2.0,True,4
ALO,14,Aston Martin,2.0,0 days 00:02:23.156000,143.156,0 days 00:00:55.085000,0 days 00:00:45.006000,0 days 00:00:43.065000,MEDIUM,7.0,1.0,,,3.0,True,4
LEC,16,Ferrari,2.0,0 days 00:02:22.066000,142.066,0 days 00:00:54.034000,0 days 00:00:44.896000,0 days 00:00:43.136000,MEDIUM,10.0,1.0,,,4.0,True,4
OCO,31,Alpine,2.0,0 days 00:02:21.537000,141.537,0 days 00:00:53.539000,0 days 00:00:45.071000,0 days 00:00:42.927000,MEDIUM,9.0,1.0,,,5.0,True,4
NOR,4,McLaren,2.0,0 days 00:02:21.989000,141.989,0 days 00:00:52.963000,0 days 00:00:46.431000,0 days 00:00:42.595000,MEDIUM,9.0,1.0,,,6.0,True,4
GAS,10,Alpine,2.0,0 days 00:02:22.670000,142.67,0 days 00:00:52.235000,0 days 00:00:46.776000,0 days 00:00:43.659000,MEDIUM,9.0,1.0,,,7.0,True,4
TSU,22,AlphaTauri,2.0,0 days 00:02:23.214000,143.214,0 days 00:00:53.578000,0 days 00:00:46.077000,0 days 00:00:43.559000,MEDIUM,2.0,1.0,,,8.0,True,4
BOT,77,Alfa Romeo,2.0,0 days 00:02:23.530000,143.53,0 days 00:00:53.223000,0 days 00:00:46.145000,0 days 00:00:44.162000,SOFT,5.0,1.0,,,9.0,True,4
HUL,27,Haas F1 Team,2.0,0 days 00:02:24.208000,144.208,0 days 00:00:52.614000,0 days 00:00:46.348000,0 days 00:00:45.246000,MEDIUM,9.0,1.0,,,10.0,True,4
ALB,23,Williams,2.0,0 days 00:02:24.139000,144.139,0 days 00:00:52.646000,0 days 00:00:46.617000,0 days 00:00:44.876000,MEDIUM,2.0,1.0,,,11.0,True,4
SAR,2,Williams,2.0,0 days 00:02:24.779000,144.779,0 days 00:00:52.581000,0 days 00:00:46.707000,0 days 00:00:45.491000,MEDIUM,2.0,1.0,,,12.0,True,4
STR,18,Aston Martin,2.0,0 days 00:02:24.388000,144.388,0 days 00:00:51.861000,0 days 00:00:46.793000,0 days 00:00:45.734000,MEDIUM,10.0,1.0,,,13.0,True,4
MAG,20,Haas F1 Team,2.0,0 days 00:02:24.703000,144.703,0 days 00:00:51.461000,0 days 00:00:46.835000,0 days 00:00:46.407000,SOFT,2.0,1.0,,,14.0,True,4
