pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,48,87.956,86.637,84.842,4.892,0.737
2,PIA,McLaren,81,47,87.219,86.876,84.921,1.673,0.0
3,RUS,Mercedes,63,46,87.745,87.164,85.77,1.734,0.526
4,LEC,Ferrari,16,47,87.886,87.37,84.992,1.659,0.667
5,VER,Red Bull Racing,1,47,87.238,87.515,84.319,1.536,0.019
6,ALO,Aston Martin,14,47,88.092,87.644,86.045,1.804,0.873
7,OCO,Alpine,31,47,88.278,87.892,86.45,1.369,1.059
8,PER,Red Bull Racing,11,47,88.429,88.003,86.22,1.756,1.21
9,BOT,Alfa Romeo,77,48,88.772,88.19,86.652,1.72,1.553
10,ZHO,Alfa Romeo,24,48,89.525,88.255,86.323,6.514,2.306
11,ALB,Williams,23,48,89.353,88.316,86.666,5.415,2.134
12,GAS,Alpine,10,48,88.992,88.332,85.793,4.775,1.773
13,STR,Aston Martin,18,48,88.855,88.418,86.352,1.72,1.636
14,MAG,Haas F1 Team,20,47,89.248,88.703,87.067,1.796,2.029
15,TSU,AlphaTauri,22,47,89.709,88.753,87.174,4.808,2.49
16,HUL,Haas F1 Team,27,47,89.47,88.839,86.444,5.199,2.251
17,LAW,AlphaTauri,40,47,89.719,89.279,87.113,1.549,2.5
18,SAR,Williams,2,33,92.425,89.47,87.983,11.07,5.206
