stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,GAS,AlphaTauri,SOFT,5.0,70.0,70.0,1,78.394,78.394,78.394
2,HAM,Mercedes,MEDIUM,5.0,49.0,70.0,22,80.834,80.982,78.715
3,ALO,Alpine,HARD,4.0,41.0,70.0,30,81.82,81.7,80.359
4,OCO,Alpine,HARD,4.0,39.0,70.0,32,81.851,81.794,81.421
5,VET,Aston Martin,HARD,4.0,38.0,70.0,33,81.89,81.799,81.459
6,HAM,Mercedes,HARD,4.0,21.0,46.0,26,81.892,81.604,80.609
7,SAI,Ferrari,HARD,4.0,34.0,70.0,37,82.051,81.873,81.423
8,RAI,Alfa Romeo Racing,SOFT,5.0,55.0,69.0,15,82.126,81.921,81.518
9,VER,Red Bull Racing,MEDIUM,6.0,42.0,70.0,29,82.261,82.299,80.945
10,GAS,AlphaTauri,HARD,4.0,32.0,67.0,36,82.421,82.388,81.33
11,TSU,AlphaTauri,HARD,4.0,24.0,70.0,46,83.248,83.091,82.45
12,RUS,Williams,HARD,4.0,23.0,70.0,48,83.303,83.388,82.112
13,MSC,Haas F1 Team,HARD,4.0,36.0,69.0,33,83.309,83.158,82.711
14,GIO,Alfa Romeo Racing,HARD,6.0,35.0,69.0,34,83.333,83.24,82.736
15,LAT,Williams,HARD,4.0,25.0,70.0,46,83.465,83.428,82.831
16,OCO,Alpine,MEDIUM,3.0,7.0,36.0,29,83.501,83.584,82.752
17,RAI,Alfa Romeo Racing,HARD,4.0,17.0,52.0,36,83.563,83.33,82.946
18,VET,Aston Martin,MEDIUM,3.0,8.0,35.0,28,83.569,83.703,82.829
19,ALO,Alpine,MEDIUM,3.0,8.0,38.0,31,83.572,82.951,82.188
20,SAI,Ferrari,MEDIUM,3.0,8.0,31.0,24,83.745,84.304,81.898
21,RIC,McLaren,HARD,4.0,22.0,69.0,46,83.818,83.511,82.802
22,VER,Red Bull Racing,HARD,5.0,22.0,39.0,18,84.018,84.002,82.764
23,GIO,Alfa Romeo Racing,MEDIUM,5.0,13.0,32.0,19,84.019,84.045,83.464
24,GAS,AlphaTauri,MEDIUM,3.0,7.0,29.0,22,84.228,83.912,82.825
25,LAT,Williams,MEDIUM,3.0,8.0,22.0,15,84.519,84.543,84.297
26,TSU,AlphaTauri,MEDIUM,3.0,7.0,21.0,15,84.576,84.576,84.166
27,HAM,Mercedes,MEDIUM,3.0,6.0,18.0,10,84.597,85.101,83.219
28,VER,Red Bull Racing,MEDIUM,4.0,8.0,19.0,11,84.885,85.041,83.832
29,RUS,Williams,MEDIUM,3.0,8.0,20.0,13,85.032,85.031,84.493
30,RIC,McLaren,MEDIUM,3.0,6.0,19.0,14,85.132,85.181,83.913
31,RAI,Alfa Romeo Racing,MEDIUM,3.0,8.0,14.0,7,85.322,85.169,85.062
32,MSC,Haas F1 Team,MEDIUM,3.0,6.0,33.0,27,85.374,85.395,84.409
33,GIO,Alfa Romeo Racing,MEDIUM,4.0,5.0,9.0,5,85.916,85.892,85.801
