circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain,2006-03-12,2006-sakhir,Bahrain Grand Prix,sakhir,26.0325,Sakhir,50.5106,1,2006,14:30:00Z,https://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,2006
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2006-03-19,2006-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,2,2006,15:00:00Z,https://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,2006
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2006-04-02,2006-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,3,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,2006
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,2006-04-23,2006-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,4,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,2006
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,2006-05-07,2006-n-rburg,European Grand Prix,n-rburg,50.3356,Nürburg,6.9475,5,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_European_Grand_Prix,2006
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2006-05-14,2006-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,6,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,2006
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2006-05-28,2006-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,7,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix,2006
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2006-06-11,2006-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,8,2006,12:00:00Z,https://en.wikipedia.org/wiki/2006_British_Grand_Prix,2006
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2006-06-25,2006-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,9,2006,13:00:00Z,https://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,2006
indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,USA,2006-07-02,2006-indianapolis,United States Grand Prix,indianapolis,39.795,Indianapolis,-86.2347,10,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,2006
magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,France,2006-07-16,2006-magny-cours,French Grand Prix,magny-cours,46.8642,Magny Cours,3.16361,11,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_French_Grand_Prix,2006
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,2006-07-30,2006-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,12,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_German_Grand_Prix,2006
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2006-08-06,2006-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,13,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,2006
istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Turkey,2006-08-27,2006-istanbul,Turkish Grand Prix,istanbul,40.9517,Istanbul,29.405,14,2006,15:00:00Z,https://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,2006
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2006-09-10,2006-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,15,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,2006
shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,China,2006-10-01,2006-shanghai,Chinese Grand Prix,shanghai,31.3389,Shanghai,121.22,16,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,2006
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2006-10-08,2006-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,17,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,2006
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2006-10-22,2006-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,18,2006,14:00:00Z,https://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,2006
