circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2000-03-12,2000-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,2000,,https://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,2000
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2000-03-26,2000-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,2,2000,,https://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,2000
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,2000-04-09,2000-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,3,2000,,https://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,2000
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2000-04-23,2000-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,4,2000,,https://en.wikipedia.org/wiki/2000_British_Grand_Prix,2000
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2000-05-07,2000-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,5,2000,,https://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,2000
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,2000-05-21,2000-n-rburg,European Grand Prix,n-rburg,50.3356,Nürburg,6.9475,6,2000,,https://en.wikipedia.org/wiki/2000_European_Grand_Prix,2000
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2000-06-04,2000-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,7,2000,,https://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,2000
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2000-06-18,2000-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,8,2000,,https://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,2000
magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,France,2000-07-02,2000-magny-cours,French Grand Prix,magny-cours,46.8642,Magny Cours,3.16361,9,2000,,https://en.wikipedia.org/wiki/2000_French_Grand_Prix,2000
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,2000-07-16,2000-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,10,2000,,https://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,2000
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,2000-07-30,2000-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,11,2000,,https://en.wikipedia.org/wiki/2000_German_Grand_Prix,2000
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2000-08-13,2000-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,12,2000,,https://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,2000
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2000-08-27,2000-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,13,2000,,https://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,2000
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2000-09-10,2000-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,14,2000,,https://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,2000
indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,USA,2000-09-24,2000-indianapolis,United States Grand Prix,indianapolis,39.795,Indianapolis,-86.2347,15,2000,,https://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,2000
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2000-10-08,2000-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,16,2000,,https://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,2000
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2000-10-22,2000-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,17,2000,,https://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,2000
