constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,1,2000-melbourne,Australian Grand Prix,1,1:30.556,,,1,2000
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,2,2000-melbourne,Australian Grand Prix,2,1:30.910,,,1,2000
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,2000-melbourne,Australian Grand Prix,3,1:31.075,,,1,2000
Ferrari,ferrari,Italian,BAR,barrichello,Rubens Barrichello,Brazilian,4,2000-melbourne,Australian Grand Prix,4,1:31.102,,,1,2000
Jordan,jordan,Irish,,frentzen,Heinz-Harald Frentzen,German,5,2000-melbourne,Australian Grand Prix,5,1:31.359,,,1,2000
Jordan,jordan,Irish,TRU,trulli,Jarno Trulli,Italian,6,2000-melbourne,Australian Grand Prix,6,1:31.504,,,1,2000
Jaguar,jaguar,British,,irvine,Eddie Irvine,British,7,2000-melbourne,Australian Grand Prix,7,1:31.514,,,1,2000
BAR,bar,British,VIL,villeneuve,Jacques Villeneuve,Canadian,22,2000-melbourne,Australian Grand Prix,8,1:31.968,,,1,2000
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,11,2000-melbourne,Australian Grand Prix,9,1:31.992,,,1,2000
Sauber,sauber,Swiss,,salo,Mika Salo,Finnish,17,2000-melbourne,Australian Grand Prix,10,1:32.018,,,1,2000
Williams,williams,British,SCH,ralf_schumacher,Ralf Schumacher,German,9,2000-melbourne,Australian Grand Prix,11,1:32.220,,,1,2000
Arrows,arrows,British,DLR,rosa,Pedro de la Rosa,Spanish,18,2000-melbourne,Australian Grand Prix,12,1:32.323,,,1,2000
Arrows,arrows,British,,verstappen,Jos Verstappen,Dutch,19,2000-melbourne,Australian Grand Prix,13,1:32.477,,,1,2000
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,12,2000-melbourne,Australian Grand Prix,14,1:32.775,,,1,2000
Prost,prost,French,HEI,heidfeld,Nick Heidfeld,German,15,2000-melbourne,Australian Grand Prix,15,1:33.024,,,1,2000
BAR,bar,British,ZON,zonta,Ricardo Zonta,Brazilian,23,2000-melbourne,Australian Grand Prix,16,1:33.117,,,1,2000
Prost,prost,French,,alesi,Jean Alesi,French,14,2000-melbourne,Australian Grand Prix,17,1:33.197,,,1,2000
Minardi,minardi,Italian,,gene,Marc Gené,Spanish,20,2000-melbourne,Australian Grand Prix,18,1:33.261,,,1,2000
Sauber,sauber,Swiss,,diniz,Pedro Diniz,Brazilian,16,2000-melbourne,Australian Grand Prix,19,1:33.378,,,1,2000
Jaguar,jaguar,British,,herbert,Johnny Herbert,British,8,2000-melbourne,Australian Grand Prix,20,1:33.638,,,1,2000
Williams,williams,British,BUT,button,Jenson Button,British,22,2000-melbourne,Australian Grand Prix,21,1:33.828,,,1,2000
Minardi,minardi,Italian,,mazzacane,Gastón Mazzacane,Argentine,21,2000-melbourne,Australian Grand Prix,22,1:34.705,,,1,2000
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,1,2000-imola,San Marino Grand Prix,1,1:24.714,,,3,2000
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,2000-imola,San Marino Grand Prix,2,1:24.805,,,3,2000
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,2,2000-imola,San Marino Grand Prix,3,1:25.014,,,3,2000
Ferrari,ferrari,Italian,BAR,barrichello,Rubens Barrichello,Brazilian,4,2000-imola,San Marino Grand Prix,4,1:25.871,,,3,2000
Williams,williams,British,SCH,ralf_schumacher,Ralf Schumacher,German,9,2000-imola,San Marino Grand Prix,5,1:25.871,,,3,2000
Jordan,jordan,Irish,,frentzen,Heinz-Harald Frentzen,German,5,2000-imola,San Marino Grand Prix,6,1:25.892,,,3,2000
Jaguar,jaguar,British,,irvine,Eddie Irvine,British,7,2000-imola,San Marino Grand Prix,7,1:25.929,,,3,2000
Jordan,jordan,Irish,TRU,trulli,Jarno Trulli,Italian,6,2000-imola,San Marino Grand Prix,8,1:26.002,,,3,2000
BAR,bar,British,VIL,villeneuve,Jacques Villeneuve,Canadian,22,2000-imola,San Marino Grand Prix,9,1:26.124,,,3,2000
Sauber,sauber,Swiss,,diniz,Pedro Diniz,Brazilian,16,2000-imola,San Marino Grand Prix,10,1:26.238,,,3,2000
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,12,2000-imola,San Marino Grand Prix,11,1:26.281,,,3,2000
Sauber,sauber,Swiss,,salo,Mika Salo,Finnish,17,2000-imola,San Marino Grand Prix,12,1:26.336,,,3,2000
Arrows,arrows,British,DLR,rosa,Pedro de la Rosa,Spanish,18,2000-imola,San Marino Grand Prix,13,1:26.349,,,3,2000
BAR,bar,British,ZON,zonta,Ricardo Zonta,Brazilian,23,2000-imola,San Marino Grand Prix,14,1:26.814,,,3,2000
Prost,prost,French,,alesi,Jean Alesi,French,14,2000-imola,San Marino Grand Prix,15,1:26.824,,,3,2000
Arrows,arrows,British,,verstappen,Jos Verstappen,Dutch,19,2000-imola,San Marino Grand Prix,16,1:26.845,,,3,2000
Jaguar,jaguar,British,,herbert,Johnny Herbert,British,8,2000-imola,San Marino Grand Prix,17,1:27.051,,,3,2000
Williams,williams,British,BUT,button,Jenson Button,British,22,2000-imola,San Marino Grand Prix,18,1:27.135,,,3,2000
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,11,2000-imola,San Marino Grand Prix,19,1:27.253,,,3,2000
Minardi,minardi,Italian,,mazzacane,Gastón Mazzacane,Argentine,21,2000-imola,San Marino Grand Prix,20,1:28.161,,,3,2000
Minardi,minardi,Italian,,gene,Marc Gené,Spanish,20,2000-imola,San Marino Grand Prix,21,1:28.333,,,3,2000
Prost,prost,French,HEI,heidfeld,Nick Heidfeld,German,15,2000-imola,San Marino Grand Prix,22,1:28.361,,,3,2000
Ferrari,ferrari,Italian,BAR,barrichello,Rubens Barrichello,Brazilian,4,2000-silverstone,British Grand Prix,1,1:25.703,,,4,2000
Jordan,jordan,Irish,,frentzen,Heinz-Harald Frentzen,German,5,2000-silverstone,British Grand Prix,2,1:25.706,,,4,2000
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,1,2000-silverstone,British Grand Prix,3,1:25.741,,,4,2000
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,2,2000-silverstone,British Grand Prix,4,1:26.088,,,4,2000
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,2000-silverstone,British Grand Prix,5,1:26.161,,,4,2000
Williams,williams,British,BUT,button,Jenson Button,British,22,2000-silverstone,British Grand Prix,6,1:26.733,,,4,2000
Williams,williams,British,SCH,ralf_schumacher,Ralf Schumacher,German,9,2000-silverstone,British Grand Prix,7,1:26.786,,,4,2000
Arrows,arrows,British,,verstappen,Jos Verstappen,Dutch,19,2000-silverstone,British Grand Prix,8,1:26.793,,,4,2000
Jaguar,jaguar,British,,irvine,Eddie Irvine,British,7,2000-silverstone,British Grand Prix,9,1:26.818,,,4,2000
BAR,bar,British,VIL,villeneuve,Jacques Villeneuve,Canadian,22,2000-silverstone,British Grand Prix,10,1:27.025,,,4,2000
Jordan,jordan,Irish,TRU,trulli,Jarno Trulli,Italian,6,2000-silverstone,British Grand Prix,11,1:27.164,,,4,2000
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,11,2000-silverstone,British Grand Prix,12,1:27.253,,,4,2000
Sauber,sauber,Swiss,,diniz,Pedro Diniz,Brazilian,16,2000-silverstone,British Grand Prix,13,1:27.301,,,4,2000
Jaguar,jaguar,British,,herbert,Johnny Herbert,British,8,2000-silverstone,British Grand Prix,14,1:27.461,,,4,2000
Prost,prost,French,,alesi,Jean Alesi,French,14,2000-silverstone,British Grand Prix,15,1:27.559,,,4,2000
BAR,bar,British,ZON,zonta,Ricardo Zonta,Brazilian,23,2000-silverstone,British Grand Prix,16,1:27.772,,,4,2000
Prost,prost,French,HEI,heidfeld,Nick Heidfeld,German,15,2000-silverstone,British Grand Prix,17,1:27.806,,,4,2000
Sauber,sauber,Swiss,,salo,Mika Salo,Finnish,17,2000-silverstone,British Grand Prix,18,1:28.110,,,4,2000
Arrows,arrows,British,DLR,rosa,Pedro de la Rosa,Spanish,18,2000-silverstone,British Grand Prix,19,1:28.135,,,4,2000
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,12,2000-silverstone,British Grand Prix,20,1:28.205,,,4,2000
Minardi,minardi,Italian,,gene,Marc Gené,Spanish,20,2000-silverstone,British Grand Prix,21,1:28.253,,,4,2000
Minardi,minardi,Italian,,mazzacane,Gastón Mazzacane,Argentine,21,2000-silverstone,British Grand Prix,22,1:29.174,,,4,2000
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,2000-suzuka,Japanese Grand Prix,1,1:35.825,,,16,2000
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,1,2000-suzuka,Japanese Grand Prix,2,1:35.834,,,16,2000
