Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
STR,Racing Point,1,2.0,MEDIUM,HARD
GAS,AlphaTauri,8,,SOFT,
GRO,Haas F1 Team,9,10.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,10,11.0,SOFT,MEDIUM
RUS,Williams,11,12.0,MEDIUM,HARD
LEC,Ferrari,13,14.0,SOFT,HARD
NOR,McLaren,13,14.0,SOFT,MEDIUM
OCO,Renault,13,14.0,MEDIUM,HARD
ALB,Red Bull Racing,14,15.0,SOFT,HARD
KVY,AlphaTauri,14,15.0,SOFT,HARD
RIC,Renault,14,15.0,SOFT,HARD
SAI,McLaren,17,18.0,SOFT,MEDIUM
VER,Red Bull Racing,18,19.0,MEDIUM,HARD
BOT,Mercedes,19,20.0,MEDIUM,HARD
MAG,Haas F1 Team,27,28.0,MEDIUM,HARD
PER,Racing Point,27,28.0,MEDIUM,HARD
STR,Racing Point,29,30.0,HARD,MEDIUM
HAM,Mercedes,30,31.0,MEDIUM,HARD
LAT,Williams,34,35.0,MEDIUM,HARD
VET,Ferrari,39,40.0,MEDIUM,HARD
MAG,Haas F1 Team,47,,HARD,
RAI,Alfa Romeo Racing,48,49.0,MEDIUM,SOFT
GRO,Haas F1 Team,50,51.0,HARD,SOFT
BOT,Mercedes,51,52.0,HARD,SOFT
KVY,AlphaTauri,51,52.0,HARD,SOFT
PER,Racing Point,51,52.0,HARD,SOFT
SAI,McLaren,51,52.0,MEDIUM,SOFT
VET,Ferrari,51,52.0,HARD,SOFT
HAM,Mercedes,52,53.0,HARD,SOFT
STR,Racing Point,52,53.0,MEDIUM,SOFT
NOR,McLaren,53,54.0,MEDIUM,SOFT
ALB,Red Bull Racing,59,60.0,HARD,SOFT
