stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,ALB,Red Bull Racing,SOFT,3.0,61.0,63.0,3,77.64,76.495,76.177
2,HAM,Mercedes,HARD,2.0,32.0,51.0,20,77.984,77.984,77.279
3,VER,Red Bull Racing,HARD,2.0,20.0,50.0,30,78.553,78.667,77.637
4,PER,Racing Point,HARD,2.0,29.0,50.0,22,79.178,78.754,78.084
5,NOR,McLaren,SOFT,3.0,58.0,63.0,6,79.178,78.857,78.069
6,HAM,Mercedes,MEDIUM,1.0,1.0,29.0,29,79.205,79.136,77.502
7,BOT,Mercedes,HARD,2.0,21.0,50.0,30,79.229,78.89,78.471
8,VET,Ferrari,HARD,2.0,41.0,50.0,10,79.35,78.679,77.767
9,VER,Red Bull Racing,MEDIUM,1.0,3.0,17.0,15,79.443,79.495,78.95
10,BOT,Mercedes,MEDIUM,1.0,1.0,18.0,18,79.522,79.449,78.799
11,STR,Racing Point,MEDIUM,3.0,31.0,50.0,20,79.532,78.775,78.36
12,SAI,McLaren,MEDIUM,2.0,19.0,50.0,32,79.566,79.024,78.269
13,KVY,AlphaTauri,HARD,2.0,16.0,50.0,35,79.62,79.055,78.411
14,RUS,Williams,HARD,2.0,13.0,50.0,37,79.859,79.669,78.811
15,MAG,Haas F1 Team,HARD,2.0,30.0,46.0,16,79.871,79.59,79.273
16,GRO,Haas F1 Team,HARD,2.0,11.0,49.0,39,80.224,79.976,78.822
17,OCO,Renault,HARD,2.0,15.0,27.0,13,80.253,80.089,79.606
18,STR,Racing Point,HARD,2.0,3.0,28.0,26,80.479,80.311,79.842
19,MAG,Haas F1 Team,MEDIUM,1.0,2.0,26.0,25,80.499,80.38,79.908
20,RAI,Alfa Romeo Racing,MEDIUM,1.0,1.0,47.0,47,80.585,79.795,78.849
21,PER,Racing Point,MEDIUM,1.0,1.0,26.0,26,80.63,80.372,78.816
22,STR,Racing Point,SOFT,4.0,55.0,63.0,8,80.707,79.442,78.783
23,VET,Ferrari,MEDIUM,1.0,1.0,38.0,38,80.739,79.906,78.899
24,NOR,McLaren,MEDIUM,2.0,15.0,52.0,38,80.838,79.479,78.252
25,OCO,Renault,MEDIUM,1.0,3.0,12.0,10,81.16,81.052,80.574
26,RIC,Renault,SOFT,1.0,1.0,13.0,13,81.213,80.884,80.516
27,LAT,Williams,MEDIUM,1.0,1.0,33.0,33,81.327,80.624,79.342
28,VET,Ferrari,SOFT,3.0,55.0,63.0,8,81.341,80.196,78.792
29,LEC,Ferrari,SOFT,1.0,1.0,12.0,12,81.372,80.732,80.403
30,SAI,McLaren,SOFT,1.0,1.0,16.0,16,81.421,80.812,80.102
31,ALB,Red Bull Racing,SOFT,1.0,1.0,13.0,13,81.454,80.772,80.481
32,KVY,AlphaTauri,SOFT,1.0,1.0,13.0,13,81.523,80.864,80.341
33,RUS,Williams,MEDIUM,1.0,2.0,10.0,9,81.605,81.349,81.05
34,GAS,AlphaTauri,SOFT,1.0,1.0,7.0,7,81.667,80.835,80.403
35,GIO,Alfa Romeo Racing,MEDIUM,2.0,12.0,63.0,49,81.877,80.008,78.794
36,RIC,Renault,HARD,2.0,16.0,63.0,45,81.88,79.176,77.552
37,NOR,McLaren,SOFT,1.0,1.0,12.0,12,81.926,81.05,80.764
38,LEC,Ferrari,HARD,2.0,15.0,63.0,46,81.999,79.219,78.173
39,ALB,Red Bull Racing,HARD,2.0,16.0,58.0,40,82.683,79.336,78.448
40,GIO,Alfa Romeo Racing,SOFT,1.0,1.0,9.0,9,82.918,81.702,81.192
41,LAT,Williams,HARD,2.0,36.0,63.0,25,83.146,79.167,78.719
42,GRO,Haas F1 Team,MEDIUM,1.0,1.0,8.0,8,83.422,81.832,80.857
43,HAM,Mercedes,SOFT,3.0,56.0,63.0,7,84.164,76.644,75.484
44,GRO,Haas F1 Team,SOFT,3.0,55.0,63.0,9,84.515,80.613,79.0
45,KVY,AlphaTauri,SOFT,3.0,53.0,63.0,8,84.726,78.468,77.666
46,SAI,McLaren,SOFT,3.0,53.0,63.0,8,85.215,79.125,78.118
47,PER,Racing Point,SOFT,3.0,53.0,63.0,8,86.632,79.119,78.11
48,RAI,Alfa Romeo Racing,SOFT,2.0,50.0,63.0,11,87.902,82.232,78.088
49,BOT,Mercedes,SOFT,3.0,53.0,63.0,8,87.984,77.722,75.902
