pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,57,96.946,96.83,94.925,0.638,0.0
2,VER,Red Bull Racing,1,57,97.317,97.071,95.967,0.764,0.371
3,PIA,McLaren,81,57,97.657,98.147,95.745,0.943,0.711
4,RUS,Mercedes,63,57,98.013,98.155,97.047,0.565,1.067
5,HAM,Mercedes,44,57,98.403,98.294,97.393,0.606,1.457
6,SAI,Ferrari,55,57,98.51,98.412,96.561,0.634,1.564
7,LEC,Ferrari,16,57,97.962,98.515,95.371,1.319,1.016
8,PER,Red Bull Racing,11,56,98.638,98.528,97.477,0.694,1.692
9,HUL,Haas F1 Team,27,56,98.536,98.529,97.47,0.595,1.59
10,ALO,Aston Martin,14,56,98.55,98.541,97.741,0.479,1.604
11,COL,Williams,43,56,98.564,98.743,97.262,0.722,1.618
12,TSU,RB,22,56,98.588,98.928,96.393,1.143,1.642
13,RIC,RB,3,52,98.921,98.977,94.486,1.289,1.975
14,OCO,Alpine,31,56,99.174,99.126,97.964,0.794,2.228
15,MAG,Haas F1 Team,20,49,99.081,99.263,94.754,1.089,2.135
16,ALB,Williams,23,11,99.269,99.285,96.888,0.953,2.323
17,STR,Aston Martin,18,56,99.2,99.339,97.851,0.87,2.254
18,GAS,Alpine,10,56,99.276,99.483,96.927,1.344,2.33
19,ZHO,Kick Sauber,24,56,99.351,99.68,97.461,1.072,2.405
20,BOT,Kick Sauber,77,56,99.362,99.721,97.524,1.058,2.416
