Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Williams,33,34,INTERMEDIATE,MEDIUM
ANT,Mercedes,33,34,INTERMEDIATE,HARD
BOR,Kick Sauber,33,34,INTERMEDIATE,MEDIUM
GAS,Alpine,33,34,INTERMEDIATE,HARD
HAM,Ferrari,33,34,INTERMEDIATE,HARD
HUL,Kick Sauber,33,34,INTERMEDIATE,MEDIUM
LAW,Red Bull Racing,33,34,INTERMEDIATE,MEDIUM
STR,Aston Martin,33,34,INTERMEDIATE,HARD
TSU,Racing Bulls,33,34,INTERMEDIATE,MEDIUM
LEC,Ferrari,34,35,INTERMEDIATE,HARD
NOR,McLaren,34,35,INTERMEDIATE,HARD
PIA,McLaren,34,35,INTERMEDIATE,HARD
RUS,Mercedes,34,35,INTERMEDIATE,HARD
VER,Red Bull Racing,34,35,INTERMEDIATE,MEDIUM
BEA,Haas F1 Team,39,40,INTERMEDIATE,MEDIUM
OCO,Haas F1 Team,39,40,INTERMEDIATE,MEDIUM
ALB,Williams,44,45,MEDIUM,INTERMEDIATE
ANT,Mercedes,44,45,HARD,INTERMEDIATE
BEA,Haas F1 Team,44,45,MEDIUM,INTERMEDIATE
BOR,Kick Sauber,44,45,MEDIUM,INTERMEDIATE
HUL,Kick Sauber,44,45,MEDIUM,INTERMEDIATE
NOR,McLaren,44,45,HARD,INTERMEDIATE
RUS,Mercedes,44,45,HARD,INTERMEDIATE
STR,Aston Martin,44,45,HARD,INTERMEDIATE
GAS,Alpine,46,47,HARD,INTERMEDIATE
OCO,Haas F1 Team,46,47,MEDIUM,INTERMEDIATE
VER,Red Bull Racing,46,47,MEDIUM,INTERMEDIATE
