constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2019-melbourne,Australian Grand Prix,223.075,kph,57,1,1:25.580,2,58,5127325,26.0,1,1,1,Finished,1:25:27.325,2019
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2019-melbourne,Australian Grand Prix,221.839,kph,57,2,1:26.057,1,58,5148211,18.0,2,2,1,Finished,+20.886,2019
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2019-melbourne,Australian Grand Prix,221.327,kph,57,3,1:26.256,4,58,5149845,15.0,3,3,1,Finished,+22.520,2019
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2019-melbourne,Australian Grand Prix,217.054,kph,16,8,1:27.954,3,58,5184434,12.0,4,4,1,Finished,+57.109,2019
Ferrari,ferrari,Italian,LEC,leclerc,Charles Leclerc,Monegasque,16,2019-melbourne,Australian Grand Prix,219.621,kph,58,4,1:26.926,5,58,5185528,10.0,5,5,1,Finished,+58.203,2019
Haas F1 Team,haas,American,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2019-melbourne,Australian Grand Prix,216.493,kph,56,9,1:28.182,7,58,5214481,8.0,6,6,1,Finished,+1:27.156,2019
Renault,renault,French,HUL,hulkenberg,Nico Hülkenberg,German,27,2019-melbourne,Australian Grand Prix,215.851,kph,52,12,1:28.444,11,57,,6.0,7,7,1,+1 Lap,,2019
Alfa Romeo,alfa,Swiss,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2019-melbourne,Australian Grand Prix,216.277,kph,52,11,1:28.270,9,57,,4.0,8,8,1,+1 Lap,,2019
Racing Point,racing_point,British,STR,stroll,Lance Stroll,Canadian,18,2019-melbourne,Australian Grand Prix,218.011,kph,29,7,1:27.568,16,57,,2.0,9,9,1,+1 Lap,,2019
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2019-melbourne,Australian Grand Prix,218.31,kph,39,6,1:27.448,15,57,,1.0,10,10,1,+1 Lap,,2019
Red Bull,red_bull,Austrian,GAS,gasly,Pierre Gasly,French,10,2019-melbourne,Australian Grand Prix,218.858,kph,39,5,1:27.229,17,57,,0.0,11,11,1,+1 Lap,,2019
McLaren,mclaren,British,NOR,norris,Lando Norris,British,1,2019-melbourne,Australian Grand Prix,215.581,kph,17,16,1:28.555,8,57,,0.0,12,12,1,+1 Lap,,2019
Racing Point,racing_point,British,PER,perez,Sergio Pérez,Mexican,11,2019-melbourne,Australian Grand Prix,215.751,kph,41,15,1:28.485,10,57,,0.0,13,13,1,+1 Lap,,2019
Toro Rosso,toro_rosso,Italian,ALB,albon,Alexander Albon,Thai,23,2019-melbourne,Australian Grand Prix,216.478,kph,43,10,1:28.188,13,57,,0.0,14,14,1,+1 Lap,,2019
Alfa Romeo,alfa,Swiss,GIO,giovinazzi,Antonio Giovinazzi,Italian,99,2019-melbourne,Australian Grand Prix,215.766,kph,29,14,1:28.479,14,57,,0.0,15,15,1,+1 Lap,,2019
