pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,BOT,Mercedes,77,60,80.55,80.318,77.665,1.851,0.0
2,VER,Red Bull Racing,33,62,80.999,80.595,79.184,1.235,0.449
3,HAM,Mercedes,44,60,80.675,80.876,76.627,1.345,0.125
4,ALB,Red Bull Racing,23,62,81.843,81.056,79.44,1.562,1.293
5,VET,Ferrari,5,61,81.997,81.129,80.363,1.487,1.447
6,STR,Racing Point,18,60,81.308,81.38,78.973,1.338,0.758
7,PER,Racing Point,11,61,81.961,81.769,80.09,1.554,1.411
8,KVY,AlphaTauri,26,61,82.446,81.894,80.946,1.391,1.896
9,LEC,Ferrari,16,61,82.54,81.962,80.821,1.375,1.99
10,RUS,Williams,63,59,82.526,81.995,79.984,1.937,1.976
11,NOR,McLaren,4,61,82.473,82.042,79.945,1.696,1.923
12,RIC,Renault,3,61,82.003,82.107,79.532,1.621,1.453
13,OCO,Renault,31,61,82.504,82.12,80.261,1.679,1.954
14,GIO,Alfa Romeo Racing,99,59,82.305,82.221,80.096,1.936,1.755
15,RAI,Alfa Romeo Racing,7,61,82.511,82.241,80.232,1.671,1.961
16,SAI,McLaren,55,61,82.207,82.361,79.457,1.606,1.657
17,GRO,Haas F1 Team,8,62,82.806,82.83,80.889,1.583,2.256
18,MAG,Haas F1 Team,20,62,82.402,82.927,80.477,1.499,1.852
19,LAT,Williams,6,53,84.398,84.331,81.198,1.941,3.848
20,GAS,AlphaTauri,10,11,87.03,85.772,83.939,3.539,6.48
