stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,MEDIUM,2.0,47.0,57.0,11,90.549,90.546,89.708
2,HAM,Mercedes,MEDIUM,2.0,39.0,57.0,19,91.388,91.369,90.669
3,STR,Aston Martin,MEDIUM,2.0,44.0,57.0,14,91.405,91.392,90.862
4,PER,Red Bull Racing,HARD,2.0,22.0,57.0,36,91.409,91.445,90.56
5,OCO,Alpine,MEDIUM,2.0,41.0,57.0,17,91.713,91.724,91.143
6,ALO,Aston Martin,HARD,2.0,26.0,57.0,32,91.794,91.748,90.519
7,TSU,AlphaTauri,MEDIUM,2.0,38.0,57.0,20,91.847,91.968,91.038
8,RUS,Mercedes,HARD,2.0,19.0,57.0,38,91.927,91.9,91.015
9,VER,Red Bull Racing,HARD,1.0,4.0,44.0,41,91.954,91.922,90.988
10,ZHO,Alfa Romeo,MEDIUM,2.0,33.0,57.0,25,92.123,92.184,91.736
11,SAI,Ferrari,HARD,2.0,20.0,57.0,37,92.15,91.977,91.362
12,HUL,Haas F1 Team,MEDIUM,2.0,35.0,57.0,23,92.218,92.195,90.901
13,LEC,Ferrari,HARD,2.0,19.0,57.0,39,92.289,92.262,91.434
14,GAS,Alpine,HARD,2.0,17.0,57.0,40,92.427,92.31,91.971
15,ALB,Williams,HARD,2.0,24.0,57.0,34,92.436,92.38,91.852
16,MAG,Haas F1 Team,HARD,2.0,16.0,57.0,42,92.616,92.588,91.691
17,BOT,Alfa Romeo,HARD,2.0,17.0,57.0,41,92.674,92.631,91.838
18,PER,Red Bull Racing,MEDIUM,1.0,4.0,19.0,16,92.784,92.782,91.916
19,DEV,AlphaTauri,HARD,2.0,17.0,57.0,41,92.816,92.809,91.562
20,ALO,Aston Martin,MEDIUM,1.0,3.0,23.0,20,92.881,92.94,92.266
21,SAI,Ferrari,MEDIUM,1.0,3.0,17.0,15,93.043,93.06,92.414
22,NOR,McLaren,HARD,2.0,6.0,57.0,52,93.064,93.09,92.401
23,OCO,Alpine,HARD,1.0,3.0,38.0,35,93.208,93.199,92.303
24,RUS,Mercedes,MEDIUM,1.0,3.0,16.0,14,93.215,93.15,92.627
25,HAM,Mercedes,HARD,1.0,3.0,36.0,33,93.227,93.316,92.422
26,STR,Aston Martin,HARD,1.0,3.0,41.0,38,93.239,93.424,92.24
27,SAR,Williams,HARD,2.0,4.0,55.0,51,93.332,93.384,92.384
28,TSU,AlphaTauri,HARD,1.0,3.0,35.0,32,93.336,93.395,92.276
29,HUL,Haas F1 Team,HARD,1.0,3.0,32.0,29,93.489,93.422,92.584
30,MAG,Haas F1 Team,MEDIUM,1.0,4.0,13.0,10,93.522,93.362,93.136
31,GAS,Alpine,MEDIUM,1.0,2.0,14.0,12,93.528,93.388,93.145
32,LEC,Ferrari,MEDIUM,1.0,2.0,16.0,13,93.534,93.35,92.876
33,PIA,McLaren,HARD,2.0,7.0,56.0,48,93.581,93.417,92.006
34,BOT,Alfa Romeo,MEDIUM,1.0,3.0,14.0,11,93.702,93.762,93.151
35,ZHO,Alfa Romeo,HARD,1.0,3.0,30.0,27,93.77,93.718,93.073
36,ALB,Williams,MEDIUM,1.0,3.0,21.0,18,93.806,93.773,93.292
37,DEV,AlphaTauri,MEDIUM,1.0,4.0,14.0,11,94.021,93.995,93.754
38,PIA,McLaren,SOFT,1.0,2.0,4.0,3,94.495,93.959,93.952
