Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
SAR,Williams,2,3,MEDIUM,HARD
NOR,McLaren,4,5,SOFT,HARD
PIA,McLaren,5,6,SOFT,HARD
MAG,Haas F1 Team,14,15,MEDIUM,HARD
BOT,Alfa Romeo,15,16,MEDIUM,HARD
DEV,AlphaTauri,15,16,MEDIUM,HARD
GAS,Alpine,15,16,MEDIUM,HARD
LEC,Ferrari,17,18,MEDIUM,HARD
RUS,Mercedes,17,18,MEDIUM,HARD
SAI,Ferrari,18,19,MEDIUM,HARD
PER,Red Bull Racing,20,21,MEDIUM,HARD
ALB,Williams,22,23,MEDIUM,HARD
ALO,Aston Martin,24,25,MEDIUM,HARD
ZHO,Alfa Romeo,31,32,HARD,MEDIUM
HUL,Haas F1 Team,33,34,HARD,MEDIUM
TSU,AlphaTauri,36,37,HARD,MEDIUM
HAM,Mercedes,37,38,HARD,MEDIUM
OCO,Alpine,39,40,HARD,MEDIUM
STR,Aston Martin,42,43,HARD,MEDIUM
VER,Red Bull Racing,45,46,HARD,MEDIUM
