Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
MSC,Haas F1 Team,10,11.0,SOFT,HARD
VER,Red Bull Racing,13,14.0,SOFT,HARD
HAM,Mercedes,14,15.0,MEDIUM,HARD
LEC,Ferrari,15,16.0,SOFT,HARD
OCO,Alpine,15,16.0,SOFT,HARD
GIO,Alfa Romeo Racing,17,18.0,MEDIUM,HARD
NOR,McLaren,17,18.0,SOFT,HARD
RIC,McLaren,18,19.0,SOFT,HARD
SAI,Ferrari,19,20.0,SOFT,HARD
PER,Red Bull Racing,21,22.0,SOFT,HARD
RAI,Alfa Romeo Racing,21,22.0,MEDIUM,HARD
STR,Aston Martin,21,22.0,MEDIUM,HARD
TSU,AlphaTauri,23,24.0,MEDIUM,HARD
VET,Aston Martin,23,24.0,MEDIUM,HARD
RAI,Alfa Romeo Racing,25,,HARD,
LAT,Williams,28,29.0,MEDIUM,HARD
BOT,Mercedes,30,31.0,MEDIUM,HARD
LEC,Ferrari,35,36.0,HARD,MEDIUM
ALO,Alpine,36,37.0,HARD,MEDIUM
GAS,AlphaTauri,36,37.0,HARD,MEDIUM
PER,Red Bull Racing,36,37.0,HARD,HARD
VER,Red Bull Racing,36,37.0,HARD,HARD
NOR,McLaren,48,49.0,HARD,MEDIUM
MSC,Haas F1 Team,52,53.0,HARD,SOFT
RIC,McLaren,52,53.0,HARD,SOFT
STR,Aston Martin,52,53.0,HARD,SOFT
PER,Red Bull Racing,53,54.0,HARD,SOFT
TSU,AlphaTauri,53,54.0,HARD,SOFT
VER,Red Bull Racing,53,54.0,HARD,SOFT
GAS,AlphaTauri,54,55.0,MEDIUM,SOFT
PER,Red Bull Racing,55,,SOFT,
