pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,52,89.067,87.932,86.615,4.658,1.205
2,VER,Red Bull Racing,33,48,87.862,87.988,86.103,0.961,0.0
3,PER,Red Bull Racing,11,45,88.089,88.051,86.419,1.174,0.227
4,NOR,McLaren,4,50,90.324,89.324,86.762,4.317,2.462
5,LEC,Ferrari,16,50,90.127,89.429,88.338,2.374,2.265
6,RIC,McLaren,3,49,90.328,89.466,88.723,2.186,2.466
7,SAI,Ferrari,55,53,90.984,89.591,87.618,5.965,3.122
8,OCO,Alpine,31,52,90.933,89.609,88.249,4.486,3.071
9,BOT,Mercedes,77,53,91.074,89.636,86.862,5.867,3.212
10,GAS,AlphaTauri,10,51,89.981,89.646,87.342,2.051,2.119
11,TSU,AlphaTauri,22,51,90.213,89.674,87.496,3.229,2.351
12,ALO,Alpine,14,52,90.283,89.747,87.607,2.306,2.421
13,VET,Aston Martin,5,52,91.15,90.28,88.303,4.473,3.288
14,STR,Aston Martin,18,50,91.168,90.382,88.567,4.216,3.306
15,GIO,Alfa Romeo Racing,99,29,90.465,90.546,89.442,0.688,2.603
16,MSC,Haas F1 Team,47,50,91.623,90.706,89.457,3.407,3.761
17,LAT,Williams,6,45,90.872,90.935,89.293,1.157,3.01
18,RAI,Alfa Romeo Racing,7,20,91.055,91.008,89.698,0.641,3.193
19,RUS,Williams,63,23,91.642,91.577,90.647,0.814,3.78
