constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-kuala-lumpur,Malaysian Grand Prix,5,1:58.913,2:00.147,2:00.541,2,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-kuala-lumpur,Malaysian Grand Prix,6,1:59.257,2:01.532,2:01.218,2,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-kuala-lumpur,Malaysian Grand Prix,7,1:58.883,2:00.839,2:01.712,2,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-kuala-lumpur,Malaysian Grand Prix,8,2:00.356,2:02.094,2:02.213,2,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-kuala-lumpur,Malaysian Grand Prix,9,2:01.689,2:02.096,2:03.078,2,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-kuala-lumpur,Malaysian Grand Prix,10,2:00.889,2:01.810,2:04.053,2,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-kuala-lumpur,Malaysian Grand Prix,11,2:01.175,2:02.351,,2,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-kuala-lumpur,Malaysian Grand Prix,12,2:01.134,2:02.369,,2,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-kuala-lumpur,Malaysian Grand Prix,13,2:00.047,2:02.460,,2,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-kuala-lumpur,Malaysian Grand Prix,14,2:00.076,2:02.511,,2,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-kuala-lumpur,Malaysian Grand Prix,15,1:59.709,2:02.756,,2,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-kuala-lumpur,Malaysian Grand Prix,16,2:00.202,2:02.885,,2,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-kuala-lumpur,Malaysian Grand Prix,17,2:02.074,,,2,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-kuala-lumpur,Malaysian Grand Prix,18,2:02.131,,,2,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-kuala-lumpur,Malaysian Grand Prix,19,2:02.702,,,2,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-kuala-lumpur,Malaysian Grand Prix,20,2:03.595,,,2,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-kuala-lumpur,Malaysian Grand Prix,21,2:04.388,,,2,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-kuala-lumpur,Malaysian Grand Prix,22,2:04.407,,,2,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-sakhir,Bahrain Grand Prix,1,1:35.439,1:33.708,1:33.185,3,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-sakhir,Bahrain Grand Prix,2,1:35.323,1:33.872,1:33.464,3,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-sakhir,Bahrain Grand Prix,3,1:36.220,1:34.592,1:34.051,3,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-sakhir,Bahrain Grand Prix,4,1:34.934,1:34.842,1:34.247,3,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-sakhir,Bahrain Grand Prix,5,1:34.998,1:34.747,1:34.346,3,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-sakhir,Bahrain Grand Prix,6,1:35.234,1:34.925,1:34.368,3,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-sakhir,Bahrain Grand Prix,7,1:35.699,1:34.714,1:34.387,3,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-sakhir,Bahrain Grand Prix,8,1:35.085,1:34.842,1:34.511,3,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-sakhir,Bahrain Grand Prix,9,1:35.288,1:34.904,1:34.712,3,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-sakhir,Bahrain Grand Prix,10,1:35.251,1:34.723,1:34.992,3,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-sakhir,Bahrain Grand Prix,11,1:35.549,1:34.985,,3,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-sakhir,Bahrain Grand Prix,12,1:34.874,1:35.116,,3,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-sakhir,Bahrain Grand Prix,13,1:35.395,1:35.145,,3,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-sakhir,Bahrain Grand Prix,14,1:35.815,1:35.286,,3,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-sakhir,Bahrain Grand Prix,15,1:36.567,1:35.891,,3,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-sakhir,Bahrain Grand Prix,16,1:36.654,1:35.908,,3,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-sakhir,Bahrain Grand Prix,17,1:36.663,,,3,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-sakhir,Bahrain Grand Prix,18,1:36.840,,,3,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-sakhir,Bahrain Grand Prix,19,1:37.085,,,3,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-sakhir,Bahrain Grand Prix,20,1:37.310,,,3,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-sakhir,Bahrain Grand Prix,21,1:37.875,,,3,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-sakhir,Bahrain Grand Prix,22,1:37.913,,,3,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-shanghai,Chinese Grand Prix,1,1:55.516,1:54.029,1:53.860,4,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-shanghai,Chinese Grand Prix,2,1:56.641,1:55.302,1:54.455,4,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-shanghai,Chinese Grand Prix,3,1:55.926,1:54.499,1:54.960,4,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-shanghai,Chinese Grand Prix,4,1:56.058,1:55.294,1:55.143,4,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-shanghai,Chinese Grand Prix,5,1:56.961,1:55.765,1:55.637,4,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-shanghai,Chinese Grand Prix,6,1:56.850,1:56.757,1:56.147,4,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-shanghai,Chinese Grand Prix,7,1:56.501,1:56.253,1:56.282,4,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-shanghai,Chinese Grand Prix,8,1:55.913,1:56.847,1:56.366,4,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-shanghai,Chinese Grand Prix,9,1:57.477,1:56.584,1:56.773,4,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-shanghai,Chinese Grand Prix,10,1:58.411,1:56.407,1:57.079,4,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-shanghai,Chinese Grand Prix,11,1:58.279,1:56.860,,4,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-shanghai,Chinese Grand Prix,12,1:57.783,1:56.963,,4,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-shanghai,Chinese Grand Prix,13,1:57.261,1:57.289,,4,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-shanghai,Chinese Grand Prix,14,1:58.138,1:57.393,,4,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-shanghai,Chinese Grand Prix,15,1:57.369,1:57.675,,4,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-shanghai,Chinese Grand Prix,16,1:58.362,1:58.264,,4,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-shanghai,Chinese Grand Prix,17,1:58.988,,,4,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-shanghai,Chinese Grand Prix,18,1:59.260,,,4,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-shanghai,Chinese Grand Prix,19,1:59.326,,,4,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-shanghai,Chinese Grand Prix,20,2:00.646,,,4,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-shanghai,Chinese Grand Prix,21,2:00.865,,,4,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-shanghai,Chinese Grand Prix,22,,,,4,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-barcelona,Spanish Grand Prix,1,1:27.238,1:26.210,1:25.232,5,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-barcelona,Spanish Grand Prix,2,1:26.764,1:26.088,1:25.400,5,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-barcelona,Spanish Grand Prix,3,1:28.053,1:26.613,1:26.285,5,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-barcelona,Spanish Grand Prix,4,1:28.198,1:27.563,1:26.632,5,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-barcelona,Spanish Grand Prix,5,1:28.472,1:27.258,1:26.960,5,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-barcelona,Spanish Grand Prix,6,1:28.308,1:27.335,1:27.104,5,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-barcelona,Spanish Grand Prix,7,1:28.329,1:27.602,1:27.140,5,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-barcelona,Spanish Grand Prix,8,1:28.279,1:27.570,1:27.335,5,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-barcelona,Spanish Grand Prix,9,1:28.061,1:27.016,1:27.402,5,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-barcelona,Spanish Grand Prix,10,1:27.958,1:27.052,,5,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-barcelona,Spanish Grand Prix,11,1:28.155,1:27.685,,5,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-barcelona,Spanish Grand Prix,12,1:28.469,1:28.002,,5,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-barcelona,Spanish Grand Prix,13,1:28.074,1:28.039,,5,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-barcelona,Spanish Grand Prix,14,1:28.374,1:28.280,,5,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-barcelona,Spanish Grand Prix,15,1:28.389,,,5,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-barcelona,Spanish Grand Prix,16,1:28.194,,,5,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-barcelona,Spanish Grand Prix,17,1:28.563,,,5,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-barcelona,Spanish Grand Prix,18,1:29.586,,,5,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-barcelona,Spanish Grand Prix,19,1:30.177,,,5,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-barcelona,Spanish Grand Prix,20,1:30.312,,,5,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-barcelona,Spanish Grand Prix,21,1:30.375,,,5,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-barcelona,Spanish Grand Prix,22,,,,5,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-monte-carlo,Monaco Grand Prix,1,1:17.678,1:16.465,1:15.989,6,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-monte-carlo,Monaco Grand Prix,2,1:17.823,1:16.354,1:16.048,6,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-monte-carlo,Monaco Grand Prix,3,1:17.900,1:17.233,1:16.384,6,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-monte-carlo,Monaco Grand Prix,4,1:18.383,1:17.074,1:16.547,6,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-monte-carlo,Monaco Grand Prix,5,1:17.853,1:17.200,1:16.686,6,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-monte-carlo,Monaco Grand Prix,6,1:17.902,1:17.398,1:17.389,6,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-monte-carlo,Monaco Grand Prix,7,1:17.557,1:17.657,1:17.540,6,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-monte-carlo,Monaco Grand Prix,8,1:17.978,1:17.609,1:17.555,6,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-monte-carlo,Monaco Grand Prix,9,1:18.616,1:17.594,1:18.090,6,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-monte-carlo,Monaco Grand Prix,10,1:18.108,1:17.755,1:18.327,6,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-monte-carlo,Monaco Grand Prix,11,1:18.432,1:17.846,,6,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-monte-carlo,Monaco Grand Prix,12,1:17.890,1:17.988,,6,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-monte-carlo,Monaco Grand Prix,13,1:18.407,1:18.082,,6,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-monte-carlo,Monaco Grand Prix,14,1:18.335,1:18.196,,6,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-monte-carlo,Monaco Grand Prix,15,1:18.585,1:18.356,,6,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-monte-carlo,Monaco Grand Prix,16,1:18.209,,,6,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-monte-carlo,Monaco Grand Prix,17,1:18.741,,,6,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-monte-carlo,Monaco Grand Prix,18,1:18.745,,,6,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-monte-carlo,Monaco Grand Prix,19,1:19.332,,,6,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-monte-carlo,Monaco Grand Prix,20,1:19.928,,,6,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-monte-carlo,Monaco Grand Prix,21,1:20.133,,,6,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-monte-carlo,Monaco Grand Prix,22,1:21.732,,,6,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-montreal,Canadian Grand Prix,1,1:16.471,1:15.289,1:14.874,7,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-montreal,Canadian Grand Prix,2,1:15.750,1:15.054,1:14.953,7,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-montreal,Canadian Grand Prix,3,1:17.470,1:16.109,1:15.548,7,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-montreal,Canadian Grand Prix,4,1:16.772,1:15.806,1:15.550,7,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-montreal,Canadian Grand Prix,5,1:16.666,1:15.773,1:15.578,7,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-montreal,Canadian Grand Prix,6,1:17.113,1:15.897,1:15.589,7,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-montreal,Canadian Grand Prix,7,1:17.010,1:16.131,1:15.814,7,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-montreal,Canadian Grand Prix,8,1:17.178,1:16.255,1:16.162,7,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-montreal,Canadian Grand Prix,9,1:16.631,1:16.214,1:16.182,7,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-montreal,Canadian Grand Prix,10,1:17.013,1:16.245,1:16.214,7,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-montreal,Canadian Grand Prix,11,1:16.897,1:16.300,,7,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-montreal,Canadian Grand Prix,12,1:16.446,1:16.310,,7,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-montreal,Canadian Grand Prix,13,1:18.235,1:16.472,,7,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-montreal,Canadian Grand Prix,14,1:17.732,1:16.687,,7,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-montreal,Canadian Grand Prix,15,1:16.938,1:16.713,,7,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-montreal,Canadian Grand Prix,16,1:17.519,1:17.314,,7,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-montreal,Canadian Grand Prix,17,1:18.328,,,7,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-montreal,Canadian Grand Prix,18,1:18.348,,,7,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-montreal,Canadian Grand Prix,19,1:18.359,,,7,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-montreal,Canadian Grand Prix,20,1:19.278,,,7,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-montreal,Canadian Grand Prix,21,1:19.820,,,7,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-montreal,Canadian Grand Prix,22,,,,7,2014
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2014-spielberg,Austrian Grand Prix,1,1:10.292,1:09.239,1:08.759,8,2014
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2014-spielberg,Austrian Grand Prix,2,1:10.356,1:09.096,1:08.846,8,2014
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2014-spielberg,Austrian Grand Prix,3,1:09.695,1:08.974,1:08.944,8,2014
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2014-spielberg,Austrian Grand Prix,4,1:10.405,1:09.479,1:09.285,8,2014
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2014-spielberg,Austrian Grand Prix,5,1:10.395,1:09.638,1:09.466,8,2014
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2014-spielberg,Austrian Grand Prix,6,1:10.081,1:09.473,1:09.515,8,2014
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2014-spielberg,Austrian Grand Prix,7,1:09.678,1:09.490,1:09.619,8,2014
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2014-spielberg,Austrian Grand Prix,8,1:10.285,1:09.657,1:10.795,8,2014
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2014-spielberg,Austrian Grand Prix,9,1:09.514,1:09.092,,8,2014
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2014-spielberg,Austrian Grand Prix,10,1:10.389,1:09.624,,8,2014
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2014-spielberg,Austrian Grand Prix,11,1:10.124,1:09.754,,8,2014
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2014-spielberg,Austrian Grand Prix,12,1:10.252,1:09.780,,8,2014
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2014-spielberg,Austrian Grand Prix,13,1:10.630,1:09.801,,8,2014
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2014-spielberg,Austrian Grand Prix,14,1:10.821,1:09.939,,8,2014
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2014-spielberg,Austrian Grand Prix,15,1:10.161,1:10.073,,8,2014
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2014-spielberg,Austrian Grand Prix,16,1:10.461,1:10.642,,8,2014
Sauber,sauber,Swiss,SUT,sutil,Adrian Sutil,German,99,2014-spielberg,Austrian Grand Prix,17,1:10.825,,,8,2014
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2014-spielberg,Austrian Grand Prix,18,1:11.349,,,8,2014
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2014-spielberg,Austrian Grand Prix,19,1:11.412,,,8,2014
Caterham,caterham,Malaysian,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2014-spielberg,Austrian Grand Prix,20,1:11.673,,,8,2014
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2014-spielberg,Austrian Grand Prix,21,1:11.775,,,8,2014
Caterham,caterham,Malaysian,ERI,ericsson,Marcus Ericsson,Swedish,9,2014-spielberg,Austrian Grand Prix,22,1:12.673,,,8,2014
