circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2014-03-16,2014-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,2014,06:00:00Z,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,2014
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2014-03-30,2014-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,2,2014,08:00:00Z,https://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,2014
bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain,2014-04-06,2014-sakhir,Bahrain Grand Prix,sakhir,26.0325,Sakhir,50.5106,3,2014,15:00:00Z,https://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,2014
shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,China,2014-04-20,2014-shanghai,Chinese Grand Prix,shanghai,31.3389,Shanghai,121.22,4,2014,07:00:00Z,https://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,2014
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2014-05-11,2014-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,5,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,2014
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2014-05-25,2014-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,2014
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2014-06-08,2014-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,7,2014,18:00:00Z,https://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,2014
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,2014-06-22,2014-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,8,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,2014
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2014-07-06,2014-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,9,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_British_Grand_Prix,2014
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,2014-07-20,2014-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,10,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_German_Grand_Prix,2014
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2014-07-27,2014-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,11,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,2014
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2014-08-24,2014-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,12,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,2014
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2014-09-07,2014-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,2014
marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Singapore,2014-09-21,2014-marina-bay,Singapore Grand Prix,marina-bay,1.2914,Marina Bay,103.864,14,2014,12:00:00Z,https://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,2014
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2014-10-05,2014-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,15,2014,06:00:00Z,https://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,2014
sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Russia,2014-10-12,2014-sochi,Russian Grand Prix,sochi,43.4057,Sochi,39.9578,16,2014,11:00:00Z,https://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,2014
americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,USA,2014-11-02,2014-austin,United States Grand Prix,austin,30.1328,Austin,-97.6411,17,2014,20:00:00Z,https://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,2014
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2014-11-09,2014-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,18,2014,16:00:00Z,https://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,2014
yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,UAE,2014-11-23,2014-abu-dhabi,Abu Dhabi Grand Prix,abu-dhabi,24.4672,Abu Dhabi,54.6031,19,2014,13:00:00Z,https://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,2014
