Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
MAG,Haas F1 Team,1,2,HARD,MEDIUM
TSU,AlphaTauri,1,2,MEDIUM,HARD
ALB,Williams,2,3,MEDIUM,MEDIUM
ALO,Aston Martin,2,3,HARD,HARD
BOT,Alfa Romeo,2,3,HARD,HARD
DEV,AlphaTauri,2,3,MEDIUM,MEDIUM
GAS,Alpine,2,3,MEDIUM,MEDIUM
HAM,Mercedes,2,3,MEDIUM,MEDIUM
HUL,Haas F1 Team,2,3,MEDIUM,MEDIUM
LEC,Ferrari,2,3,MEDIUM,MEDIUM
MAG,Haas F1 Team,2,3,MEDIUM,HARD
NOR,McLaren,2,3,MEDIUM,MEDIUM
OCO,Alpine,2,3,MEDIUM,MEDIUM
PER,Red Bull Racing,2,3,MEDIUM,MEDIUM
PIA,McLaren,2,3,MEDIUM,MEDIUM
RUS,Mercedes,2,3,MEDIUM,MEDIUM
SAI,Ferrari,2,3,MEDIUM,MEDIUM
SAR,Williams,2,3,MEDIUM,MEDIUM
STR,Aston Martin,2,3,MEDIUM,MEDIUM
TSU,AlphaTauri,2,3,HARD,HARD
VER,Red Bull Racing,2,3,MEDIUM,MEDIUM
ZHO,Alfa Romeo,2,3,MEDIUM,MEDIUM
ZHO,Alfa Romeo,8,9,MEDIUM,HARD
HUL,Haas F1 Team,11,12,MEDIUM,HARD
DEV,AlphaTauri,12,13,MEDIUM,HARD
ALB,Williams,14,15,MEDIUM,HARD
GAS,Alpine,14,15,MEDIUM,HARD
HAM,Mercedes,14,15,MEDIUM,HARD
NOR,McLaren,14,15,MEDIUM,HARD
OCO,Alpine,14,15,MEDIUM,HARD
PIA,McLaren,14,15,MEDIUM,HARD
RUS,Mercedes,14,15,MEDIUM,HARD
SAR,Williams,14,15,MEDIUM,HARD
ALO,Aston Martin,15,16,HARD,MEDIUM
LEC,Ferrari,15,16,MEDIUM,MEDIUM
SAI,Ferrari,15,16,MEDIUM,MEDIUM
STR,Aston Martin,15,16,MEDIUM,HARD
BOT,Alfa Romeo,21,22,HARD,MEDIUM
PIA,McLaren,22,23,HARD,HARD
TSU,AlphaTauri,23,24,HARD,HARD
VER,Red Bull Racing,24,25,MEDIUM,HARD
PER,Red Bull Racing,25,26,MEDIUM,MEDIUM
STR,Aston Martin,36,37,HARD,HARD
DEV,AlphaTauri,37,38,HARD,MEDIUM
ZHO,Alfa Romeo,38,39,HARD,HARD
BOT,Alfa Romeo,40,41,MEDIUM,HARD
OCO,Alpine,40,41,HARD,HARD
ALB,Williams,41,42,HARD,HARD
NOR,McLaren,41,42,HARD,HARD
PIA,McLaren,41,42,HARD,MEDIUM
RUS,Mercedes,41,42,HARD,MEDIUM
HAM,Mercedes,42,43,HARD,MEDIUM
SAR,Williams,43,44,HARD,HARD
TSU,AlphaTauri,43,44,HARD,MEDIUM
ALO,Aston Martin,44,45,MEDIUM,MEDIUM
GAS,Alpine,44,45,HARD,MEDIUM
SAI,Ferrari,45,46,MEDIUM,HARD
LEC,Ferrari,47,48,MEDIUM,HARD
VER,Red Bull Racing,49,50,HARD,MEDIUM
PER,Red Bull Racing,50,51,MEDIUM,HARD
STR,Aston Martin,54,55,HARD,MEDIUM
VER,Red Bull Racing,69,70,MEDIUM,SOFT
