pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,59,69.309,69.451,67.012,0.702,0.0
2,PER,Red Bull Racing,11,61,69.837,69.537,68.111,0.911,0.528
3,STR,Aston Martin,18,59,70.135,69.898,68.463,0.967,0.826
4,LEC,Ferrari,16,61,69.825,69.899,68.82,0.634,0.516
5,SAI,Ferrari,55,61,69.882,70.005,68.88,0.529,0.573
6,NOR,McLaren,4,61,70.099,70.193,68.739,0.611,0.79
7,ALO,Aston Martin,14,61,70.114,70.28,69.108,0.627,0.805
8,HAM,Mercedes,44,61,70.226,70.285,69.16,0.575,0.917
9,RUS,Mercedes,63,61,70.382,70.535,69.283,0.694,1.073
10,GAS,Alpine,10,61,70.418,70.588,69.046,0.755,1.109
11,BOT,Alfa Romeo,77,60,71.055,70.69,69.94,0.947,1.746
12,PIA,McLaren,81,58,70.895,70.744,69.862,0.661,1.586
13,ZHO,Alfa Romeo,24,60,70.934,70.872,69.786,0.7,1.625
14,ALB,Williams,23,61,70.641,70.898,69.56,0.702,1.332
15,TSU,AlphaTauri,22,59,71.113,70.917,69.62,0.867,1.804
16,OCO,Alpine,31,60,70.763,70.928,69.797,0.604,1.454
17,DEV,AlphaTauri,21,59,71.02,71.115,69.852,0.656,1.711
18,SAR,Williams,2,60,70.913,71.142,69.611,0.698,1.604
19,HUL,Haas F1 Team,27,7,71.516,71.254,71.066,0.459,2.207
20,MAG,Haas F1 Team,20,61,71.611,71.766,70.176,0.86,2.302
