pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,51,88.425,88.202,86.818,1.025,0.0
2,VER,Red Bull Racing,1,53,88.604,88.371,87.625,0.742,0.179
3,LEC,Ferrari,16,51,88.536,88.453,86.725,1.033,0.111
4,PIA,McLaren,81,53,88.797,89.26,86.765,0.959,0.372
5,HAM,Ferrari,44,51,89.358,89.276,88.094,0.666,0.933
6,RUS,Mercedes,63,53,89.399,89.348,88.599,0.485,0.974
7,HUL,Kick Sauber,27,51,89.451,89.488,87.05,1.119,1.026
8,OCO,Haas F1 Team,31,53,89.723,89.532,88.655,0.716,1.298
9,LAW,Racing Bulls,30,52,89.933,89.64,88.886,0.776,1.508
10,BEA,Haas F1 Team,87,53,89.808,89.667,88.976,0.597,1.383
11,ALB,Williams,23,51,89.578,89.692,88.367,0.751,1.153
12,SAI,Williams,55,53,89.886,89.766,89.052,0.598,1.461
13,GAS,Alpine,10,50,89.639,89.836,87.767,0.93,1.214
14,ALO,Aston Martin,14,53,89.72,89.836,88.279,0.581,1.295
15,COL,Alpine,43,50,89.753,89.84,87.71,1.048,1.328
16,STR,Aston Martin,18,53,89.751,89.985,87.626,1.115,1.326
17,ANT,Mercedes,12,53,89.887,90.028,88.029,1.066,1.462
18,BOR,Kick Sauber,5,53,89.981,90.056,89.114,0.39,1.556
19,TSU,Red Bull Racing,22,53,89.886,90.057,88.557,0.752,1.461
20,HAD,Racing Bulls,6,52,90.107,90.08,89.375,0.426,1.682
