constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Maserati,maserati,Italian,,fangio,Juan Fangio,Argentine,2,1954-buenos-aires,Argentine Grand Prix,,,,,,3,87,10855800,8.0,1,1,1,Finished,3:00:55.800,1954
Ferrari,ferrari,Italian,,farina,Nino Farina,Italian,10,1954-buenos-aires,Argentine Grand Prix,,,,,,1,87,10934800,6.0,2,2,1,Finished,+1:19.000,1954
Ferrari,ferrari,Italian,,gonzalez,José Froilán González,Argentine,12,1954-buenos-aires,Argentine Grand Prix,,,,,,2,87,10976800,5.0,3,3,1,Finished,+2:01.000,1954
Ferrari,ferrari,Italian,,trintignant,Maurice Trintignant,French,26,1954-buenos-aires,Argentine Grand Prix,,,,,,5,86,,3.0,4,4,1,+1 Lap,,1954
Gordini,gordini,French,,bayol,Élie Bayol,French,20,1954-buenos-aires,Argentine Grand Prix,,,,,,15,85,,2.0,5,5,1,+2 Laps,,1954
Maserati,maserati,Italian,,schell,Harry Schell,American,28,1954-buenos-aires,Argentine Grand Prix,,,,,,11,84,,0.0,6,6,1,+3 Laps,,1954
Maserati,maserati,Italian,,bira,Prince Bira,Thai,8,1954-buenos-aires,Argentine Grand Prix,,,,,,10,83,,0.0,7,7,1,+4 Laps,,1954
Maserati,maserati,Italian,,graffenried,Toulo de Graffenried,Swiss,30,1954-buenos-aires,Argentine Grand Prix,,,,,,13,83,,0.0,8,8,1,+4 Laps,,1954
Ferrari,ferrari,Italian,,maglioli,Umberto Maglioli,Italian,16,1954-buenos-aires,Argentine Grand Prix,,,,,,12,82,,0.0,9,9,1,+5 Laps,,1954
Gordini,gordini,French,,behra,Jean Behra,French,18,1954-buenos-aires,Argentine Grand Prix,,,,,,17,61,,0.0,10,D,1,Disqualified,,1954
Ferrari,ferrari,Italian,,hawthorn,Mike Hawthorn,British,14,1954-buenos-aires,Argentine Grand Prix,,,,,,4,52,,0.0,11,D,1,Disqualified,,1954
Maserati,maserati,Italian,,marimon,Onofre Marimón,Argentine,4,1954-buenos-aires,Argentine Grand Prix,,,,,,6,48,,0.0,12,R,1,Engine,,1954
Maserati,maserati,Italian,,mieres,Roberto Mieres,Argentine,32,1954-buenos-aires,Argentine Grand Prix,,,,,,8,37,,0.0,13,R,1,Oil leak,,1954
Gordini,gordini,French,,loyer,Roger Loyer,French,22,1954-buenos-aires,Argentine Grand Prix,,,,,,16,19,,0.0,14,R,1,Oil pressure,,1954
Maserati,maserati,Italian,,daponte,Jorge Daponte,Argentine,34,1954-buenos-aires,Argentine Grand Prix,,,,,,18,19,,0.0,15,R,1,Gearbox,,1954
Ferrari,ferrari,Italian,,rosier,Louis Rosier,French,24,1954-buenos-aires,Argentine Grand Prix,,,,,,14,1,,0.0,16,R,1,Accident,,1954
Maserati,maserati,Italian,,musso,Luigi Musso,Italian,6,1954-buenos-aires,Argentine Grand Prix,,,,,,7,0,,0.0,17,W,1,Withdrew,,1954
Maserati,maserati,Italian,,menditeguy,Carlos Menditeguy,Argentine,36,1954-buenos-aires,Argentine Grand Prix,,,,,,9,0,,0.0,18,W,1,Withdrew,,1954
Kurtis Kraft,kurtis_kraft,American,,vukovich,Bill Vukovich,American,14,1954-indianapolis,Indianapolis 500,,,,,,19,200,13757270,8.0,1,1,2,Finished,3:49:17.270,1954
Kuzma,kuzma,American,,bryan,Jimmy Bryan,American,9,1954-indianapolis,Indianapolis 500,,,,,,3,200,13827220,6.0,2,2,2,Finished,+1:09.950,1954
Kurtis Kraft,kurtis_kraft,American,,mcgrath,Jack McGrath,American,2,1954-indianapolis,Indianapolis 500,,,,,,1,200,13837000,5.0,3,3,2,Finished,+1:19.730,1954
Kurtis Kraft,kurtis_kraft,American,,ruttman,Troy Ruttman,American,34,1954-indianapolis,Indianapolis 500,,,,,,11,200,13929950,1.5,4,4,2,Finished,+2:52.680,1954
Kurtis Kraft,kurtis_kraft,American,,darter,Duane Carter,American,34,1954-indianapolis,Indianapolis 500,,,,,,11,200,13929950,1.5,4,4,2,Finished,+2:52.680,1954
Kurtis Kraft,kurtis_kraft,American,,nazaruk,Mike Nazaruk,American,73,1954-indianapolis,Indianapolis 500,,,,,,14,200,13961820,2.0,5,5,2,Finished,+3:24.550,1954
Kurtis Kraft,kurtis_kraft,American,,agabashian,Fred Agabashian,American,77,1954-indianapolis,Indianapolis 500,,,,,,24,200,13984820,0.0,6,6,2,Finished,+3:47.550,1954
Phillips,phillips,American,,freeland,Don Freeland,American,7,1954-indianapolis,Indianapolis 500,,,,,,6,200,14010620,0.0,7,7,2,Finished,+4:13.350,1954
Kurtis Kraft,kurtis_kraft,American,,hoyt,Jerry Hoyt,American,5,1954-indianapolis,Indianapolis 500,,,,,,32,200,14058440,0.0,8,8,2,Finished,+5:01.170,1954
Kurtis Kraft,kurtis_kraft,American,,paul_russo,Paul Russo,American,5,1954-indianapolis,Indianapolis 500,,,,,,32,200,14058440,0.0,8,8,2,Finished,+5:01.170,1954
Kurtis Kraft,kurtis_kraft,American,,crockett,Larry Crockett,American,28,1954-indianapolis,Indianapolis 500,,,,,,25,200,14184510,0.0,9,9,2,Finished,+7:07.240,1954
Stevens,stevens,American,,niday,Cal Niday,American,24,1954-indianapolis,Indianapolis 500,,,,,,13,200,14184960,0.0,10,10,2,Finished,+7:07.690,1954
Kurtis Kraft,kurtis_kraft,American,,davies,Jimmy Davies,American,45,1954-indianapolis,Indianapolis 500,,,,,,27,200,14259460,0.0,11,11,2,Finished,+8:22.190,1954
Kurtis Kraft,kurtis_kraft,American,,cross,Art Cross,American,45,1954-indianapolis,Indianapolis 500,,,,,,27,200,14259460,0.0,11,11,2,Finished,+8:22.190,1954
Kurtis Kraft,kurtis_kraft,American,,parsons,Johnnie Parsons,American,45,1954-indianapolis,Indianapolis 500,,,,,,27,200,14259460,0.0,11,11,2,Finished,+8:22.190,1954
Kurtis Kraft,kurtis_kraft,American,,hanks,Sam Hanks,American,45,1954-indianapolis,Indianapolis 500,,,,,,27,200,14259460,0.0,11,11,2,Finished,+8:22.190,1954
Kurtis Kraft,kurtis_kraft,American,,linden,Andy Linden,American,45,1954-indianapolis,Indianapolis 500,,,,,,27,200,14259460,0.0,11,11,2,Finished,+8:22.190,1954
Kuzma,kuzma,American,,stevenson,Chuck Stevenson,American,98,1954-indianapolis,Indianapolis 500,,,,,,5,199,,0.0,12,12,2,+1 Lap,,1954
Kuzma,kuzma,American,,faulkner,Walt Faulkner,American,98,1954-indianapolis,Indianapolis 500,,,,,,5,199,,0.0,12,12,2,+1 Lap,,1954
Kuzma,kuzma,American,,ayulo,Manny Ayulo,American,88,1954-indianapolis,Indianapolis 500,,,,,,22,197,,0.0,13,13,2,+3 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,sweikert,Bob Sweikert,American,17,1954-indianapolis,Indianapolis 500,,,,,,9,197,,0.0,14,14,2,+3 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,darter,Duane Carter,American,16,1954-indianapolis,Indianapolis 500,,,,,,8,196,,0.0,15,15,2,+4 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,bettenhausen,Tony Bettenhausen,American,16,1954-indianapolis,Indianapolis 500,,,,,,8,196,,0.0,15,15,2,+4 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,jackson,Jimmy Jackson,American,16,1954-indianapolis,Indianapolis 500,,,,,,8,196,,0.0,15,15,2,+4 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,teague,Marshall Teague,American,16,1954-indianapolis,Indianapolis 500,,,,,,8,196,,0.0,15,15,2,+4 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,mccoy,Ernie McCoy,American,32,1954-indianapolis,Indianapolis 500,,,,,,20,194,,0.0,16,16,2,+6 Laps,,1954
Pankratz,pankratz,American,,reece,Jimmy Reece,American,25,1954-indianapolis,Indianapolis 500,,,,,,7,194,,0.0,17,17,2,+6 Laps,,1954
Stevens,stevens,American,,elisian,Ed Elisian,American,27,1954-indianapolis,Indianapolis 500,,,,,,31,193,,0.0,18,18,2,+7 Laps,,1954
Stevens,stevens,American,,bob_scott,Bob Scott,American,27,1954-indianapolis,Indianapolis 500,,,,,,31,193,,0.0,18,18,2,+7 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,armi,Frank Armi,American,71,1954-indianapolis,Indianapolis 500,,,,,,33,193,,0.0,19,19,2,+7 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,fonder,George Fonder,American,71,1954-indianapolis,Indianapolis 500,,,,,,33,193,,0.0,19,19,2,+7 Laps,,1954
Kurtis Kraft,kurtis_kraft,American,,davies,Jimmy Davies,American,1,1954-indianapolis,Indianapolis 500,,,,,,10,191,,0.0,20,R,2,Spun off,,1954
Kurtis Kraft,kurtis_kraft,American,,rathmann,Jim Rathmann,American,1,1954-indianapolis,Indianapolis 500,,,,,,10,191,,0.0,20,R,2,Spun off,,1954
Kurtis Kraft,kurtis_kraft,American,,hanks,Sam Hanks,American,1,1954-indianapolis,Indianapolis 500,,,,,,10,191,,0.0,20,R,2,Spun off,,1954
Kurtis Kraft,kurtis_kraft,American,,connor,Pat O'Connor,American,35,1954-indianapolis,Indianapolis 500,,,,,,12,181,,0.0,21,R,2,Spun off,,1954
Pawl,pawl,American,,ward,Rodger Ward,American,12,1954-indianapolis,Indianapolis 500,,,,,,16,172,,0.0,22,R,2,Retired,,1954
Pawl,pawl,American,,johnson,Eddie Johnson,American,12,1954-indianapolis,Indianapolis 500,,,,,,16,172,,0.0,22,R,2,Retired,,1954
Kurtis Kraft,kurtis_kraft,American,,teague,Marshall Teague,American,31,1954-indianapolis,Indianapolis 500,,,,,,17,168,,0.0,23,R,2,Clutch,,1954
Kurtis Kraft,kurtis_kraft,American,,hartley,Gene Hartley,American,31,1954-indianapolis,Indianapolis 500,,,,,,17,168,,0.0,23,23,2,Clutch,,1954
Nichels,nichels,American,,linden,Andy Linden,American,43,1954-indianapolis,Indianapolis 500,,,,,,4,165,,0.0,24,R,2,Retired,,1954
Nichels,nichels,American,,daywalt,Jimmy Daywalt,American,43,1954-indianapolis,Indianapolis 500,,,,,,4,165,,0.0,24,R,2,Retired,,1954
Nichels,nichels,American,,thomson,Johnny Thomson,American,43,1954-indianapolis,Indianapolis 500,,,,,,4,165,,0.0,24,R,2,Retired,,1954
Schroeder,schroeder,American,,linden,Andy Linden,American,74,1954-indianapolis,Indianapolis 500,,,,,,23,165,,0.0,25,R,2,Suspension,,1954
Schroeder,schroeder,American,,bob_scott,Bob Scott,American,74,1954-indianapolis,Indianapolis 500,,,,,,23,165,,0.0,25,R,2,Suspension,,1954
Kurtis Kraft,kurtis_kraft,American,,hoyt,Jerry Hoyt,American,99,1954-indianapolis,Indianapolis 500,,,,,,30,130,,0.0,26,R,2,Engine,,1954
Kurtis Kraft,kurtis_kraft,American,,daywalt,Jimmy Daywalt,American,19,1954-indianapolis,Indianapolis 500,,,,,,2,111,,0.0,27,R,2,Accident,,1954
Kurtis Kraft,kurtis_kraft,American,,rathmann,Jim Rathmann,American,38,1954-indianapolis,Indianapolis 500,,,,,,28,110,,0.0,28,R,2,Accident,,1954
