pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,37,106.119,105.752,104.481,1.135,0.0
2,PER,Red Bull Racing,11,39,106.267,105.898,104.687,1.181,0.148
3,HAM,Mercedes,44,39,106.476,106.145,104.769,1.383,0.357
4,VET,Aston Martin,5,39,106.932,106.611,104.89,1.465,0.813
5,NOR,McLaren,4,39,107.274,106.777,105.326,1.549,1.155
6,TSU,AlphaTauri,22,39,107.141,106.842,104.939,1.485,1.022
7,STR,Aston Martin,18,27,107.393,106.882,106.207,0.975,1.274
8,GAS,AlphaTauri,10,39,106.992,106.923,105.22,1.268,0.873
9,RIC,McLaren,3,39,107.525,107.023,105.713,1.6,1.406
10,LEC,Ferrari,16,39,107.165,107.182,105.382,1.34,1.046
11,SAI,Ferrari,55,39,107.587,107.295,105.7,1.953,1.468
12,BOT,Mercedes,77,39,107.607,107.352,105.665,1.887,1.488
13,RAI,Alfa Romeo Racing,7,40,108.747,107.672,105.601,3.519,2.628
14,GIO,Alfa Romeo Racing,99,40,108.592,107.818,105.575,3.391,2.473
15,RUS,Williams,63,39,108.732,108.02,105.959,3.105,2.613
16,LAT,Williams,6,41,109.687,108.063,106.608,4.512,3.568
17,ALO,Alpine,14,40,108.399,108.074,105.624,2.471,2.28
18,MSC,Haas F1 Team,47,39,109.992,108.469,107.624,4.534,3.873
19,MAZ,Haas F1 Team,9,36,110.063,109.152,107.747,2.846,3.944
20,OCO,Alpine,31,2,115.45,115.45,110.85,6.505,9.331
