stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,RUS,Mercedes,SOFT,3.0,56.0,72.0,17,74.365,74.286,73.927
2,HAM,Mercedes,SOFT,3.0,50.0,72.0,23,74.407,74.353,73.878
3,NOR,McLaren,HARD,2.0,30.0,72.0,43,74.696,74.688,73.817
4,PIA,McLaren,HARD,2.0,35.0,72.0,38,74.898,74.99,74.237
5,SAI,Ferrari,HARD,2.0,32.0,72.0,41,74.914,74.943,74.117
6,ALB,Williams,MEDIUM,3.0,56.0,71.0,16,75.068,75.004,74.434
7,VER,Red Bull Racing,HARD,2.0,29.0,72.0,44,75.11,75.092,74.752
8,LEC,Ferrari,HARD,2.0,26.0,72.0,47,75.126,75.075,74.585
9,PER,Red Bull Racing,HARD,2.0,31.0,72.0,42,75.131,75.092,74.587
10,HAM,Mercedes,HARD,2.0,25.0,47.0,23,75.289,75.111,74.709
11,RUS,Mercedes,HARD,2.0,27.0,53.0,26,75.342,75.324,74.532
12,GAS,Alpine,HARD,2.0,34.0,71.0,37,75.596,75.553,74.855
13,ALO,Aston Martin,HARD,2.0,33.0,71.0,39,75.744,75.653,74.758
14,RIC,RB,HARD,2.0,31.0,71.0,41,75.83,75.709,75.222
15,STR,Aston Martin,HARD,2.0,32.0,71.0,40,75.897,75.765,75.255
16,NOR,McLaren,MEDIUM,1.0,2.0,27.0,23,76.038,76.085,75.689
17,OCO,Alpine,HARD,2.0,32.0,71.0,39,76.158,75.936,75.39
18,ZHO,Kick Sauber,SOFT,3.0,53.0,70.0,17,76.223,76.036,75.724
19,HUL,Haas F1 Team,HARD,2.0,16.0,71.0,55,76.274,76.254,75.657
20,VER,Red Bull Racing,MEDIUM,1.0,2.0,26.0,22,76.319,76.334,75.946
21,MAG,Haas F1 Team,MEDIUM,2.0,42.0,71.0,28,76.374,76.375,74.954
22,PIA,McLaren,MEDIUM,1.0,2.0,32.0,28,76.407,76.467,75.932
23,LEC,Ferrari,MEDIUM,1.0,2.0,23.0,19,76.486,76.512,76.131
24,BOT,Kick Sauber,MEDIUM,3.0,45.0,70.0,25,76.498,76.361,75.822
25,RUS,Mercedes,MEDIUM,1.0,2.0,22.0,21,76.517,76.572,76.257
26,SAI,Ferrari,MEDIUM,1.0,3.0,29.0,25,76.561,76.576,76.174
27,PER,Red Bull Racing,MEDIUM,1.0,2.0,28.0,24,76.573,76.568,76.361
28,TSU,RB,HARD,3.0,34.0,71.0,36,76.599,76.416,75.561
29,ALB,Williams,HARD,2.0,14.0,53.0,38,76.605,76.474,75.52
30,SAR,Williams,HARD,2.0,24.0,71.0,47,76.679,76.532,75.539
31,TSU,RB,MEDIUM,2.0,16.0,31.0,16,76.752,76.836,75.552
32,HAM,Mercedes,SOFT,1.0,3.0,21.0,18,76.918,76.852,76.489
33,GAS,Alpine,MEDIUM,1.0,2.0,31.0,28,77.06,77.004,76.551
34,BOT,Kick Sauber,HARD,2.0,17.0,41.0,25,77.064,77.034,76.073
35,ALO,Aston Martin,MEDIUM,1.0,2.0,30.0,26,77.234,77.234,76.661
36,HUL,Haas F1 Team,MEDIUM,1.0,2.0,13.0,10,77.239,77.31,76.731
37,MAG,Haas F1 Team,HARD,1.0,2.0,38.0,36,77.267,77.276,76.363
38,TSU,RB,SOFT,1.0,3.0,13.0,11,77.267,77.267,76.551
39,RIC,RB,MEDIUM,1.0,3.0,27.0,24,77.372,77.386,77.076
40,STR,Aston Martin,MEDIUM,1.0,2.0,27.0,25,77.385,77.414,76.778
41,ZHO,Kick Sauber,HARD,2.0,20.0,50.0,30,77.484,77.323,76.4
42,ALB,Williams,MEDIUM,1.0,3.0,11.0,9,77.517,77.438,76.959
43,BOT,Kick Sauber,SOFT,1.0,3.0,14.0,12,77.606,77.558,76.882
44,OCO,Alpine,MEDIUM,1.0,3.0,29.0,26,77.682,77.679,77.104
45,SAR,Williams,MEDIUM,1.0,3.0,21.0,18,77.769,77.776,77.424
46,ZHO,Kick Sauber,MEDIUM,1.0,3.0,17.0,15,78.145,78.154,77.83
