pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,66,75.164,74.869,73.817,0.69,0.0
2,HAM,Mercedes,44,64,75.43,75.104,73.878,1.105,0.266
3,SAI,Ferrari,55,66,75.538,75.131,74.117,0.849,0.374
4,VER,Red Bull Racing,1,66,75.513,75.154,74.752,0.604,0.349
5,PIA,McLaren,81,66,75.538,75.211,74.237,0.801,0.374
6,LEC,Ferrari,16,66,75.518,75.258,74.585,0.679,0.354
7,PER,Red Bull Racing,11,66,75.655,75.292,74.587,0.765,0.491
8,RUS,Mercedes,63,64,75.468,75.436,73.927,0.895,0.304
9,GAS,Alpine,10,65,76.227,76.055,74.855,0.813,1.063
10,STR,Aston Martin,18,65,76.469,76.158,75.255,0.855,1.305
11,RIC,RB,3,65,76.4,76.179,75.222,0.835,1.236
12,ALO,Aston Martin,14,65,76.34,76.238,74.758,0.884,1.176
13,HUL,Haas F1 Team,27,65,76.423,76.313,75.657,0.52,1.259
14,ALB,Williams,23,63,76.345,76.411,74.434,0.935,1.181
15,TSU,RB,22,63,76.754,76.805,75.552,0.643,1.59
16,BOT,Kick Sauber,77,62,76.941,76.83,75.822,0.65,1.777
17,SAR,Williams,2,65,76.981,76.843,75.539,0.766,1.817
18,MAG,Haas F1 Team,20,64,76.876,76.931,74.954,0.694,1.712
19,OCO,Alpine,31,65,76.768,77.104,75.39,0.943,1.604
20,ZHO,Kick Sauber,24,62,77.298,77.381,75.724,0.941,2.134
