Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
MAG,Haas F1 Team,5,6.0,SOFT,MEDIUM
NOR,McLaren,5,6.0,MEDIUM,HARD
RIC,AlphaTauri,5,6.0,SOFT,MEDIUM
BOT,Alfa Romeo,6,7.0,SOFT,MEDIUM
OCO,Alpine,6,7.0,SOFT,MEDIUM
ALB,Williams,7,8.0,SOFT,MEDIUM
SAI,Ferrari,7,8.0,SOFT,MEDIUM
ZHO,Alfa Romeo,7,8.0,SOFT,MEDIUM
SAR,Williams,8,9.0,SOFT,MEDIUM
TSU,AlphaTauri,9,10.0,MEDIUM,MEDIUM
ALO,Aston Martin,10,11.0,MEDIUM,MEDIUM
HAM,Mercedes,12,13.0,SOFT,MEDIUM
HUL,Haas F1 Team,12,13.0,MEDIUM,SOFT
LEC,Ferrari,13,14.0,SOFT,MEDIUM
PER,Red Bull Racing,13,14.0,SOFT,MEDIUM
VER,Red Bull Racing,14,15.0,SOFT,MEDIUM
NOR,McLaren,17,18.0,HARD,SOFT
STR,Aston Martin,20,21.0,MEDIUM,SOFT
RIC,AlphaTauri,22,23.0,MEDIUM,MEDIUM
RUS,Mercedes,22,23.0,MEDIUM,SOFT
ALB,Williams,23,24.0,MEDIUM,MEDIUM
GAS,Alpine,23,24.0,SOFT,MEDIUM
SAI,Ferrari,23,,MEDIUM,
BOT,Alfa Romeo,24,25.0,MEDIUM,MEDIUM
HUL,Haas F1 Team,24,25.0,SOFT,SOFT
SAR,Williams,24,25.0,MEDIUM,MEDIUM
TSU,AlphaTauri,24,25.0,MEDIUM,SOFT
MAG,Haas F1 Team,25,26.0,MEDIUM,MEDIUM
OCO,Alpine,25,26.0,MEDIUM,SOFT
ZHO,Alfa Romeo,25,26.0,MEDIUM,SOFT
HAM,Mercedes,27,28.0,MEDIUM,SOFT
LEC,Ferrari,28,29.0,MEDIUM,SOFT
ALO,Aston Martin,29,30.0,MEDIUM,SOFT
PER,Red Bull Racing,29,30.0,MEDIUM,SOFT
VER,Red Bull Racing,30,31.0,MEDIUM,SOFT
ALB,Williams,33,34.0,MEDIUM,SOFT
SAR,Williams,34,35.0,MEDIUM,SOFT
HAM,Mercedes,42,43.0,SOFT,MEDIUM
