stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,HAM,Mercedes,MEDIUM,4.0,44.0,44.0,1,107.305,107.305,107.305
2,VER,Red Bull Racing,SOFT,3.0,32.0,44.0,13,110.195,110.187,108.922
3,PER,Red Bull Racing,SOFT,3.0,31.0,44.0,14,111.127,111.15,110.308
4,HAM,Mercedes,SOFT,3.0,29.0,41.0,13,111.249,111.136,110.283
5,SAR,Williams,SOFT,4.0,36.0,44.0,9,111.435,111.513,110.236
6,ALO,Aston Martin,SOFT,3.0,31.0,44.0,14,111.492,111.474,110.938
7,LEC,Ferrari,SOFT,3.0,30.0,44.0,15,111.502,111.298,110.436
8,ALB,Williams,SOFT,4.0,35.0,44.0,10,111.654,111.513,109.841
9,RUS,Mercedes,SOFT,2.0,24.0,44.0,21,111.702,111.805,110.603
10,OCO,Alpine,SOFT,3.0,27.0,44.0,18,111.729,111.808,110.439
11,VER,Red Bull Racing,MEDIUM,2.0,16.0,29.0,13,111.961,111.472,110.108
12,BOT,Alfa Romeo,MEDIUM,3.0,26.0,44.0,19,112.116,112.188,110.515
13,SAR,Williams,MEDIUM,3.0,26.0,33.0,8,112.147,112.238,110.667
14,STR,Aston Martin,SOFT,2.0,23.0,44.0,22,112.226,112.238,111.297
15,ZHO,Alfa Romeo,SOFT,3.0,27.0,44.0,18,112.231,112.15,110.188
16,GAS,Alpine,MEDIUM,2.0,25.0,44.0,20,112.27,112.23,110.911
17,TSU,AlphaTauri,SOFT,3.0,26.0,44.0,19,112.282,112.298,111.394
18,NOR,McLaren,SOFT,3.0,19.0,44.0,26,112.399,112.299,111.682
19,PER,Red Bull Racing,MEDIUM,2.0,15.0,28.0,12,112.458,112.168,111.416
20,ALB,Williams,MEDIUM,3.0,25.0,32.0,8,112.486,112.384,111.432
21,LEC,Ferrari,MEDIUM,2.0,15.0,27.0,11,112.526,112.064,111.717
22,VER,Red Bull Racing,SOFT,1.0,2.0,13.0,12,112.534,112.537,111.88
23,HAM,Mercedes,MEDIUM,2.0,14.0,26.0,11,112.541,112.296,111.523
24,PER,Red Bull Racing,SOFT,1.0,1.0,12.0,12,112.551,112.493,112.153
25,RIC,AlphaTauri,MEDIUM,3.0,24.0,44.0,21,112.706,112.419,110.994
26,MAG,Haas F1 Team,MEDIUM,3.0,27.0,44.0,18,112.97,113.166,110.993
27,HUL,Haas F1 Team,SOFT,3.0,26.0,44.0,18,113.005,113.038,109.907
28,LEC,Ferrari,SOFT,1.0,1.0,12.0,12,113.064,112.801,112.292
29,ALO,Aston Martin,MEDIUM,2.0,12.0,28.0,16,113.098,112.764,111.886
30,HAM,Mercedes,SOFT,1.0,1.0,11.0,11,113.396,113.381,112.454
31,ALO,Aston Martin,MEDIUM,1.0,2.0,9.0,8,113.757,113.59,113.395
32,HUL,Haas F1 Team,SOFT,2.0,14.0,23.0,9,113.972,113.91,112.348
33,RIC,AlphaTauri,MEDIUM,2.0,7.0,20.0,14,114.076,114.179,112.398
34,OCO,Alpine,MEDIUM,2.0,8.0,24.0,16,114.116,113.708,112.232
35,TSU,AlphaTauri,MEDIUM,1.0,2.0,8.0,7,114.181,113.829,113.679
36,NOR,McLaren,HARD,2.0,7.0,16.0,10,114.196,113.962,113.072
37,ALB,Williams,MEDIUM,2.0,9.0,22.0,13,114.234,114.522,111.774
38,MAG,Haas F1 Team,MEDIUM,2.0,7.0,24.0,17,114.275,114.434,111.534
39,TSU,AlphaTauri,MEDIUM,2.0,11.0,23.0,12,114.305,114.176,112.246
40,BOT,Alfa Romeo,MEDIUM,2.0,8.0,23.0,15,114.384,114.537,112.919
41,ZHO,Alfa Romeo,MEDIUM,2.0,9.0,24.0,15,114.411,114.616,112.422
42,RUS,Mercedes,MEDIUM,1.0,2.0,19.0,18,114.53,114.186,113.66
43,STR,Aston Martin,MEDIUM,1.0,2.0,18.0,17,114.711,114.812,113.838
44,ALB,Williams,SOFT,1.0,2.0,6.0,5,114.739,114.821,113.907
45,GAS,Alpine,SOFT,1.0,2.0,21.0,19,114.766,114.814,113.43
46,NOR,McLaren,MEDIUM,1.0,2.0,3.0,2,114.819,114.819,114.717
47,SAR,Williams,MEDIUM,2.0,10.0,23.0,14,114.971,114.938,113.736
48,OCO,Alpine,SOFT,1.0,2.0,5.0,4,115.0,115.194,113.76
49,SAR,Williams,SOFT,1.0,3.0,7.0,5,115.074,115.4,114.142
50,HUL,Haas F1 Team,MEDIUM,1.0,2.0,11.0,10,115.158,115.268,114.262
51,MAG,Haas F1 Team,SOFT,1.0,2.0,4.0,3,115.21,115.403,114.635
52,RIC,AlphaTauri,SOFT,1.0,2.0,4.0,3,115.343,115.204,114.815
53,BOT,Alfa Romeo,SOFT,1.0,2.0,5.0,4,115.403,115.585,114.834
54,ZHO,Alfa Romeo,SOFT,1.0,2.0,6.0,5,115.549,115.867,114.639
55,SAI,Ferrari,MEDIUM,2.0,9.0,22.0,13,115.761,115.834,113.138
56,SAI,Ferrari,SOFT,1.0,1.0,6.0,6,116.224,116.61,114.247
