pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,38,111.538,111.441,108.922,1.378,0.0
2,PER,Red Bull Racing,11,38,111.997,112.022,110.308,0.955,0.459
3,RUS,Mercedes,63,39,113.007,112.072,110.603,1.537,1.469
4,HAM,Mercedes,44,36,112.19,112.203,107.305,1.416,0.652
5,LEC,Ferrari,16,38,112.292,112.206,110.436,1.119,0.754
6,ALO,Aston Martin,14,38,112.645,112.502,110.938,1.246,1.107
7,TSU,AlphaTauri,22,38,113.271,112.529,111.394,1.344,1.733
8,OCO,Alpine,31,38,113.078,112.63,110.439,1.633,1.54
9,NOR,McLaren,4,38,112.999,112.638,111.682,1.113,1.461
10,STR,Aston Martin,18,39,113.309,112.778,111.297,1.394,1.771
11,ALB,Williams,23,36,113.199,113.06,109.841,1.611,1.661
12,BOT,Alfa Romeo,77,38,113.358,113.165,110.515,1.483,1.82
13,ZHO,Alfa Romeo,24,38,113.528,113.206,110.188,1.56,1.99
14,GAS,Alpine,10,39,113.486,113.343,110.911,1.484,1.948
15,RIC,AlphaTauri,3,38,113.419,113.368,110.994,1.319,1.881
16,MAG,Haas F1 Team,20,38,113.73,113.708,110.993,1.242,2.192
17,SAR,Williams,2,36,113.474,113.779,110.236,1.813,1.936
18,HUL,Haas F1 Team,27,37,113.822,113.845,109.907,1.436,2.284
19,SAI,Ferrari,55,19,115.908,116.062,113.138,1.407,4.37
