stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,LEC,Ferrari,HARD,3.0,45.0,71.0,27,79.834,79.675,79.232
2,ALB,Red Bull Racing,HARD,3.0,46.0,70.0,25,79.921,79.935,79.325
3,BOT,Mercedes,HARD,2.0,38.0,71.0,34,80.17,80.079,79.494
4,VET,Ferrari,HARD,2.0,39.0,71.0,33,80.188,80.184,79.381
5,GAS,Toro Rosso,MEDIUM,3.0,51.0,70.0,20,80.476,80.473,79.53
6,RAI,Alfa Romeo Racing,MEDIUM,3.0,54.0,57.0,4,80.51,80.446,80.082
7,HAM,Mercedes,HARD,2.0,25.0,71.0,47,80.575,80.785,79.461
8,RIC,Renault,MEDIUM,2.0,52.0,71.0,20,80.649,80.547,80.146
9,KVY,Toro Rosso,MEDIUM,3.0,46.0,70.0,24,80.946,80.836,79.905
10,LEC,Ferrari,MEDIUM,2.0,17.0,42.0,26,80.961,80.996,80.446
11,ALB,Red Bull Racing,MEDIUM,2.0,16.0,43.0,28,81.048,80.989,80.355
12,SAI,McLaren,MEDIUM,3.0,37.0,70.0,34,81.14,81.028,80.311
13,VER,Red Bull Racing,HARD,2.0,7.0,71.0,64,81.276,81.108,80.406
14,BOT,Mercedes,MEDIUM,1.0,5.0,35.0,31,81.37,81.262,80.704
15,HAM,Mercedes,MEDIUM,1.0,4.0,22.0,18,81.387,81.294,80.66
16,PER,Racing Point,HARD,2.0,22.0,71.0,50,81.398,81.458,80.485
17,KUB,Williams,MEDIUM,3.0,62.0,69.0,8,81.51,81.352,80.696
18,VET,Ferrari,MEDIUM,1.0,4.0,35.0,32,81.525,81.48,80.978
19,LEC,Ferrari,MEDIUM,1.0,4.0,14.0,10,81.585,81.62,80.931
20,HUL,Renault,HARD,2.0,20.0,69.0,49,81.781,81.656,80.791
21,STR,Racing Point,HARD,2.0,39.0,70.0,31,81.803,81.609,80.922
22,ALB,Red Bull Racing,MEDIUM,1.0,4.0,13.0,10,81.82,81.812,81.467
23,GIO,Alfa Romeo Racing,HARD,2.0,23.0,70.0,48,81.998,81.638,81.014
24,KVY,Toro Rosso,HARD,2.0,12.0,43.0,32,82.181,82.084,81.446
25,RIC,Renault,HARD,1.0,4.0,49.0,45,82.291,82.207,81.198
26,MAG,Haas F1 Team,HARD,2.0,30.0,69.0,40,82.326,82.08,81.682
27,GAS,Toro Rosso,HARD,2.0,11.0,48.0,37,82.367,82.36,80.834
28,GRO,Haas F1 Team,HARD,2.0,39.0,69.0,29,82.475,82.287,81.581
29,RAI,Alfa Romeo Racing,HARD,2.0,17.0,51.0,34,82.537,82.25,81.326
30,SAI,McLaren,HARD,2.0,17.0,34.0,17,82.712,82.418,81.89
31,STR,Racing Point,MEDIUM,1.0,3.0,36.0,33,82.865,82.913,82.087
32,NOR,McLaren,HARD,2.0,14.0,47.0,33,82.931,82.629,81.643
33,PER,Racing Point,MEDIUM,1.0,4.0,19.0,15,82.971,82.994,82.163
34,RUS,Williams,HARD,2.0,24.0,69.0,45,83.285,83.4,81.286
35,GIO,Alfa Romeo Racing,MEDIUM,1.0,3.0,20.0,16,83.305,83.366,82.414
36,HUL,Renault,MEDIUM,1.0,3.0,17.0,15,83.323,83.129,82.647
37,KUB,Williams,HARD,2.0,23.0,59.0,36,83.515,83.357,82.464
38,RAI,Alfa Romeo Racing,MEDIUM,1.0,3.0,14.0,12,83.554,83.468,83.053
39,SAI,McLaren,SOFT,1.0,4.0,14.0,11,83.56,83.482,83.155
40,KVY,Toro Rosso,SOFT,1.0,4.0,9.0,6,83.63,83.469,83.278
41,VER,Red Bull Racing,MEDIUM,1.0,4.0,4.0,1,83.747,83.747,83.747
42,NOR,McLaren,SOFT,1.0,3.0,11.0,9,83.91,83.546,83.271
43,GAS,Toro Rosso,SOFT,1.0,3.0,8.0,5,84.043,83.77,83.121
44,MAG,Haas F1 Team,MEDIUM,1.0,3.0,27.0,23,84.133,84.061,83.558
45,KUB,Williams,MEDIUM,1.0,3.0,20.0,17,84.599,84.444,83.907
46,RUS,Williams,MEDIUM,1.0,3.0,21.0,18,84.626,84.373,84.069
47,GRO,Haas F1 Team,MEDIUM,1.0,3.0,36.0,34,84.744,84.547,83.316
